CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,Success,Status,ErrorMessage,Runtime_s
1,H_EQ_rawGain,16QAM,none,none,1115,NaN,0,NaN,1,1,0,1,0.000375186846038864,98.7341772151899,0.16,75,78,0.00223,0.17394,0.16725,4.10335005852269,27.7372286321472,27.7002434202027,0.53257331497204,14.1839406661093,1.92865493310657e-15,4.34079811108856,1,OK,,4.6744341
2,H_EQ_rawGain,16QAM,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.000804185351270553,100,0.0933333333333333,75,78,0.00446,0.34788,0.3345,8.29998495801236,21.6184538938234,21.5554608420268,1.10279367325663,13.8837765974112,1.92865493310657e-15,4.14074205008995,1,OK,,4.9785602
