信关站名称	卫星ID		开始时间(秒)	结束时间(秒)	连接时长(秒)
----------------------------------------------------------------------------------------
DVB2		S75		36178.694		36666.800		488.106
DVB2		S84		36661.800		37737.632		1075.832
DVB2		S83		37732.632		38911.798		1179.166
DVB2		S82		38906.798		40078.229		1171.431
DVB2		S36		40073.229		41241.222		1167.993
DVB2		S35		41236.222		42437.001		1200.779
DVB2		S34		42432.001		43632.968		1200.967
DVB2		S33		43627.968		44829.696		1201.728
DVB2		S32		44824.696		46027.712		1203.016
DVB2		S31		46022.712		47227.488		1204.776
DVB2		S36		47222.488		48429.434		1206.946
DVB2		S35		48424.434		49633.887		1209.453
DVB2		S44		49628.887		50131.550		502.663
DVB2		S53		50126.550		50362.360		235.810
