CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,42,44,0.00892,0.39248,0.37464,7.00936353611822,23.0864283005835,23.0864283005835,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-92,8000000,-22.9691001300806,12.9691001300806,,1,OK,,3.285703
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.01784,0.76712,0.73144,6.96559943446848,23.1408300761714,23.1408300761714,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-92,8000000,-22.9691001300806,12.9691001300806,,1,OK,,4.4923409
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.01338,0.57534,0.54858,7.13723642051652,22.929398340537,22.929398340537,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-92,8000000,-22.9691001300806,12.9691001300806,,1,OK,,3.6177637
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.0118933333333333,0.511413333333333,0.487626666666667,7.00989319976917,23.0857719747731,23.0857719747731,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-92,8000000,-22.9691001300806,12.9691001300806,,1,OK,,3.4642736
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.0107136,0.4606848,0.4392576,7.13546863308925,22.9315499728335,22.9315499728335,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-92,8000000,-22.9691001300806,12.9691001300806,,1,OK,,3.3544111
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.0102674285714286,0.441499428571429,0.420964571428571,7.14348403621533,22.9217984293018,22.9217984293018,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-92,8000000,-22.9691001300806,12.9691001300806,,1,OK,,3.2415994
7,H_EQ_rawGain_H_EQ_rawGain,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.0127301156478641,90.9090909090909,0.105263157894737,38,40,0.00892,0.3568,0.33896,4.1907807897496,27.5541011106529,27.5541011106529,NaN,17.6015861236536,1.92865493310657e-15,6.67699950574392,wrap,10,0.40284,0,afterChannel,psd,-92,8000000,-22.9691001300806,30.5706862537342,mmse,1,OK,,4.2255765
8,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.0263792634868868,81.3953488372093,0.0909090909090909,33,35,0.01784,0.6244,0.58872,6.30338939572684,24.00851726478,24.00851726478,NaN,17.9706368681986,1.92865493310657e-15,6.9742588342156,wrap,10,0.80568,0,afterChannel,psd,-92,8000000,-22.9691001300806,30.9397369982791,mmse,1,OK,,7.1088249
9,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.0504537689515268,53.4883720930233,0.142857142857143,21,23,0.01338,0.30774,0.28098,3.85737020191236,28.2741735751167,28.2741735751167,NaN,17.7881692647427,1.92865493310657e-15,6.87349534414015,wrap,10,0.60426,0,afterChannel,psd,-92,8000000,-22.9691001300806,30.7572693948232,mmse,1,OK,,6.0108705
10,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.0340340059790732,89.6551724137931,0.0416666666666667,24,26,0.0118933333333333,0.309226666666667,0.28544,3.99566286979218,27.9682232415814,27.9682232415814,NaN,17.6280563639485,1.92865493310657e-15,6.73011387330059,wrap,10,0.53712,0,afterChannel,psd,-92,8000000,-22.9691001300806,30.5971564940291,mmse,1,OK,,5.5634673
11,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.0476455320726733,72.0930232558139,0.137931034482759,29,31,0.0107136,0.3321216,0.3106944,4.01869759456878,27.9182934613861,27.9182934613861,NaN,17.5332941669112,1.92865493310657e-15,6.64607786456195,wrap,10,0.48384,0,afterChannel,psd,-92,8000000,-22.9691001300806,30.5023942969917,mmse,1,OK,,5.299612
12,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.00542631344612645,88.3720930232558,0.0833333333333333,36,38,0.0102674285714286,0.390162285714286,0.369627428571429,3.82190857740347,28.3543941153954,28.3543941153954,NaN,17.5483387555638,1.92865493310657e-15,6.63973099928679,wrap,10,0.46368,0,afterChannel,psd,-92,8000000,-22.9691001300806,30.5174388856444,mmse,1,OK,,4.5365226
