CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,OQPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,37,39,0.000223,0.008697,0.008251,2.1103827472848,33.5127754441956,33.5127754441935,0.958762988506209,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,4.8592376
2,NoH_baseline,OQPSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.000446,0.016948,0.016056,1.92984570110239,34.2895482637681,34.2895482637656,-2.14065458948227,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,6.4054417
3,NoH_baseline,OQPSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.0003345,0.012711,0.012042,2.65462575426927,31.5199339309122,31.5199339309109,3.06471169787973,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,10.6241095
4,NoH_baseline,OQPSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.000297333333333333,0.0112986666666667,0.010704,3.85459881730468,28.2804163237126,28.280416323712,12.4861420486837,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,5.1732033
5,NoH_baseline,OQPSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.00026784,0.01017792,0.00964224,1.79223890574668,34.9320819857561,34.9320819857532,1.20930225470116,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,5.2019172
6,NoH_baseline,OQPSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.000256685714285714,0.00975405714285714,0.00924068571428571,2.96207338248624,30.5680837291653,30.5680837291643,0.714119330184515,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,5.200361
7,NoH_baseline,UQPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,37,39,0.000223,0.008697,0.008251,1.40993344271504,37.0160277631169,37.0160277631122,-0.112283439120408,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,1.7436142
8,NoH_baseline,UQPSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.000446,0.016948,0.016056,1.3995149254029,37.0804493110794,37.0804493110747,0.0513519485131132,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,3.409742
9,NoH_baseline,UQPSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.0003345,0.012711,0.012042,1.39624715334293,37.1007539862279,37.1007539862231,-0.100404497241351,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.6107971
10,NoH_baseline,UQPSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.000297333333333333,0.0110013333333333,0.0104066666666667,1.4042436413274,37.0511506802476,37.0511506802428,0.135327575246246,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,27.1530399
11,NoH_baseline,UQPSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.00026784,0.00991008,0.0093744,1.4297423219369,36.8948445408348,36.8948445408302,-0.0718237700397251,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,3.8338649
12,NoH_baseline,UQPSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.000256685714285714,0.00949737142857143,0.008984,1.41377239457196,36.9924100531847,36.99241005318,-0.0810331466015911,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,14.1735045
