CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,Success,Status,ErrorMessage,Runtime_s
1,H_EQ_rawGain,QPSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.0001503882751832,97.7272727272727,0.24390243902439,41,43,10.7234833461953,19.3932823669305,19.3932823669305,-0.00312616075808881,14.0969454777835,1.92865493310657e-15,4.31208279649419,1,OK,,6.61953
2,H_EQ_rawGain,QPSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.000330854205403041,100,0.121951219512195,41,43,11.1249647945725,19.0740270937669,19.0740270937668,0.0389446255579005,13.7879859877658,1.92865493310657e-15,4.08609040253356,1,OK,,47.7827811
3,H_EQ_rawGain,QPSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,8,4.17364260909039,27.5896948502374,27.5896948502369,0.00867719079242926,14.0445438680577,1.92865493310657e-15,4.29431418912407,1,OK,,17.5653136
4,H_EQ_rawGain,QPSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.000380072186372088,100,0.146341463414634,41,43,14.5434297106234,16.7466632742811,16.746663274281,-0.00274305071255055,14.1058812345887,1.92865493310657e-15,4.31310991845517,1,OK,,166.248083
5,H_EQ_rawGain,QPSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.000666442652329749,100,0.125,40,42,7.17843213357029,22.8794080234937,22.8794080234935,0.0226593418626534,14.2599921361283,1.92865493310657e-15,4.39514921177039,1,OK,,50.504932
6,H_EQ_rawGain,QPSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.000613556892470082,100,0.121951219512195,41,43,16.4182079066614,15.6934849817531,15.6934849817531,0.0435022614479828,14.2712163191701,1.92865493310657e-15,4.4061846875635,1,OK,,329.8945051
7,H_EQ_rawGain,8PSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.000637099420321558,100,0.414634146341463,41,44,8.57952254937523,21.3307375995323,21.3307375995322,0.00129921198718151,14.5260037974489,1.92865493310657e-15,4.53317044968685,1,OK,,20.7711675
8,H_EQ_rawGain,8PSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.000252242152466368,100,0.125,40,43,14.6522190602309,16.6819319394642,16.6819319394641,0.00531038724570763,14.105884427264,1.92865493310657e-15,4.31310991845517,1,OK,,4.3653692
9,H_EQ_rawGain,8PSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.000324824652178912,97.6190476190476,0.128205128205128,39,41,10.7913002996198,19.3385244354878,19.3385244354877,0.0121536790696907,14.0972980573129,1.92865493310657e-15,4.31208279649419,1,OK,,3.915157
10,H_EQ_rawGain,8PSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.00110145739910314,100,0.125,40,42,4.76845912114322,26.4324387223211,26.4324387223207,-0.0078809621464567,14.1710504848591,1.92865493310657e-15,4.34109228202262,1,OK,,4.3886959
11,H_EQ_rawGain,8PSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.00125728046594982,100,0.125,40,42,14.0553039174667,17.0431951843371,17.0431951843371,0.0389329942829838,14.2036288939235,1.92865493310657e-15,4.34727174367576,1,OK,,4.7340589
12,H_EQ_rawGain,8PSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.000804849647236112,97.6190476190476,0.102564102564103,39,41,16.1725908483207,15.8244080112764,15.8244080112763,0.00266797775713341,14.2494841369022,1.92865493310657e-15,4.37580296263653,1,OK,,4.8844691
