CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,Success,Status,ErrorMessage,Runtime_s
1,H_EQ_rawGain,8PSK,none,none,1115,NaN,0,NaN,1,1,0,1,9.31803622386582e-05,100,0.116883116883117,77,79,0.00297333333333333,0.234893333333333,0.228946666666667,5.5998913001146,25.0364080606566,25.0364080606563,0.00550413667690483,14.2192546927439,1.92865493310657e-15,4.3754982450289,1,OK,,5.6946775
2,H_EQ_rawGain,8PSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.000122571001494768,100,0.04,75,77,0.00594666666666667,0.457893333333333,0.446,2.10874562538667,33.5195161070002,33.5195161069981,0.00783373762474202,13.7212596071304,1.92865493310657e-15,4.06631669398318,1,OK,,6.4830251
