Scenario,ModType,RSName,RSMessageLength,RSInterleavingDepth,InputBytes,CodedBytes,Runs,BER_mean,BER_median,BER_worst,Lock_mean_pct,Lock_worst_pct,FER_mean,MER_mean_dB,PassRate_pct,ZeroBERRate_pct,ErrorRuns
std8_Lutz,QPSK,"RS(255,239)_D8",239,8,1912,2040,1,0,0,0,100,100,0,36.6572712146882,100,100,0
std8_Lutz,8PSK,"RS(255,223)_D1",223,1,223,255,1,0,0,0,100,100,0,35.929534481094,100,100,0
std8_Lutz,8PSK,"RS(255,223)_D2",223,2,446,510,1,0,0,0,100,100,0,35.8651635495734,100,100,0
std8_Lutz,8PSK,"RS(255,223)_D3",223,3,669,765,1,0,0,0,100,100,0,36.4873303030681,100,100,0
std8_Lutz,8PSK,"RS(255,223)_D4",223,4,892,1020,1,0,0,0,100,100,0,35.7040940131084,100,100,0
std8_Lutz,8PSK,"RS(255,223)_D5",223,5,1115,1275,1,0,0,0,97.0588235294118,97.0588235294118,0,36.044767911287,100,100,0
std8_Lutz,8PSK,"RS(255,223)_D8",223,8,1784,2040,1,0,0,0,100,100,0,35.8609837114333,100,100,0
std8_Lutz,8PSK,"RS(255,239)_D1",239,1,239,255,1,0,0,0,97.0588235294118,97.0588235294118,0,35.8442518808109,100,100,0
std8_Lutz,8PSK,"RS(255,239)_D2",239,2,478,510,1,0,0,0,100,100,0,35.8760412966326,100,100,0
std8_Lutz,8PSK,"RS(255,239)_D3",239,3,717,765,1,0,0,0,97.0588235294118,97.0588235294118,0,36.5611233959885,100,100,0
std8_Lutz,8PSK,"RS(255,239)_D4",239,4,956,1020,1,0,0,0,97.0588235294118,97.0588235294118,0,35.8373393185197,100,100,0
std8_Lutz,8PSK,"RS(255,239)_D5",239,5,1195,1275,1,0,0,0,100,100,0,35.9447172933251,100,100,0
std8_Lutz,8PSK,"RS(255,239)_D8",239,8,1912,2040,1,0,0,0,100,100,0,35.8298806345322,100,100,0
std8_Lutz,16QAM,"RS(255,223)_D1",223,1,223,255,1,0.5,0.5,0.5,0,0,NaN,31.1215249957058,0,0,0
std8_Lutz,16QAM,"RS(255,223)_D2",223,2,446,510,1,0.5,0.5,0.5,0,0,NaN,29.075262372775,0,0,0
std8_Lutz,16QAM,"RS(255,223)_D3",223,3,669,765,1,0.5,0.5,0.5,0,0,NaN,30.4166369005574,0,0,0
std8_Lutz,16QAM,"RS(255,223)_D4",223,4,892,1020,1,0.5,0.5,0.5,0,0,NaN,30.6544186134388,0,0,0
std8_Lutz,16QAM,"RS(255,223)_D5",223,5,1115,1275,1,0.5,0.5,0.5,0,0,NaN,30.2730643177056,0,0,0
std8_Lutz,16QAM,"RS(255,223)_D8",223,8,1784,2040,1,0.5,0.5,0.5,0,0,NaN,30.2073727343473,0,0,0
std8_Lutz,16QAM,"RS(255,239)_D1",239,1,239,255,1,0.5,0.5,0.5,0,0,NaN,29.081896459573,0,0,0
std8_Lutz,16QAM,"RS(255,239)_D2",239,2,478,510,1,0.5,0.5,0.5,0,0,NaN,29.4401425813963,0,0,0
std8_Lutz,16QAM,"RS(255,239)_D3",239,3,717,765,1,0.5,0.5,0.5,0,0,NaN,31.288040516763,0,0,0
std8_Lutz,16QAM,"RS(255,239)_D4",239,4,956,1020,1,0.5,0.5,0.5,0,0,NaN,31.4520410855947,0,0,0
std8_Lutz,16QAM,"RS(255,239)_D5",239,5,1195,1275,1,0.5,0.5,0.5,0,0,NaN,30.5257808392295,0,0,0
std8_Lutz,16QAM,"RS(255,239)_D8",239,8,1912,2040,1,0.5,0.5,0.5,0,0,NaN,29.4599904200622,0,0,0
std8_Lutz,GMSK,"RS(255,223)_D1",223,1,223,255,1,0,0,0,100,100,0,28.5801523399325,100,100,0
std8_Lutz,GMSK,"RS(255,223)_D2",223,2,446,510,1,0,0,0,100,100,0,28.4134191970453,100,100,0
std8_Lutz,GMSK,"RS(255,223)_D3",223,3,669,765,1,0,0,0,100,100,0,28.5102187995567,100,100,0
std8_Lutz,GMSK,"RS(255,223)_D4",223,4,892,1020,1,0,0,0,100,100,0,28.5623066411743,100,100,0
std8_Lutz,GMSK,"RS(255,223)_D5",223,5,1115,1275,1,0,0,0,100,100,0,28.5257047397659,100,100,0
std8_Lutz,GMSK,"RS(255,223)_D8",223,8,1784,2040,1,0,0,0,100,100,0,28.5604198161548,100,100,0
std8_Lutz,GMSK,"RS(255,239)_D1",239,1,239,255,1,0,0,0,100,100,0,28.5756165208237,100,100,0
std8_Lutz,GMSK,"RS(255,239)_D2",239,2,478,510,1,0,0,0,100,100,0,28.4612801922263,100,100,0
std8_Lutz,GMSK,"RS(255,239)_D3",239,3,717,765,1,0,0,0,100,100,0,28.5612538462064,100,100,0
std8_Lutz,GMSK,"RS(255,239)_D4",239,4,956,1020,1,0,0,0,100,100,0,28.5913037603655,100,100,0
std8_Lutz,GMSK,"RS(255,239)_D5",239,5,1195,1275,1,0,0,0,100,100,0,28.5496391675459,100,100,0
std8_Lutz,GMSK,"RS(255,239)_D8",239,8,1912,2040,1,0,0,0,100,100,0,28.5339642825036,100,100,0
