CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,37,39,0.00892,0.34788,0.33004,3.72927467929246,28.5675125510216,28.5675125510216,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.7933287
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.01784,0.67792,0.64224,3.75192912257745,28.5149074888245,28.5149074888245,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.9859075
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.01338,0.50844,0.48168,3.73566567291683,28.5526399663144,28.5526399663144,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.4014916
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.0118933333333333,0.451946666666667,0.42816,3.74701944486125,28.5262810632693,28.5262810632693,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.268144
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.0107136,0.4071168,0.3856896,3.73314742449547,28.5584971830937,28.5584971830937,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.2697045
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.0102674285714286,0.390162285714286,0.369627428571429,3.74132885213808,28.5394823375484,28.5394823375484,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.0856297
7,H_EQ_rawGain_default_ChannelData,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.0140813969289306,89.7435897435898,0.151515151515152,33,35,0.00892,0.3122,0.29436,11.7923177816139,18.5680165175469,18.5680165175469,NaN,13.8751371877961,1.92865493310657e-15,4.14074205008995,wrap,10,0.35808,0,1,OK,,4.208045
8,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.0849532072528758,65.7894736842105,0.347826086956522,23,25,0.01784,0.446,0.41032,3.7947700402949,28.4162907366451,28.4162907366451,NaN,14.0925539067431,1.92865493310657e-15,4.25742617423947,wrap,10,0.71616,0,1,OK,,6.7663689
9,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.0440837749694252,77.4193548387097,0.181818181818182,22,24,0.01338,0.32112,0.29436,4.34876545346933,27.2326802992611,27.2326802992611,NaN,13.8120498744668,1.92865493310657e-15,4.11979756372699,wrap,10,0.53712,0,1,OK,,5.641258
10,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.0897027071914964,76.3157894736842,0.185185185185185,27,29,0.0118933333333333,0.344906666666667,0.32112,3.86901906676062,28.2479826008786,28.2479826008786,NaN,13.7171218457749,1.92865493310657e-15,4.06631669398318,wrap,10,0.47744,0,1,OK,,5.2535464
11,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.0461749551971326,68.4210526315789,0.208333333333333,24,26,0.0107136,0.2785536,0.2571264,3.76876128239035,28.4760274076751,28.4760274076751,NaN,13.825729780062,1.92865493310657e-15,4.11398608775212,wrap,10,0.43008,0,1,OK,,5.3439774
12,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.0097506678539626,95.6521739130435,0.1,20,22,0.0102674285714286,0.225883428571429,0.205348571428571,3.80726308239627,28.3877422468207,28.3877422468207,NaN,13.7720333805028,1.92865493310657e-15,4.0876403367562,wrap,10,0.41216,0,1,OK,,4.4941243
13,H_EQ_rawGain_std2_likely_TDL,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.0317531496903694,58.974358974359,0.333333333333333,21,23,0.00892,0.20516,0.18732,4.27882440425889,27.3735107172771,27.3735107172771,NaN,14.8827435904069,1.92865493310657e-15,4.80766490115341,wrap,10,0.35808,0,1,OK,,4.1711569
14,H_EQ_rawGain_std2_likely_TDL,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.0598699551569507,75,0.32,25,27,0.01784,0.48168,0.446,6.56858949830543,23.6505575673072,23.6505575673072,NaN,14.9519044193499,1.92865493310657e-15,4.83896334982334,wrap,10,0.71616,0,1,OK,,6.9619623
15,H_EQ_rawGain_std2_likely_TDL,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.168205032386647,52.6315789473684,0.277777777777778,18,20,0.01338,0.2676,0.24084,4.39961708836327,27.1317023959458,27.1317023959458,NaN,14.6716300078615,1.92865493310657e-15,4.69255862362686,wrap,10,0.53712,0,1,OK,,5.8719233
16,H_EQ_rawGain_std2_likely_TDL,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.0537135650224215,63.8888888888889,0.125,16,23,0.0118933333333333,0.273546666666667,0.190293333333333,4.49951642360828,26.9366831726866,26.9366831726866,NaN,14.6050838674935,1.92865493310657e-15,4.64700321262717,wrap,10,0.47744,0,1,OK,,5.5400586
17,H_EQ_rawGain_std2_likely_TDL,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.0267289833822092,63.1578947368421,0.181818181818182,22,24,0.0107136,0.2571264,0.2356992,3.69939537879385,28.637385005743,28.637385005743,NaN,14.7875335439911,1.92865493310657e-15,4.75974992122996,wrap,10,0.43008,0,1,OK,,5.2528457
18,H_EQ_rawGain_std2_likely_TDL,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.0858804541406946,57.8947368421053,0.25,20,22,0.0102674285714286,0.225883428571429,0.205348571428571,3.80971664646564,28.3821464888636,28.3821464888636,NaN,14.7665379027125,1.92865493310657e-15,4.74203847542376,wrap,10,0.41216,0,1,OK,,5.1836164
19,H_EQ_rawGain_std3_likely_CDL,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.103383611903791,69.2307692307692,0.409090909090909,22,27,0.00892,0.24084,0.19624,12.8938448821995,17.7923511763869,17.7923511763869,NaN,13.0120145250292,1.92865493310657e-15,3.46178143058829,wrap,10,0.35808,0,1,OK,,4.288046
20,H_EQ_rawGain_std3_likely_CDL,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,20,0.01784,0.3568,0,8.70931264777123,21.2003223764468,21.2003223764468,NaN,13.1803227688997,1.92865493310657e-15,3.52453341722106,wrap,10,0.71616,0,1,OK,,6.9106715
21,H_EQ_rawGain_std3_likely_CDL,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.216143497757848,50,0.545454545454545,11,19,0.01338,0.25422,0.14718,7.47477630908368,22.5280359909983,22.5280359909983,NaN,12.9973293716947,1.92865493310657e-15,3.44777685397617,wrap,10,0.53712,0,1,OK,,5.8141716
22,H_EQ_rawGain_std3_likely_CDL,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.113094170403587,52.6315789473684,0.4,15,20,0.0118933333333333,0.237866666666667,0.1784,5.32283682460902,25.4771369446572,25.4771369446572,NaN,12.9033991263112,1.92865493310657e-15,3.41316804293103,wrap,10,0.47744,0,1,OK,,5.5829801
23,H_EQ_rawGain_std3_likely_CDL,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.107372871863799,68.4210526315789,0.5,24,26,0.0107136,0.2785536,0.2571264,4.3044038544089,27.3217397676833,27.3217397676833,NaN,13.0116172074348,1.92865493310657e-15,3.45232399000065,wrap,10,0.43008,0,1,OK,,5.3390482
24,H_EQ_rawGain_std3_likely_CDL,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.098102976720519,58.3333333333333,0.5,14,21,0.0102674285714286,0.215616,0.143744,8.60415000421495,21.3058405351128,21.3058405351128,NaN,13.0452979572465,1.92865493310657e-15,3.46406155894678,wrap,10,0.41216,0,1,OK,,5.2751753
