CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,42,44,0.00892,0.39248,0.37464,8.36968074994037,21.5458221452327,21.5458221452327,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-90,8000000,-20.9691001300806,10.9691001300806,,1,OK,,3.2580212
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.01784,0.76712,0.73144,8.2896803585606,21.6292443013941,21.6292443013941,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-90,8000000,-20.9691001300806,10.9691001300806,,1,OK,,4.2265218
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.01338,0.57534,0.54858,8.51547530093219,21.3958221276948,21.3958221276948,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-90,8000000,-20.9691001300806,10.9691001300806,,1,OK,,3.6354636
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.0118933333333333,0.511413333333333,0.487626666666667,8.33708134658888,21.5797192196639,21.5797192196639,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-90,8000000,-20.9691001300806,10.9691001300806,,1,OK,,3.4430173
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.0107136,0.4606848,0.4392576,8.51024106778494,21.4011627514788,21.4011627514788,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-90,8000000,-20.9691001300806,10.9691001300806,,1,OK,,3.3741661
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.0102674285714286,0.441499428571429,0.420964571428571,8.52211304740314,21.3890541820172,21.3890541820172,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-90,8000000,-20.9691001300806,10.9691001300806,,1,OK,,3.3035513
7,H_EQ_rawGain_H_EQ_rawGain,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.0231282901150322,56.8181818181818,0.130434782608696,23,25,0.00892,0.223,0.20516,4.51959084694542,26.8980175911917,26.8980175911917,NaN,17.6015861236536,1.92865493310657e-15,6.67699950574392,wrap,10,0.40284,0,afterChannel,psd,-90,8000000,-20.9691001300806,28.5706862537342,mmse,1,OK,,4.3352185
8,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.0324939634356675,84.8484848484848,0.115384615384615,26,28,0.01784,0.49952,0.46384,7.7798930895165,22.1805274199801,22.1805274199801,NaN,17.9706368681986,1.92865493310657e-15,6.9742588342156,wrap,10,0.80568,0,afterChannel,psd,-90,8000000,-20.9691001300806,28.9397369982791,mmse,1,OK,,7.3833081
9,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.0434125560538117,62.7906976744186,0.16,25,27,0.01338,0.36126,0.3345,3.99836202553836,27.9623577182373,27.9623577182373,NaN,17.7881692647427,1.92865493310657e-15,6.87349534414015,wrap,10,0.60426,0,afterChannel,psd,-90,8000000,-20.9691001300806,28.7572693948232,mmse,1,OK,,6.0432761
10,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.0670179372197309,62.7906976744186,0.16,25,27,0.0118933333333333,0.32112,0.297333333333333,4.22622698358401,27.4809436285385,27.4809436285385,NaN,17.6280563639485,1.92865493310657e-15,6.73011387330059,wrap,10,0.53712,0,afterChannel,psd,-90,8000000,-20.9691001300806,28.5971564940291,mmse,1,OK,,5.5273833
11,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.0662059763129188,58.1395348837209,0.130434782608696,23,25,0.0107136,0.26784,0.2464128,4.27408907120535,27.3831286292606,27.3831286292606,NaN,17.5332941669112,1.92865493310657e-15,6.64607786456195,wrap,10,0.48384,0,afterChannel,psd,-90,8000000,-20.9691001300806,28.5023942969917,mmse,1,OK,,5.1953024
12,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.0213532766961084,90.6976744186046,0.135135135135135,37,39,0.0102674285714286,0.400429714285714,0.379894857142857,3.93389755193347,28.1035390866524,28.1035390866524,NaN,17.5483387555638,1.92865493310657e-15,6.63973099928679,wrap,10,0.46368,0,afterChannel,psd,-90,8000000,-20.9691001300806,28.5174388856444,mmse,1,OK,,5.208246
