CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,GMSKDetectorUsed,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0.0368024414549078,56.4102564102564,0.277777777777778,18,22,0.000446,0.009812,0.008028,3.74448534767248,28.5321572897319,28.5321572897319,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,3.7571548
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0.5,0,NaN,0,37,0.000892,0.033004,0,3.738040204649,28.5471206371891,28.5471206371891,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,6.6032649
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0.5,0,NaN,0,38,0.000669,0.025422,0,3.73153376543387,28.5622524847293,28.5622524847293,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,5.6521048
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0.5,0,NaN,0,38,0.000594666666666667,0.0225973333333333,0,3.70977840196461,28.6130406307624,28.6130406307624,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,4.7670395
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0.251764112903226,100,0.5625,32,38,0.00053568,0.02035584,0.01714176,3.74774979828978,28.5245882108034,28.5245882108034,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,4.4900848
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0.188914795894456,71.0526315789474,0.473684210526316,19,27,0.000513371428571429,0.0138610285714286,0.00975405714285714,3.72785142326388,28.5708281030912,28.5708281030912,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,4.1751327
7,NoH_baseline,GMSK,LDPC,1/2,1115,1024,0,NaN,0,0,0,0,0.02197265625,61.5384615384615,0.0454545454545455,22,24,0.000892,0.021408,0.019624,3.73990610204251,28.5427860301974,28.5427860301974,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.9988732
8,NoH_baseline,GMSK,LDPC,2/3,1115,1024,0,NaN,0,0,0,0,0.00809151785714286,58.974358974359,0.0476190476190476,21,23,0.000669,0.015387,0.014049,3.73575306241401,28.5524367771865,28.5524367771865,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.3027954
9,NoH_baseline,GMSK,LDPC,4/5,1115,1024,0,NaN,0,0,0,0,0.0109049479166667,51.2820512820513,0.0555555555555556,18,20,0.0005575,0.01115,0.010035,3.73907106268356,28.5447256162091,28.5447256162091,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.9887092
10,NoH_baseline,GMSK,LDPC,7/8,1115,7136,0,NaN,0,0,0,0,0.0318961758844046,58.974358974359,0.222222222222222,18,23,0.000509714285714286,0.0117234285714286,0.00917485714285714,3.73751054074566,28.5483514768621,28.5483514768621,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,11.3429635
