CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,16QAM,none,none,1115,NaN,0,NaN,0,0,0,0,0.5,0,NaN,0,15,2.82943356899449,30.9660099642977,30.9764205441575,0.196327195389845,0,NaN,NaN,1,OK,,4.7224505
2,NoH_baseline,16QAM,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0.5,0,NaN,0,13,3.16793308132841,29.984480018398,29.9663756847727,0.555895978893462,0,NaN,NaN,1,OK,,27.3517882
3,NoH_baseline,16QAM,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,2.99421319062165,30.4743456148336,30.4750404304199,-0.198395474006923,0,NaN,NaN,1,OK,,3.7138092
4,NoH_baseline,16QAM,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0.5,0,NaN,0,9,3.25951129719003,29.736950187866,29.7027673278939,-0.679729910774872,0,NaN,NaN,1,OK,,103.2915801
5,NoH_baseline,16QAM,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0.5,0,NaN,0,6,2.69339827060376,31.3939884613898,31.3591051829303,0.0188336822529876,0,NaN,NaN,1,OK,,21.2393081
6,NoH_baseline,16QAM,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,40,42,2.65551705492477,31.5170181000282,31.5065825047317,0.176459177643649,0,NaN,NaN,1,OK,,54.9443861
7,NoH_baseline,32QAM,none,none,1115,NaN,0,NaN,0,0,0,0,0.5,0,NaN,0,7,4.07572388573552,27.7959049082446,27.8122037580921,-1.81397259193008,0,NaN,NaN,1,OK,,4.0368014
8,NoH_baseline,32QAM,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0.5,0,NaN,0,21,3.79092878733677,28.4250874745267,28.4055873688122,1.09590379043959,0,NaN,NaN,1,OK,,27.8673052
9,NoH_baseline,32QAM,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0.5,0,NaN,0,12,3.49511566720701,29.1307689431527,29.0762279436223,-0.829614679784064,0,NaN,NaN,1,OK,,6.807819
10,NoH_baseline,32QAM,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0.5,0,NaN,0,13,3.48476809937334,29.1565223513969,29.1121723505754,-0.404227524354849,0,NaN,NaN,1,OK,,101.9627032
11,NoH_baseline,32QAM,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0.5,0,NaN,0,5,3.64837105952469,28.758019958907,28.6890300688973,-0.2775065975388,0,NaN,NaN,1,OK,,20.4661825
12,NoH_baseline,32QAM,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0.5,0,NaN,0,10,3.72132129560146,28.5860566351358,28.5846666703868,0.332668207295435,0,NaN,NaN,1,OK,,206.2033044
