CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,Success,Status,ErrorMessage,Runtime_s
1,H_EQ_rawGain,QPSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.002020671552007,97.7272727272727,0.731707317073171,41,43,26.6195140193328,11.4959975502161,11.4959975502161,0.0305824390654701,14.0969454777835,1.92865493310657e-15,4.31208279649419,1,OK,,6.4574682
2,H_EQ_rawGain,QPSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.00215191950125779,100,0.317073170731707,41,43,26.0911969255541,11.6701199463666,11.6701199463666,0.150673732174942,13.7879859877658,1.92865493310657e-15,4.08609040253356,1,OK,,47.301768
3,H_EQ_rawGain,QPSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,9,11.6564322161285,18.6686871492646,18.6686871492646,-0.00183576482520649,14.0445438680577,1.92865493310657e-15,4.29431418912407,1,OK,,17.2553182
4,H_EQ_rawGain,QPSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.00331838565022422,100,0.325,40,42,30.1155469278307,10.4241849041719,10.4241849041719,0.00982884966059149,14.1058812345887,1.92865493310657e-15,4.31310991845517,1,OK,,163.4558128
5,H_EQ_rawGain,QPSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.0172667892850406,100,0.421052631578947,38,42,18.2186584731501,14.7896721072584,14.7896721072584,0.0612038317871157,14.2599921361283,1.92865493310657e-15,4.39514921177039,1,OK,,91.9201813
6,H_EQ_rawGain,QPSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.00566284505788068,100,0.45,40,42,28.1143307191561,11.0214450141654,11.0214450141654,0.0682238460714314,14.2712163191701,1.92865493310657e-15,4.4061846875635,1,OK,,323.7022963
7,H_EQ_rawGain,8PSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.018609865470852,97.7272727272727,0.825,40,43,23.3416900394945,12.6373540470001,12.6373540470001,0.0166296449034238,14.5260037974489,1.92865493310657e-15,4.53317044968685,1,OK,,24.9030467
8,H_EQ_rawGain,8PSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.00293441704035874,100,0.325,40,42,29.6213467792558,10.5679039902312,10.5679039902312,-0.162009116831555,14.105884427264,1.92865493310657e-15,4.31310991845517,1,OK,,4.3509433
9,H_EQ_rawGain,8PSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.0056111302748074,97.6744186046512,0.41025641025641,39,42,26.2690851449643,11.6111010364082,11.6111010364081,-0.0202707992187312,14.0972980573129,1.92865493310657e-15,4.31208279649419,1,OK,,3.8361515
10,H_EQ_rawGain,8PSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.00877026560883063,97.6190476190476,0.487179487179487,39,41,13.5942860243744,17.3328719348535,17.3328719348534,-0.0181765416545365,14.1710504848591,1.92865493310657e-15,4.34109228202262,1,OK,,4.2298623
11,H_EQ_rawGain,8PSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.0147879734573283,97.6190476190476,0.567567567567568,37,41,26.0558391547417,11.6818987075493,11.6818987075493,-0.0323756777438815,14.2036288939235,1.92865493310657e-15,4.34727174367576,1,OK,,52.8943833
12,H_EQ_rawGain,8PSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.0333156380574012,97.6190476190476,0.692307692307692,39,41,29.0953805295948,10.723519168571,10.723519168571,-0.0349964722813978,14.2494841369022,1.92865493310657e-15,4.37580296263653,1,OK,,499.8409437
