CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,GMSKDetectorUsed,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0.0240414798206278,56.4102564102564,0.25,20,22,0.000446,0.009812,0.00892,3.68396429375465,28.6736917557169,28.6736917557169,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,4.1561244
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0.262556053811659,97.3684210526316,0.620689655172414,29,37,0.000892,0.033004,0.025868,3.65688372285181,28.73777697222,28.73777697222,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,7.354039
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0.275048579970105,97.3684210526316,0.633333333333333,30,37,0.000669,0.024753,0.02007,3.68602720827091,28.6688292675352,28.6688292675352,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,5.4390735
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0.242081464872945,100,0.566666666666667,30,38,0.000594666666666667,0.0225973333333333,0.01784,3.702196461744,28.6308107716978,28.6308107716978,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,5.2883288
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0.227265839131351,100,0.5,34,38,0.00053568,0.02035584,0.01821312,3.67020765990051,28.7061872544813,28.7061872544813,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,4.4841604
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0.177472071561564,73.6842105263158,0.454545454545455,22,28,0.000513371428571429,0.0143744,0.0112941714285714,3.66222725585563,28.7250941897537,28.7250941897537,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,4.330536
7,NoH_baseline,GMSK,LDPC,1/2,1115,1024,0,NaN,0,0,0,0,0.001953125,53.8461538461538,0.0526315789473684,19,21,0.000892,0.018732,0.016948,3.69224107816367,28.6541990050457,28.6541990050457,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.970681
8,NoH_baseline,GMSK,LDPC,2/3,1115,1024,0,NaN,0,0,0,0,0.5,0,NaN,0,23,0.000669,0.015387,0,3.68403247519305,28.6735310019957,28.6735310019957,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.347224
9,NoH_baseline,GMSK,LDPC,4/5,1115,1024,0,NaN,0,0,0,0,0.5,0,NaN,0,20,0.0005575,0.01115,0,3.6846247735642,28.6721346449331,28.6721346449331,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.0174469
10,NoH_baseline,GMSK,LDPC,7/8,1115,7136,0,NaN,0,0,0,0,0.5,0,NaN,0,39,0.000509714285714286,0.0198788571428571,0,3.66668898151785,28.7145185302074,28.7145185302074,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,11.6016965
11,NoH_baseline,GMSK,Turbo,1/2,1115,1784,0,NaN,0,0,0,0,0.00308295964125561,51.2820512820513,0.0555555555555556,18,20,0.000892,0.01784,0.016056,3.67861136231732,28.686321841184,28.686321841184,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,3.9475068
12,NoH_baseline,GMSK,Turbo,1/3,1115,1784,0,NaN,0,0,0,0,0.0227151398676062,58.974358974359,0.0952380952380952,21,23,0.001338,0.030774,0.028098,3.68808801203456,28.6639744709968,28.6639744709968,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,4.7010892
13,NoH_baseline,GMSK,Turbo,1/4,1115,1784,0,NaN,0,0,0,0,0.0223705666530779,61.5384615384615,0.0909090909090909,22,24,0.001784,0.042816,0.039248,3.67352182144847,28.698347520331,28.698347520331,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,5.3043915
14,NoH_baseline,GMSK,Turbo,1/6,1115,1784,0,NaN,0,0,0,0,0.0400504484304933,56.4102564102564,0.1,20,22,0.002676,0.058872,0.05352,3.68864671058704,28.6626587685459,28.6626587685459,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,6.3032415
15,NoH_baseline,GMSK,TPC,1/2_x8,1024,NaN,0,8,0,0,0,0,0.5,0,NaN,0,39,0.0008192,0.0319488,0,3.70654180543509,28.6206219436661,28.6206219436661,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,308.1370659
16,NoH_baseline,GMSK,TPC,2/3_x4,1352,NaN,0,4,0,0,0,0,0.231724605522682,100,0.666666666666667,33,39,0.0008112,0.0316368,0.0267696,3.66940466801857,28.7080878177762,28.7080878177762,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,157.7890014
