CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,BPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,42,44,0.00892,0.39248,0.37464,1.62399641971094,35.78829865093,35.7882986509264,5.90311099091983e-17,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.5546789
2,NoH_baseline,BPSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.01784,0.76712,0.73144,1.59016179943338,35.9711736767852,35.9711736767815,1.223339926102e-17,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.6277551
3,NoH_baseline,BPSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.01338,0.57534,0.54858,1.62718173614759,35.7712787802509,35.7712787802474,1.0505417581983e-16,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.6045369
4,NoH_baseline,BPSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.0118933333333333,0.511413333333333,0.487626666666667,1.60381822401678,35.8968971197906,35.896897119787,-5.14343523381188e-17,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.4334386
5,NoH_baseline,BPSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,40,43,0.0107136,0.4606848,0.428544,1.60877384754072,35.870100046151,35.8701000461474,-6.33674364291458e-17,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.8249082
6,NoH_baseline,BPSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,40,43,0.0102674285714286,0.441499428571429,0.410697142857143,1.62048934061394,35.8070764271959,35.8070764271924,1.39679298689981e-17,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.9361867
7,NoH_baseline,QPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,42,44,0.00446,0.19624,0.18732,1.51323471604189,36.4018740770005,36.4018740769964,-0.00193352109573784,0,NaN,NaN,,NaN,NaN,0,1,OK,,2.6295986
8,NoH_baseline,QPSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.00892,0.38356,0.36572,1.53439702975713,36.2812450173541,36.2812450173502,-0.00225619602756842,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.3609542
9,NoH_baseline,QPSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.00669,0.28767,0.27429,1.54927484711841,36.1974305990003,36.1974305989964,0.00963244615349008,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.571546
10,NoH_baseline,QPSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.00594666666666667,0.255706666666667,0.243813333333333,1.5035746512562,36.4575000932207,36.4575000932165,-0.00271837075450193,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.458717
