CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,GMSKDetectorUsed,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,BPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,98.3050847457627,0,56,58,0.000446,0.025868,0.024976,1.60667503680104,35.8814390794871,35.8814390794834,-1.13678179673313e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,2.9704061
2,NoH_baseline,BPSK,LDPC,1/2,1115,1024,0,NaN,0,0,0,0,0,98.3050847457627,0,56,58,0.000892,0.051736,0.049952,1.64202553891686,35.692401849028,35.6924018490246,-2.19261883176054e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,1.5207784
3,NoH_baseline,BPSK,LDPC,2/3,1115,1024,0,NaN,0,0,0,0,0,98.3050847457627,0,56,58,0.000669,0.038802,0.037464,1.61535205211474,35.8346562452511,35.8346562452475,-1.17783422557786e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,1.0060992
4,NoH_baseline,BPSK,LDPC,4/5,1115,1024,0,NaN,0,0,0,0,0,98.3050847457627,0,56,58,0.0005575,0.032335,0.03122,1.59308880770696,35.9552002702667,35.955200270263,-1.01968694727539e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,0.7390344
5,NoH_baseline,BPSK,LDPC,7/8,1115,7136,0,NaN,0,0,0,0,0,98.3050847457627,0,56,58,0.000509714285714286,0.0295634285714286,0.028544,1.61981904781876,35.8106699674576,35.8106699674541,-8.4958319584995e-16,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,5.4942373
6,NoH_baseline,BPSK,Turbo,1/2,1115,1784,0,NaN,0,0,0,0,0,100,0,56,59,0.000892,0.052628,0.049952,1.644624400328,35.678665413129,35.6786654131255,2.04534277549938e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,2.0940475
7,NoH_baseline,BPSK,Turbo,1/3,1115,1784,0,NaN,0,0,0,0,0,100,0,57,59,0.001338,0.078942,0.076266,1.6052092609645,35.88936686695,35.8893668669464,5.77892458698076e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,2.2950312
8,NoH_baseline,BPSK,Turbo,1/4,1115,1784,0,NaN,0,0,0,0,0,100,0,57,59,0.001784,0.105256,0.101688,1.6254040324841,35.7807733427105,35.780773342707,3.72877302651629e-16,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,2.454593
9,NoH_baseline,BPSK,Turbo,1/6,1115,1784,0,NaN,0,0,0,0,0,100,0,57,59,0.002676,0.157884,0.152532,1.65868438807126,35.6047248600894,35.604724860086,-9.65181147264129e-16,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,2.8640189
10,NoH_baseline,BPSK,TPC,1/2_x8,1024,NaN,0,8,0,0,0,0,0,100,0,57,59,0.0008192,0.0483328,0.0466944,1.6467832753107,35.6672710467185,35.667271046715,1.27805154959438e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,122.3219975
11,NoH_baseline,BPSK,TPC,2/3_x4,1352,NaN,0,4,0,0,0,0,0,100,0,57,59,0.0008112,0.0478608,0.0462384,1.62170380639745,35.800569278621,35.8005692786174,-3.21458854855202e-16,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,62.1137224
12,NoH_baseline,QPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,56,59,0.000223,0.013157,0.012488,1.52156652783336,36.3541810824912,36.3541810824871,0.178704994985769,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,1.8496977
13,NoH_baseline,QPSK,LDPC,1/2,1115,1024,0,NaN,0,0,0,0,0,100,0,56,59,0.000446,0.026314,0.024976,1.5263609015834,36.3268553428946,36.3268553428906,0.0512022585885372,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,1.0356881
14,NoH_baseline,QPSK,LDPC,2/3,1115,1024,0,NaN,0,0,0,0,0,100,0,56,59,0.0003345,0.0197355,0.018732,1.53136439583351,36.298429089112,36.298429089108,0.156387674243891,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,0.7473646
15,NoH_baseline,QPSK,LDPC,4/5,1115,1024,0,NaN,0,0,0,0,0,100,0,56,59,0.00027875,0.01644625,0.01561,1.51759487778357,36.3768829591258,36.3768829591218,-0.108850876759737,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,0.6065673
16,NoH_baseline,QPSK,LDPC,7/8,1115,7136,0,NaN,0,0,0,0,0,100,0,56,59,0.000254857142857143,0.0150365714285714,0.014272,1.53591092984731,36.2726793813691,36.2726793813651,-0.00704205864940383,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,4.8419974
17,NoH_baseline,QPSK,Turbo,1/2,1115,1784,0,NaN,0,0,0,0,0,100,0,57,59,0.000446,0.026314,0.025422,1.51386172903185,36.3982758000317,36.3982758000276,-0.0428110995264427,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,2.14226
18,NoH_baseline,QPSK,Turbo,1/3,1115,1784,0,NaN,0,0,0,0,0,100,0,57,59,0.000669,0.039471,0.038133,1.53754662121218,36.263434135074,36.26343413507,-0.164182955417137,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,2.4581105
19,NoH_baseline,QPSK,Turbo,1/4,1115,1784,0,NaN,0,0,0,0,0,100,0,57,59,0.000892,0.052628,0.050844,1.531596206404,36.2971143604572,36.2971143604533,-0.0294110331164155,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,2.6318126
