CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,BPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,47,49,0.000446,0.021854,0.020962,1.6176594123429,35.822258219497,35.8222582194934,-5.12163665605249e-16,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.604827
2,NoH_baseline,BPSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,46,48,0.000892,0.042816,0.041032,1.61254191595028,35.8497797524049,35.8497797524013,-1.3032181479518e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,3.0306705
3,NoH_baseline,BPSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,46,48,0.000669,0.032112,0.030774,1.61316811257902,35.8464074251782,35.8464074251747,-1.65861916594484e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,3.0114886
4,NoH_baseline,BPSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,45,47,0.000594666666666667,0.0279493333333333,0.02676,1.65533963217552,35.6222577387069,35.6222577387035,-3.47828585015156e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.9021873
5,NoH_baseline,QPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,47,49,0.000223,0.010927,0.010481,1.52678836407968,36.3244231708857,36.3244231708817,-0.0395525184409998,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,1.9897715
6,NoH_baseline,QPSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,46,48,0.000446,0.021408,0.020516,1.53161952418026,36.2969821231948,36.2969821231909,0.0576772362212897,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.759174
7,NoH_baseline,QPSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,46,48,0.0003345,0.016056,0.015387,1.52215957960751,36.3507962954615,36.3507962954575,-0.0373912328599666,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.999256
8,NoH_baseline,QPSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,46,48,0.000297333333333333,0.014272,0.0136773333333333,1.52489884005546,36.3351793186443,36.3351793186402,-0.0860156200604305,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.8575637
9,NoH_baseline,8PSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,46,49,0.000148666666666667,0.00728466666666667,0.00683866666666667,1.52400671132802,36.3402624094518,36.3402624094477,-0.0376795956498978,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.0512451
10,NoH_baseline,8PSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,45,47,0.000297333333333333,0.0139746666666667,0.01338,1.53783906763839,36.2617822073824,36.2617822073785,-0.103126988776523,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.859052
11,NoH_baseline,8PSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,45,47,0.000223,0.010481,0.010035,1.52382690673868,36.3412872441488,36.3412872441447,0.0126670905660512,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,3.134736
12,NoH_baseline,8PSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,45,47,0.000198222222222222,0.00931644444444444,0.00892,1.52574207894887,36.3303775210236,36.3303775210195,0.176613335253272,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,3.0808848
13,NoH_baseline,16QAM,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,46,49,0.0001115,0.0054635,0.005129,2.82777326789318,30.9711083080429,30.9557941735618,9.69174564262726,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,1.4864598
14,NoH_baseline,16QAM,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,46,48,0.000223,0.010704,0.010258,3.30809479412944,29.6084410828887,29.6623056143433,-2.0925441436653,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.1759538
15,NoH_baseline,16QAM,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,46,48,0.00016725,0.008028,0.0076935,3.33709858894427,29.5326192531672,29.4653939988401,2.05812446949267,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.5225294
16,NoH_baseline,16QAM,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,45,47,0.000148666666666667,0.00698733333333333,0.00669,2.89870249286147,30.7559271198669,30.7663376997267,-1.13815676726713,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.4499847
17,NoH_baseline,32QAM,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,46,49,8.92e-05,0.0043708,0.0041032,4.32843956364263,27.2733728398646,27.2566638298883,-11.8909092512631,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,1.3707096
18,NoH_baseline,32QAM,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,45,47,0.0001784,0.0083848,0.008028,4.44076781262702,27.0508386699692,27.0309895511299,-43.3512278151921,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.154342
19,NoH_baseline,32QAM,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,45,47,0.0001338,0.0062886,0.006021,3.46205445906922,29.2133220967039,29.2119321319548,29.3425145362973,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.4979142
20,NoH_baseline,32QAM,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,45,48,0.000118933333333333,0.0057088,0.005352,3.60655430647876,28.8581504788142,28.8879276228477,8.01409441332893,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.3975716
21,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,47,49,0.000446,0.021854,0.020962,3.7403863184045,28.5416708047239,28.5416708047239,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.2162922
22,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,46,48,0.000892,0.042816,0.041032,3.73227341377217,28.5605309762004,28.5605309762004,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,3.6195282
23,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,46,48,0.000669,0.032112,0.030774,3.7503355172537,28.5185975426526,28.5185975426526,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.899879
24,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,46,48,0.000594666666666667,0.028544,0.0273546666666667,3.73736346366813,28.5486932873764,28.5486932873764,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,2.7317149
25,H_EQ_rawGain_std8_likely_Lutz,BPSK,none,none,1115,NaN,0,NaN,1,1,0,0,0,100,0,47,49,0.000446,0.021854,0.020962,1.74199358756929,35.1790689600274,35.1790689600243,-0.0772734136712333,19.7177015842574,1.92865493310657e-15,9.58004620651747,wrap,10,0.02238,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,2.7371768
26,H_EQ_rawGain_std8_likely_Lutz,BPSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,0,0,100,0,46,48,0.000892,0.042816,0.041032,1.74757764379268,35.1512703943737,35.1512703943707,-0.108269383813987,18.0983425946644,1.92865493310657e-15,7.63101384587578,wrap,10,0.04476,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,4.7954896
27,H_EQ_rawGain_std8_likely_Lutz,BPSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,0,0,100,0,46,48,0.000669,0.032112,0.030774,2.0471740199635,33.7769047715897,33.7769047715875,-0.0454994919778541,18.7089249304208,1.92865493310657e-15,8.20503304437059,wrap,10,0.03357,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,4.418298
28,H_EQ_rawGain_std8_likely_Lutz,BPSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,0,0,100,0,46,48,0.000594666666666667,0.028544,0.0273546666666667,5.82875119951989,24.688489643248,24.6884896432478,-0.0506670132180611,19.1083568391309,1.92865493310657e-15,8.73990543059556,wrap,10,0.02984,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,4.0867605
29,H_EQ_rawGain_std8_likely_Lutz,QPSK,none,none,1115,NaN,0,NaN,1,1,0,0,0,100,0,47,49,0.000223,0.010927,0.010481,1.76076335571197,35.0859801744017,35.0859801743987,-0.0434173921777852,19.888785685908,1.92865493310657e-15,9.7790313074878,wrap,10,0.01119,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,2.1193039
30,H_EQ_rawGain_std8_likely_Lutz,QPSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,0,0,100,0,46,48,0.000446,0.021408,0.020516,1.67568542007258,35.5161501812961,35.5161501812928,-0.114102409288221,19.7177036695782,1.92865493310657e-15,9.58004620651747,wrap,10,0.02238,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,3.2595846
31,H_EQ_rawGain_std8_likely_Lutz,QPSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,0,0,100,0,46,48,0.0003345,0.016056,0.015387,1.48180347809213,36.5841878035104,36.5841878035061,-0.20234555141618,20.0530216653293,1.92865493310657e-15,9.97639184199472,wrap,10,0.016785,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,3.4564857
32,H_EQ_rawGain_std8_likely_Lutz,QPSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,0,0,100,0,46,48,0.000297333333333333,0.014272,0.0136773333333333,1.42114611932457,36.9472253302063,36.9472253302017,0.0494856182826269,19.9288906565912,1.92865493310657e-15,9.83174042777447,wrap,10,0.01492,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,3.3462657
33,H_EQ_rawGain_std8_likely_Lutz,8PSK,none,none,1115,NaN,0,NaN,1,1,0,0,0,100,0,46,49,0.000148666666666667,0.00728466666666667,0.00683866666666667,1.52601988269488,36.3287961573944,36.3287961573904,0.0060717971401942,20.5028645883436,1.92865493310657e-15,10.5712922953483,wrap,10,0.00746,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,2.2964836
