CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,Success,Status,ErrorMessage,Runtime_s
1,H_EQ_rawGain,QPSK,none,none,1115,NaN,0,NaN,1,1,0,1,9.07537903053598e-05,100,0.19047619047619,42,44,8.2561942953412,21.6644019044495,21.6644019044494,-0.00392211054034886,14.0969454777835,1.92865493310657e-15,4.31208279649419,1,OK,,6.5713153
2,H_EQ_rawGain,QPSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.000224215246636771,100,0.0731707317073171,41,43,8.6446668709512,21.2650347589526,21.2650347589525,0.0133454167341374,13.7879859877658,1.92865493310657e-15,4.08609040253356,1,OK,,48.0784903
3,H_EQ_rawGain,QPSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,8,3.26838609980583,29.7133329038051,29.7133329038042,0.00383049808236113,14.0445438680577,1.92865493310657e-15,4.29431418912407,1,OK,,17.5895154
4,H_EQ_rawGain,QPSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.000153122607459258,100,0.0731707317073171,41,43,11.6657170404992,18.6617712374277,18.6617712374276,-0.0324587426662823,14.1058812345887,1.92865493310657e-15,4.31310991845517,1,OK,,166.2547005
5,H_EQ_rawGain,QPSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.000282818100358423,100,0.1,40,42,5.53160112322361,25.1429828772143,25.1429828772141,0.0186390742843437,14.2599921361283,1.92865493310657e-15,4.39514921177039,1,OK,,50.8235048
6,H_EQ_rawGain,QPSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.000364536954585931,100,0.075,40,43,14.3266721995965,16.8770935168123,16.8770935168123,0.0399607594497798,14.2712163191701,1.92865493310657e-15,4.4061846875635,1,OK,,328.7000408
7,H_EQ_rawGain,8PSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.000355463195887564,100,0.317073170731707,41,44,6.64373462138467,23.5517544683323,23.5517544683321,0.00267116864406446,14.5260037974489,1.92865493310657e-15,4.53317044968685,1,OK,,20.703475
8,H_EQ_rawGain,8PSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.000126121076233184,100,0.05,40,42,11.9110443853774,18.4810031399149,18.4810031399149,0.0152066090049589,14.105884427264,1.92865493310657e-15,4.31310991845517,1,OK,,4.4239038
9,H_EQ_rawGain,8PSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.0126765695067265,100,0.075,40,42,8.3357713087787,21.581084174312,21.5810841743119,0.00263090315164093,14.0972980573129,1.92865493310657e-15,4.31208279649419,1,OK,,17.4163213
10,H_EQ_rawGain,8PSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.000493273542600897,100,0.075,40,42,3.74041651103011,28.541600691978,28.5416006919773,-0.00553012462355968,14.1710504848591,1.92865493310657e-15,4.34109228202262,1,OK,,4.3746458
11,H_EQ_rawGain,8PSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.00071964605734767,100,0.1,40,42,11.7303741476284,18.6137627113824,18.6137627113824,0.0576751221037085,14.2036288939235,1.92865493310657e-15,4.34727174367576,1,OK,,4.6390345
12,H_EQ_rawGain,8PSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.000520369545859305,100,0.075,40,43,13.7432542656758,17.2382083698618,17.2382083698617,-0.00858594101067026,14.2494841369022,1.92865493310657e-15,4.37580296263653,1,OK,,4.8979978
