CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,GMSKDetectorUsed,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,37,39,0.000446,0.017394,0.016502,3.72927467929246,28.5675125510216,28.5675125510216,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,2.0993836
2,NoH_baseline,GMSK,LDPC,1/2,1115,1024,0,NaN,0,0,0,0,0,100,0,37,39,0.000892,0.034788,0.033004,3.74753448319836,28.5250872454102,28.5250872454102,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.1262597
3,NoH_baseline,GMSK,LDPC,2/3,1115,1024,0,NaN,0,0,0,0,0,100,0,37,39,0.000669,0.026091,0.024753,3.73411282892432,28.5562512733257,28.5562512733257,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.6902507
4,NoH_baseline,GMSK,LDPC,4/5,1115,1024,0,NaN,0,0,0,0,0,100,0,37,39,0.0005575,0.0217425,0.0206275,3.7328754177459,28.5591300824723,28.5591300824723,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.5931668
5,NoH_baseline,GMSK,LDPC,7/8,1115,7136,0,NaN,0,0,0,0,0,100,0,37,39,0.000509714285714286,0.0198788571428571,0.0188594285714286,3.72803914357945,28.5703907259785,28.5703907259785,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,3.2337371
6,NoH_baseline,GMSK,Turbo,1/2,1115,1784,0,NaN,0,0,0,0,0,100,0,37,39,0.000892,0.034788,0.033004,3.73349007427516,28.5576999786831,28.5576999786831,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.8631523
7,NoH_baseline,GMSK,Turbo,1/3,1115,1784,0,NaN,0,0,0,0,0,100,0,37,39,0.001338,0.052182,0.049506,3.71055755849616,28.6112165441699,28.6112165441699,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.9743268
8,NoH_baseline,GMSK,Turbo,1/4,1115,1784,0,NaN,0,0,0,0,0,100,0,37,39,0.001784,0.069576,0.066008,3.7471933529406,28.5258779398391,28.5258779398391,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,2.2047891
9,NoH_baseline,GMSK,Turbo,1/6,1115,1784,0,NaN,0,0,0,0,0,100,0,37,39,0.002676,0.104364,0.099012,3.73048323014463,28.564698159578,28.564698159578,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,2.540886
10,H_EQ_rawGain_std5_likely_Jakes,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,37,39,0.000446,0.017394,0.016502,3.75569984072567,28.5061824853365,28.5061824853365,NaN,-65.3049095405636,1.92865493310657e-15,0.000536944010835308,error,2,0.017904,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.2955849
