高度                               纬度                        经度
1150.525491                   9.052                      -77.398
1150.530364                   9.094                      -77.365
1150.535259                   9.136                      -77.333
1150.540175                   9.178                      -77.301
1150.545112                   9.220                      -77.268
1150.550071                   9.263                      -77.236
1150.555051                   9.305                      -77.203
1150.560053                   9.347                      -77.171
1150.565076                   9.389                      -77.138
1150.570120                   9.431                      -77.106
1150.575186                   9.474                      -77.073
1150.580272                   9.516                      -77.041
1150.585381                   9.558                      -77.008
1150.590510                   9.600                      -76.976
1150.595661                   9.642                      -76.943
1150.600833                   9.684                      -76.911
1150.606026                   9.727                      -76.878
1150.611241                   9.769                      -76.846
1150.616477                   9.811                      -76.813
1150.621733                   9.853                      -76.781
1150.627011                   9.895                      -76.748
1150.632310                   9.937                      -76.715
1150.637631                   9.979                      -76.683
1150.642972                   10.022                     -76.650
1150.648334                   10.064                     -76.618
1150.653717                   10.106                     -76.585
1150.659122                   10.148                     -76.552
1150.664547                   10.190                     -76.520
1150.669994                   10.232                     -76.487
1150.675461                   10.274                     -76.454
1150.680949                   10.316                     -76.422
1150.686458                   10.358                     -76.389
1150.691988                   10.401                     -76.356
1150.697539                   10.443                     -76.324
1150.703111                   10.485                     -76.291
1150.708704                   10.527                     -76.258
1150.714317                   10.569                     -76.226
1150.719952                   10.611                     -76.193
1150.725607                   10.653                     -76.160
1150.731282                   10.695                     -76.127
1150.736979                   10.737                     -76.094
1150.742696                   10.779                     -76.062
1150.748434                   10.821                     -76.029
1150.754192                   10.863                     -75.996
1150.759972                   10.905                     -75.963
1150.765771                   10.947                     -75.930
1150.771592                   10.989                     -75.898
1150.777433                   11.031                     -75.865
1150.783294                   11.073                     -75.832
1150.789177                   11.115                     -75.799
1150.795079                   11.157                     -75.766
1150.801002                   11.199                     -75.733
1150.806946                   11.241                     -75.700
1150.812910                   11.283                     -75.668
1150.818894                   11.325                     -75.635
1150.824899                   11.367                     -75.602
1150.830924                   11.409                     -75.569
1150.836970                   11.451                     -75.536
1150.843036                   11.493                     -75.503
1150.849122                   11.535                     -75.470
1150.855228                   11.577                     -75.437
1150.861355                   11.619                     -75.404
1150.867502                   11.661                     -75.371
1150.873669                   11.703                     -75.338
1150.879857                   11.745                     -75.305
1150.886064                   11.787                     -75.272
1150.892292                   11.829                     -75.239
1150.898540                   11.871                     -75.206
1150.904808                   11.913                     -75.173
1150.911096                   11.955                     -75.139
1150.917404                   11.997                     -75.106
1150.923732                   12.039                     -75.073
1150.930080                   12.080                     -75.040
1150.936448                   12.122                     -75.007
1150.942836                   12.164                     -74.974
1150.949244                   12.206                     -74.941
1150.955672                   12.248                     -74.908
1150.962119                   12.290                     -74.874
1150.968587                   12.332                     -74.841
1150.975075                   12.374                     -74.808
1150.981582                   12.415                     -74.775
1150.988109                   12.457                     -74.742
1150.994656                   12.499                     -74.708
1151.001222                   12.541                     -74.675
1151.007808                   12.583                     -74.642
1151.014414                   12.625                     -74.609
1151.021040                   12.667                     -74.575
1151.027685                   12.708                     -74.542
1151.034350                   12.750                     -74.509
1151.041034                   12.792                     -74.475
1151.047738                   12.834                     -74.442
1151.054462                   12.876                     -74.409
1151.061205                   12.917                     -74.375
1151.067968                   12.959                     -74.342
1151.074750                   13.001                     -74.309
1151.081551                   13.043                     -74.275
1151.088372                   13.085                     -74.242
1151.095212                   13.126                     -74.208
1151.102072                   13.168                     -74.175
1151.108951                   13.210                     -74.141
1151.115849                   13.252                     -74.108
1151.122766                   13.293                     -74.074
1151.129703                   13.335                     -74.041
1151.136659                   13.377                     -74.007
1151.143634                   13.419                     -73.974
1151.150629                   13.460                     -73.940
1151.157642                   13.502                     -73.907
1151.164675                   13.544                     -73.873
1151.171727                   13.585                     -73.840
