高度                               纬度                        经度
1157.374946                   -36.063                    42.710
1157.362911                   -36.029                    42.760
1157.350871                   -35.995                    42.810
1157.338827                   -35.961                    42.860
1157.326780                   -35.927                    42.909
1157.314729                   -35.893                    42.959
1157.302674                   -35.859                    43.009
1157.290615                   -35.825                    43.058
1157.278552                   -35.790                    43.108
1157.266486                   -35.756                    43.158
1157.254416                   -35.722                    43.207
1157.242343                   -35.688                    43.256
1157.230266                   -35.654                    43.306
1157.218186                   -35.619                    43.355
1157.206102                   -35.585                    43.405
1157.194015                   -35.551                    43.454
1157.181925                   -35.517                    43.503
1157.169831                   -35.482                    43.552
1157.157734                   -35.448                    43.601
1157.145634                   -35.413                    43.650
1157.133531                   -35.379                    43.699
1157.121424                   -35.345                    43.748
1157.109315                   -35.310                    43.797
1157.097202                   -35.276                    43.846
1157.085087                   -35.241                    43.895
1157.072969                   -35.206                    43.944
1157.060847                   -35.172                    43.993
1157.048723                   -35.137                    44.041
1157.036597                   -35.103                    44.090
1157.024467                   -35.068                    44.139
1157.012335                   -35.033                    44.187
1157.000200                   -34.999                    44.236
1156.988062                   -34.964                    44.284
1156.975922                   -34.929                    44.333
1156.963780                   -34.895                    44.381
1156.951635                   -34.860                    44.429
1156.939487                   -34.825                    44.478
1156.927337                   -34.790                    44.526
1156.915185                   -34.755                    44.574
1156.903031                   -34.720                    44.622
1156.890874                   -34.686                    44.671
1156.878715                   -34.651                    44.719
1156.866554                   -34.616                    44.767
1156.854391                   -34.581                    44.815
1156.842226                   -34.546                    44.863
1156.830058                   -34.511                    44.911
1156.817889                   -34.476                    44.958
1156.805718                   -34.441                    45.006
1156.793545                   -34.406                    45.054
1156.781370                   -34.371                    45.102
1156.769194                   -34.336                    45.149
1156.757015                   -34.300                    45.197
1156.744835                   -34.265                    45.245
1156.732654                   -34.230                    45.292
1156.720470                   -34.195                    45.340
1156.708286                   -34.160                    45.387
1156.696099                   -34.124                    45.435
1156.683911                   -34.089                    45.482
1156.671722                   -34.054                    45.530
1156.659531                   -34.019                    45.577
1156.647340                   -33.983                    45.624
1156.635146                   -33.948                    45.671
1156.622952                   -33.912                    45.719
1156.610756                   -33.877                    45.766
1156.598559                   -33.842                    45.813
1156.586361                   -33.806                    45.860
1156.574162                   -33.771                    45.907
1156.561962                   -33.735                    45.954
1156.549762                   -33.700                    46.001
1156.537560                   -33.664                    46.048
1156.525357                   -33.629                    46.095
