高度                               纬度                        经度
1153.872532                   -25.267                    -47.081
1153.883800                   -25.306                    -47.042
1153.895076                   -25.345                    -47.003
1153.906362                   -25.384                    -46.964
1153.917656                   -25.424                    -46.925
1153.928960                   -25.463                    -46.885
1153.940272                   -25.502                    -46.846
1153.951593                   -25.541                    -46.807
1153.962923                   -25.580                    -46.767
1153.974262                   -25.619                    -46.728
1153.985610                   -25.659                    -46.689
1153.996966                   -25.698                    -46.649
1154.008330                   -25.737                    -46.610
1154.019704                   -25.776                    -46.570
1154.031086                   -25.815                    -46.531
1154.042476                   -25.854                    -46.491
1154.053875                   -25.893                    -46.452
1154.065282                   -25.932                    -46.412
1154.076698                   -25.971                    -46.372
1154.088122                   -26.010                    -46.333
1154.099554                   -26.049                    -46.293
1154.110995                   -26.088                    -46.253
1154.122444                   -26.127                    -46.213
1154.133901                   -26.166                    -46.174
1154.145366                   -26.205                    -46.134
1154.156839                   -26.244                    -46.094
1154.168320                   -26.283                    -46.054
1154.179809                   -26.322                    -46.014
1154.191306                   -26.361                    -45.974
1154.202811                   -26.400                    -45.934
1154.214324                   -26.439                    -45.894
1154.225845                   -26.478                    -45.854
1154.237373                   -26.516                    -45.814
1154.248909                   -26.555                    -45.774
1154.260453                   -26.594                    -45.734
1154.272005                   -26.633                    -45.694
1154.283564                   -26.672                    -45.654
1154.295131                   -26.711                    -45.614
1154.306705                   -26.749                    -45.574
1154.318286                   -26.788                    -45.533
1154.329876                   -26.827                    -45.493
1154.341472                   -26.866                    -45.453
1154.353076                   -26.904                    -45.412
1154.364687                   -26.943                    -45.372
1154.376305                   -26.982                    -45.332
1154.387931                   -27.020                    -45.291
1154.399564                   -27.059                    -45.251
1154.411204                   -27.098                    -45.210
1154.422851                   -27.136                    -45.170
1154.434505                   -27.175                    -45.129
1154.446166                   -27.213                    -45.089
1154.457834                   -27.252                    -45.048
1154.469508                   -27.291                    -45.007
1154.481190                   -27.329                    -44.967
1154.492879                   -27.368                    -44.926
1154.504574                   -27.406                    -44.885
1154.516276                   -27.445                    -44.844
1154.527985                   -27.483                    -44.804
1154.539700                   -27.522                    -44.763
1154.551422                   -27.560                    -44.722
1154.563151                   -27.599                    -44.681
1154.574886                   -27.637                    -44.640
1154.586627                   -27.675                    -44.599
1154.598375                   -27.714                    -44.558
1154.610129                   -27.752                    -44.517
1154.621890                   -27.791                    -44.476
1154.633657                   -27.829                    -44.435
1154.645430                   -27.867                    -44.394
1154.657209                   -27.906                    -44.353
1154.668995                   -27.944                    -44.312
1154.680787                   -27.982                    -44.270
1154.692584                   -28.021                    -44.229
1154.704388                   -28.059                    -44.188
1154.716198                   -28.097                    -44.147
1154.728013                   -28.135                    -44.105
1154.739835                   -28.174                    -44.064
1154.751662                   -28.212                    -44.022
1154.763495                   -28.250                    -43.981
1154.775334                   -28.288                    -43.939
1154.787179                   -28.326                    -43.898
1154.799029                   -28.364                    -43.856
1154.810885                   -28.403                    -43.815
1154.822747                   -28.441                    -43.773
1154.834614                   -28.479                    -43.732
1154.846487                   -28.517                    -43.690
1154.858365                   -28.555                    -43.648
1154.870248                   -28.593                    -43.607
1154.882137                   -28.631                    -43.565
1154.894031                   -28.669                    -43.523
1154.905930                   -28.707                    -43.481
1154.917835                   -28.745                    -43.439
1154.929745                   -28.783                    -43.397
1154.941660                   -28.821                    -43.355
1154.953580                   -28.859                    -43.314
1154.965505                   -28.897                    -43.272
1154.977435                   -28.935                    -43.229
1154.989370                   -28.973                    -43.187
1155.001310                   -29.010                    -43.145
1155.013254                   -29.048                    -43.103
1155.025204                   -29.086                    -43.061
1155.037158                   -29.124                    -43.019
1155.049118                   -29.162                    -42.977
1155.061081                   -29.200                    -42.934
1155.073050                   -29.237                    -42.892
1155.085023                   -29.275                    -42.850
1155.097000                   -29.313                    -42.807
1155.108983                   -29.351                    -42.765
1155.120969                   -29.388                    -42.723
1155.132960                   -29.426                    -42.680
1155.144956                   -29.464                    -42.638
1155.156955                   -29.501                    -42.595
1155.168959                   -29.539                    -42.552
1155.180967                   -29.577                    -42.510
1155.192980                   -29.614                    -42.467
1155.204996                   -29.652                    -42.424
1155.217017                   -29.689                    -42.382
1155.229042                   -29.727                    -42.339
1155.241071                   -29.765                    -42.296
1155.253103                   -29.802                    -42.253
1155.265140                   -29.840                    -42.211
1155.277180                   -29.877                    -42.168
1155.289225                   -29.915                    -42.125
1155.301273                   -29.952                    -42.082
1155.313325                   -29.990                    -42.039
1155.325380                   -30.027                    -41.996
1155.337440                   -30.064                    -41.953
1155.349503                   -30.102                    -41.910
1155.361569                   -30.139                    -41.867
1155.373639                   -30.176                    -41.823
1155.385712                   -30.214                    -41.780
1155.397789                   -30.251                    -41.737
1155.409869                   -30.288                    -41.694
1155.421953                   -30.326                    -41.650
1155.434040                   -30.363                    -41.607
1155.446130                   -30.400                    -41.564
1155.458223                   -30.438                    -41.520
1155.470319                   -30.475                    -41.477
1155.482419                   -30.512                    -41.433
1155.494522                   -30.549                    -41.390
1155.506627                   -30.586                    -41.346
1155.518736                   -30.623                    -41.303
1155.530847                   -30.661                    -41.259
1155.542962                   -30.698                    -41.215
1155.555079                   -30.735                    -41.171
1155.567199                   -30.772                    -41.128
1155.579322                   -30.809                    -41.084
1155.591447                   -30.846                    -41.040
1155.603576                   -30.883                    -40.996
1155.615706                   -30.920                    -40.952
1155.627840                   -30.957                    -40.908
1155.639976                   -30.994                    -40.864
1155.652114                   -31.031                    -40.820
1155.664255                   -31.068                    -40.776
1155.676398                   -31.105                    -40.732
1155.688543                   -31.142                    -40.688
1155.700691                   -31.179                    -40.644
1155.712841                   -31.215                    -40.600
1155.724993                   -31.252                    -40.556
1155.737148                   -31.289                    -40.511
1155.749304                   -31.326                    -40.467
1155.761463                   -31.363                    -40.423
1155.773623                   -31.399                    -40.378
1155.785786                   -31.436                    -40.334
1155.797950                   -31.473                    -40.289
1155.810117                   -31.510                    -40.245
1155.822285                   -31.546                    -40.200
1155.834455                   -31.583                    -40.156
1155.846627                   -31.620                    -40.111
1155.858800                   -31.656                    -40.067
1155.870975                   -31.693                    -40.022
1155.883152                   -31.730                    -39.977
1155.895330                   -31.766                    -39.932
1155.907510                   -31.803                    -39.888
1155.919691                   -31.839                    -39.843
1155.931874                   -31.876                    -39.798
1155.944058                   -31.912                    -39.753
1155.956243                   -31.949                    -39.708
1155.968430                   -31.985                    -39.663
1155.980618                   -32.022                    -39.618
1155.992807                   -32.058                    -39.573
1156.004997                   -32.094                    -39.528
1156.017189                   -32.131                    -39.483
1156.029381                   -32.167                    -39.438
1156.041575                   -32.204                    -39.392
1156.053769                   -32.240                    -39.347
1156.065965                   -32.276                    -39.302
1156.078161                   -32.313                    -39.256
1156.090358                   -32.349                    -39.211
1156.102556                   -32.385                    -39.166
1156.114754                   -32.421                    -39.120
1156.126954                   -32.457                    -39.075
1156.139154                   -32.494                    -39.029
1156.151354                   -32.530                    -38.984
1156.163555                   -32.566                    -38.938
1156.175757                   -32.602                    -38.892
1156.187959                   -32.638                    -38.847
1156.200162                   -32.674                    -38.801
1156.212365                   -32.710                    -38.755
1156.224568                   -32.746                    -38.709
1156.236771                   -32.783                    -38.663
1156.248975                   -32.819                    -38.617
1156.261179                   -32.855                    -38.572
1156.273383                   -32.891                    -38.526
1156.285587                   -32.926                    -38.480
1156.297792                   -32.962                    -38.433
1156.309996                   -32.998                    -38.387
1156.322200                   -33.034                    -38.341
1156.334404                   -33.070                    -38.295
1156.346608                   -33.106                    -38.249
1156.358812                   -33.142                    -38.203
1156.371016                   -33.178                    -38.156
1156.383219                   -33.213                    -38.110
1156.395422                   -33.249                    -38.064
1156.407625                   -33.285                    -38.017
1156.419828                   -33.321                    -37.971
1156.432029                   -33.356                    -37.924
1156.444231                   -33.392                    -37.878
1156.456432                   -33.428                    -37.831
1156.468632                   -33.463                    -37.784
1156.480832                   -33.499                    -37.738
1156.493031                   -33.535                    -37.691
1156.505229                   -33.570                    -37.644
1156.517426                   -33.606                    -37.597
1156.529623                   -33.641                    -37.550
1156.541819                   -33.677                    -37.504
1156.554014                   -33.712                    -37.457
1156.566208                   -33.748                    -37.410
1156.578401                   -33.783                    -37.363
1156.590593                   -33.819                    -37.316
1156.602784                   -33.854                    -37.269
1156.614973                   -33.889                    -37.221
1156.627162                   -33.925                    -37.174
1156.639349                   -33.960                    -37.127
1156.651535                   -33.995                    -37.080
1156.663720                   -34.031                    -37.032
1156.675904                   -34.066                    -36.985
1156.688086                   -34.101                    -36.938
1156.700266                   -34.136                    -36.890
1156.712445                   -34.172                    -36.843
1156.724623                   -34.207                    -36.795
1156.736799                   -34.242                    -36.748
1156.748973                   -34.277                    -36.700
1156.761146                   -34.312                    -36.652
1156.773317                   -34.347                    -36.605
1156.785486                   -34.382                    -36.557
1156.797653                   -34.418                    -36.509
1156.809818                   -34.453                    -36.461
1156.821982                   -34.488                    -36.414
1156.834144                   -34.523                    -36.366
1156.846303                   -34.558                    -36.318
1156.858461                   -34.593                    -36.270
1156.870616                   -34.627                    -36.222
1156.882770                   -34.662                    -36.174
1156.894921                   -34.697                    -36.125
1156.907070                   -34.732                    -36.077
1156.919217                   -34.767                    -36.029
1156.931361                   -34.802                    -35.981
1156.943503                   -34.837                    -35.932
1156.955643                   -34.871                    -35.884
1156.967780                   -34.906                    -35.836
1156.979914                   -34.941                    -35.787
1156.992047                   -34.975                    -35.739
1157.004176                   -35.010                    -35.690
1157.016303                   -35.045                    -35.642
1157.028427                   -35.079                    -35.593
1157.040549                   -35.114                    -35.544
1157.052668                   -35.149                    -35.496
1157.064783                   -35.183                    -35.447
1157.076897                   -35.218                    -35.398
1157.089007                   -35.252                    -35.349
1157.101114                   -35.287                    -35.300
1157.113218                   -35.321                    -35.252
1157.125319                   -35.356                    -35.203
1157.137418                   -35.390                    -35.154
1157.149513                   -35.424                    -35.105
1157.161604                   -35.459                    -35.055
1157.173693                   -35.493                    -35.006
1157.185778                   -35.527                    -34.957
1157.197860                   -35.562                    -34.908
