高度                               纬度                        经度
1162.623271                   -50.306                    -9.813
1162.623181                   -50.305                    -9.731
1162.623067                   -50.305                    -9.648
1162.622929                   -50.305                    -9.566
1162.622769                   -50.304                    -9.484
1162.622584                   -50.304                    -9.402
1162.622376                   -50.303                    -9.319
1162.622145                   -50.303                    -9.237
1162.621889                   -50.302                    -9.155
1162.621611                   -50.301                    -9.073
1162.621308                   -50.300                    -8.990
1162.620983                   -50.299                    -8.908
1162.620633                   -50.299                    -8.826
1162.620260                   -50.298                    -8.744
1162.619864                   -50.296                    -8.661
1162.619444                   -50.295                    -8.579
1162.619000                   -50.294                    -8.497
1162.618533                   -50.293                    -8.415
1162.618042                   -50.291                    -8.333
1162.617528                   -50.290                    -8.250
1162.616990                   -50.289                    -8.168
1162.616429                   -50.287                    -8.086
1162.615844                   -50.285                    -8.004
1162.615236                   -50.284                    -7.922
1162.614604                   -50.282                    -7.839
1162.613948                   -50.280                    -7.757
1162.613269                   -50.278                    -7.675
1162.612567                   -50.277                    -7.593
1162.611841                   -50.275                    -7.511
1162.611091                   -50.273                    -7.429
1162.610318                   -50.270                    -7.346
1162.609521                   -50.268                    -7.264
1162.608701                   -50.266                    -7.182
1162.607858                   -50.264                    -7.100
1162.606990                   -50.261                    -7.018
1162.606100                   -50.259                    -6.936
1162.605186                   -50.256                    -6.854
1162.604248                   -50.254                    -6.772
1162.603287                   -50.251                    -6.690
1162.602302                   -50.249                    -6.608
1162.601294                   -50.246                    -6.525
1162.600262                   -50.243                    -6.443
1162.599207                   -50.240                    -6.361
1162.598129                   -50.237                    -6.279
1162.597027                   -50.234                    -6.197
1162.595901                   -50.231                    -6.115
1162.594752                   -50.228                    -6.033
1162.593580                   -50.225                    -5.951
1162.592384                   -50.222                    -5.869
1162.591164                   -50.218                    -5.787
1162.589921                   -50.215                    -5.706
1162.588655                   -50.212                    -5.624
1162.587366                   -50.208                    -5.542
1162.586052                   -50.204                    -5.460
1162.584716                   -50.201                    -5.378
1162.583356                   -50.197                    -5.296
1162.581972                   -50.193                    -5.214
1162.580566                   -50.189                    -5.132
1162.579135                   -50.186                    -5.050
1162.577682                   -50.182                    -4.969
1162.576205                   -50.178                    -4.887
1162.574704                   -50.174                    -4.805
1162.573181                   -50.169                    -4.723
1162.571633                   -50.165                    -4.641
1162.570063                   -50.161                    -4.560
1162.568469                   -50.157                    -4.478
1162.566852                   -50.152                    -4.396
1162.565211                   -50.148                    -4.315
1162.563547                   -50.143                    -4.233
1162.561860                   -50.139                    -4.151
1162.560149                   -50.134                    -4.070
1162.558415                   -50.129                    -3.988
1162.556658                   -50.124                    -3.906
1162.554877                   -50.120                    -3.825
1162.553073                   -50.115                    -3.743
1162.551246                   -50.110                    -3.662
1162.549395                   -50.105                    -3.580
1162.547521                   -50.100                    -3.498
1162.545624                   -50.094                    -3.417
1162.543704                   -50.089                    -3.335
1162.541760                   -50.084                    -3.254
1162.539793                   -50.079                    -3.173
1162.537803                   -50.073                    -3.091
1162.535789                   -50.068                    -3.010
1162.533753                   -50.062                    -2.928
1162.531693                   -50.057                    -2.847
1162.529610                   -50.051                    -2.766
1162.527503                   -50.045                    -2.684
1162.525374                   -50.039                    -2.603
1162.523221                   -50.034                    -2.522
1162.521045                   -50.028                    -2.440
1162.518846                   -50.022                    -2.359
1162.516623                   -50.016                    -2.278
1162.514378                   -50.010                    -2.197
1162.512109                   -50.003                    -2.115
1162.509817                   -49.997                    -2.034
1162.507502                   -49.991                    -1.953
1162.505164                   -49.985                    -1.872
1162.502803                   -49.978                    -1.791
1162.500419                   -49.972                    -1.710
1162.498011                   -49.965                    -1.629
1162.495581                   -49.958                    -1.548
1162.493127                   -49.952                    -1.467
1162.490650                   -49.945                    -1.386
1162.488150                   -49.938                    -1.305
1162.485627                   -49.931                    -1.224
1162.483081                   -49.925                    -1.143
1162.480512                   -49.918                    -1.062
1162.477920                   -49.911                    -0.981
1162.475305                   -49.903                    -0.900
1162.472667                   -49.896                    -0.819
1162.470006                   -49.889                    -0.739
1162.467322                   -49.882                    -0.658
1162.464615                   -49.874                    -0.577
1162.461885                   -49.867                    -0.496
1162.459132                   -49.859                    -0.416
1162.456356                   -49.852                    -0.335
1162.453557                   -49.844                    -0.254
1162.450735                   -49.837                    -0.174
1162.447891                   -49.829                    -0.093
1162.445023                   -49.821                    -0.013
1162.442132                   -49.813                    0.068
1162.439219                   -49.805                    0.148
1162.436282                   -49.797                    0.229
1162.433323                   -49.789                    0.309
1162.430341                   -49.781                    0.390
1162.427336                   -49.773                    0.470
1162.424308                   -49.765                    0.550
1162.421258                   -49.757                    0.631
1162.418184                   -49.748                    0.711
1162.415088                   -49.740                    0.791
1162.411969                   -49.731                    0.872
1162.408827                   -49.723                    0.952
1162.405663                   -49.714                    1.032
1162.402475                   -49.706                    1.112
1162.399265                   -49.697                    1.192
1162.396032                   -49.688                    1.272
1162.392777                   -49.679                    1.352
1162.389499                   -49.671                    1.433
1162.386198                   -49.662                    1.513
1162.382874                   -49.653                    1.593
1162.379528                   -49.643                    1.672
1162.376159                   -49.634                    1.752
1162.372767                   -49.625                    1.832
1162.369353                   -49.616                    1.912
1162.365916                   -49.607                    1.992
1162.362457                   -49.597                    2.072
1162.358975                   -49.588                    2.151
1162.355470                   -49.578                    2.231
1162.351943                   -49.569                    2.311
1162.348393                   -49.559                    2.390
1162.344821                   -49.549                    2.470
1162.341226                   -49.540                    2.550
1162.337608                   -49.530                    2.629
1162.333968                   -49.520                    2.709
1162.330306                   -49.510                    2.788
1162.326621                   -49.500                    2.868
1162.322914                   -49.490                    2.947
1162.319184                   -49.480                    3.027
1162.315432                   -49.470                    3.106
1162.311657                   -49.460                    3.185
1162.307860                   -49.449                    3.264
1162.304041                   -49.439                    3.344
1162.300199                   -49.429                    3.423
1162.296335                   -49.418                    3.502
1162.292448                   -49.408                    3.581
1162.288539                   -49.397                    3.660
1162.284608                   -49.386                    3.739
1162.280655                   -49.376                    3.818
1162.276679                   -49.365                    3.897
1162.272681                   -49.354                    3.976
1162.268661                   -49.343                    4.055
1162.264618                   -49.332                    4.134
1162.260553                   -49.321                    4.213
1162.256466                   -49.310                    4.292
1162.252357                   -49.299                    4.371
1162.248225                   -49.288                    4.449
1162.244072                   -49.277                    4.528
1162.239896                   -49.265                    4.607
1162.235698                   -49.254                    4.685
1162.231478                   -49.242                    4.764
1162.227236                   -49.231                    4.843
1162.222972                   -49.219                    4.921
1162.218686                   -49.208                    5.000
1162.214377                   -49.196                    5.078
1162.210047                   -49.184                    5.156
1162.205694                   -49.173                    5.235
1162.201320                   -49.161                    5.313
1162.196923                   -49.149                    5.391
1162.192505                   -49.137                    5.470
1162.188065                   -49.125                    5.548
