高度                               纬度                        经度
1150.051948                   -2.835                     22.166
1150.053520                   -2.878                     22.197
1150.055115                   -2.921                     22.229
1150.056734                   -2.963                     22.260
1150.058376                   -3.006                     22.292
1150.060041                   -3.049                     22.323
1150.061730                   -3.091                     22.355
1150.063441                   -3.134                     22.386
1150.065177                   -3.176                     22.418
1150.066935                   -3.219                     22.450
1150.068717                   -3.262                     22.481
1150.070522                   -3.304                     22.513
1150.072350                   -3.347                     22.544
1150.074202                   -3.389                     22.576
1150.076077                   -3.432                     22.607
1150.077975                   -3.475                     22.639
1150.079896                   -3.517                     22.671
1150.081841                   -3.560                     22.702
1150.083808                   -3.602                     22.734
1150.085799                   -3.645                     22.765
1150.087814                   -3.688                     22.797
1150.089851                   -3.730                     22.829
1150.091912                   -3.773                     22.860
1150.093995                   -3.815                     22.892
1150.096102                   -3.858                     22.923
1150.098232                   -3.901                     22.955
1150.100386                   -3.943                     22.987
1150.102562                   -3.986                     23.018
1150.104762                   -4.028                     23.050
1150.106985                   -4.071                     23.082
1150.109230                   -4.113                     23.113
1150.111499                   -4.156                     23.145
1150.113791                   -4.199                     23.177
1150.116107                   -4.241                     23.208
1150.118445                   -4.284                     23.240
1150.120806                   -4.326                     23.271
1150.123191                   -4.369                     23.303
1150.125598                   -4.411                     23.335
1150.128029                   -4.454                     23.366
1150.130482                   -4.497                     23.398
1150.132959                   -4.539                     23.430
1150.135459                   -4.582                     23.462
1150.137982                   -4.624                     23.493
1150.140527                   -4.667                     23.525
1150.143096                   -4.709                     23.557
1150.145688                   -4.752                     23.588
1150.148302                   -4.794                     23.620
1150.150940                   -4.837                     23.652
1150.153601                   -4.880                     23.683
1150.156284                   -4.922                     23.715
1150.158991                   -4.965                     23.747
1150.161720                   -5.007                     23.779
1150.164473                   -5.050                     23.810
1150.167248                   -5.092                     23.842
1150.170046                   -5.135                     23.874
1150.172867                   -5.177                     23.905
1150.175711                   -5.220                     23.937
1150.178578                   -5.262                     23.969
1150.181468                   -5.305                     24.001
1150.184381                   -5.347                     24.033
1150.187316                   -5.390                     24.064
1150.190274                   -5.432                     24.096
1150.193255                   -5.475                     24.128
1150.196259                   -5.517                     24.160
1150.199286                   -5.560                     24.191
1150.202335                   -5.603                     24.223
1150.205407                   -5.645                     24.255
1150.208502                   -5.688                     24.287
1150.211620                   -5.730                     24.319
1150.214760                   -5.773                     24.350
1150.217924                   -5.815                     24.382
1150.221109                   -5.858                     24.414
1150.224318                   -5.900                     24.446
1150.227549                   -5.943                     24.478
1150.230803                   -5.985                     24.510
1150.234080                   -6.027                     24.541
1150.237379                   -6.070                     24.573
1150.240701                   -6.112                     24.605
1150.244045                   -6.155                     24.637
1150.247412                   -6.197                     24.669
1150.250802                   -6.240                     24.701
1150.254215                   -6.282                     24.733
1150.257649                   -6.325                     24.764
1150.261107                   -6.367                     24.796
1150.264587                   -6.410                     24.828
1150.268089                   -6.452                     24.860
1150.271614                   -6.495                     24.892
1150.275162                   -6.537                     24.924
1150.278732                   -6.580                     24.956
1150.282324                   -6.622                     24.988
1150.285939                   -6.664                     25.020
1150.289577                   -6.707                     25.052
1150.293237                   -6.749                     25.084
1150.296919                   -6.792                     25.116
1150.300624                   -6.834                     25.148
1150.304351                   -6.877                     25.180
1150.308101                   -6.919                     25.212
1150.311872                   -6.962                     25.243
1150.315667                   -7.004                     25.275
1150.319483                   -7.046                     25.307
1150.323322                   -7.089                     25.339
1150.327183                   -7.131                     25.371
1150.331067                   -7.174                     25.403
1150.334973                   -7.216                     25.436
1150.338901                   -7.258                     25.468
1150.342851                   -7.301                     25.500
1150.346824                   -7.343                     25.532
1150.350819                   -7.386                     25.564
1150.354836                   -7.428                     25.596
1150.358875                   -7.470                     25.628
1150.362936                   -7.513                     25.660
1150.367020                   -7.555                     25.692
1150.371125                   -7.598                     25.724
1150.375253                   -7.640                     25.756
1150.379403                   -7.682                     25.788
1150.383575                   -7.725                     25.820
1150.387769                   -7.767                     25.852
1150.391986                   -7.809                     25.884
1150.396224                   -7.852                     25.917
1150.400484                   -7.894                     25.949
1150.404767                   -7.937                     25.981
1150.409071                   -7.979                     26.013
1150.413397                   -8.021                     26.045
1150.417746                   -8.064                     26.077
1150.422116                   -8.106                     26.109
1150.426508                   -8.148                     26.142
1150.430922                   -8.191                     26.174
1150.435358                   -8.233                     26.206
1150.439816                   -8.275                     26.238
1150.444296                   -8.318                     26.270
1150.448798                   -8.360                     26.303
1150.453321                   -8.402                     26.335
1150.457866                   -8.445                     26.367
1150.462434                   -8.487                     26.399
1150.467022                   -8.529                     26.432
1150.471633                   -8.572                     26.464
1150.476266                   -8.614                     26.496
1150.480920                   -8.656                     26.528
1150.485596                   -8.698                     26.561
1150.490293                   -8.741                     26.593
1150.495013                   -8.783                     26.625
1150.499754                   -8.825                     26.658
1150.504516                   -8.868                     26.690
1150.509300                   -8.910                     26.722
1150.514106                   -8.952                     26.754
1150.518934                   -8.994                     26.787
1150.523783                   -9.037                     26.819
1150.528653                   -9.079                     26.852
1150.533546                   -9.121                     26.884
1150.538459                   -9.163                     26.916
1150.543394                   -9.206                     26.949
1150.548351                   -9.248                     26.981
1150.553329                   -9.290                     27.013
1150.558329                   -9.332                     27.046
1150.563350                   -9.375                     27.078
1150.568392                   -9.417                     27.111
1150.573456                   -9.459                     27.143
1150.578541                   -9.501                     27.176
1150.583647                   -9.544                     27.208
1150.588775                   -9.586                     27.240
1150.593924                   -9.628                     27.273
1150.599095                   -9.670                     27.305
1150.604287                   -9.712                     27.338
1150.609500                   -9.755                     27.370
1150.614734                   -9.797                     27.403
1150.619989                   -9.839                     27.435
1150.625266                   -9.881                     27.468
1150.630564                   -9.923                     27.500
1150.635883                   -9.966                     27.533
1150.641223                   -10.008                    27.565
1150.646584                   -10.050                    27.598
1150.651966                   -10.092                    27.631
1150.657370                   -10.134                    27.663
1150.662794                   -10.176                    27.696
1150.668240                   -10.219                    27.728
1150.673706                   -10.261                    27.761
1150.679194                   -10.303                    27.794
1150.684702                   -10.345                    27.826
1150.690231                   -10.387                    27.859
1150.695782                   -10.429                    27.892
1150.701353                   -10.471                    27.924
1150.706945                   -10.514                    27.957
1150.712558                   -10.556                    27.990
1150.718192                   -10.598                    28.022
1150.723847                   -10.640                    28.055
1150.729522                   -10.682                    28.088
1150.735218                   -10.724                    28.120
1150.740935                   -10.766                    28.153
1150.746673                   -10.808                    28.186
1150.752432                   -10.850                    28.219
1150.758211                   -10.893                    28.251
1150.764011                   -10.935                    28.284
1150.769831                   -10.977                    28.317
1150.775672                   -11.019                    28.350
1150.781534                   -11.061                    28.382
1150.787417                   -11.103                    28.415
1150.793319                   -11.145                    28.448
1150.799243                   -11.187                    28.481
1150.805187                   -11.229                    28.514
1150.811151                   -11.271                    28.547
1150.817136                   -11.313                    28.579
1150.823142                   -11.355                    28.612
1150.829168                   -11.397                    28.645
1150.835214                   -11.439                    28.678
1150.841280                   -11.481                    28.711
1150.847367                   -11.523                    28.744
1150.853475                   -11.565                    28.777
1150.859602                   -11.607                    28.810
1150.865750                   -11.649                    28.843
1150.871919                   -11.691                    28.876
1150.878107                   -11.733                    28.909
1150.884316                   -11.775                    28.942
1150.890545                   -11.817                    28.975
1150.896794                   -11.859                    29.008
1150.903063                   -11.901                    29.041
1150.909352                   -11.943                    29.074
1150.915662                   -11.985                    29.107
1150.921991                   -12.027                    29.140
1150.928341                   -12.069                    29.173
1150.934711                   -12.111                    29.206
1150.941100                   -12.153                    29.239
1150.947510                   -12.195                    29.272
1150.953939                   -12.237                    29.305
1150.960389                   -12.279                    29.338
1150.966858                   -12.321                    29.371
1150.973348                   -12.363                    29.405
1150.979857                   -12.404                    29.438
1150.986386                   -12.446                    29.471
1150.992935                   -12.488                    29.504
