高度                               纬度                        经度
1150.881855                   -11.759                    -45.223
1150.888093                   -11.801                    -45.190
1150.894351                   -11.843                    -45.157
1150.900629                   -11.885                    -45.124
1150.906928                   -11.927                    -45.091
1150.913247                   -11.969                    -45.058
1150.919586                   -12.011                    -45.025
1150.925945                   -12.053                    -44.992
1150.932324                   -12.095                    -44.959
1150.938724                   -12.137                    -44.927
1150.945144                   -12.179                    -44.894
1150.951584                   -12.221                    -44.861
1150.958043                   -12.263                    -44.828
1150.964523                   -12.305                    -44.795
1150.971023                   -12.348                    -44.762
1150.977543                   -12.390                    -44.729
1150.984083                   -12.432                    -44.696
1150.990643                   -12.474                    -44.663
1150.997223                   -12.516                    -44.629
1151.003822                   -12.558                    -44.596
1151.010442                   -12.600                    -44.563
1151.017081                   -12.642                    -44.530
1151.023740                   -12.684                    -44.497
1151.030419                   -12.726                    -44.464
1151.037118                   -12.768                    -44.431
1151.043836                   -12.810                    -44.398
1151.050574                   -12.851                    -44.365
1151.057332                   -12.893                    -44.331
1151.064110                   -12.935                    -44.298
1151.070907                   -12.977                    -44.265
1151.077724                   -13.019                    -44.232
1151.084560                   -13.061                    -44.199
1151.091416                   -13.103                    -44.165
1151.098292                   -13.145                    -44.132
1151.105187                   -13.187                    -44.099
1151.112101                   -13.229                    -44.066
1151.119035                   -13.271                    -44.032
1151.125989                   -13.313                    -43.999
1151.132962                   -13.355                    -43.966
1151.139954                   -13.397                    -43.933
1151.146965                   -13.438                    -43.899
1151.153996                   -13.480                    -43.866
1151.161046                   -13.522                    -43.833
1151.168116                   -13.564                    -43.799
1151.175205                   -13.606                    -43.766
1151.182312                   -13.648                    -43.732
1151.189440                   -13.690                    -43.699
1151.196586                   -13.732                    -43.666
1151.203751                   -13.773                    -43.632
1151.210936                   -13.815                    -43.599
1151.218140                   -13.857                    -43.565
1151.225362                   -13.899                    -43.532
1151.232604                   -13.941                    -43.498
1151.239865                   -13.982                    -43.465
1151.247145                   -14.024                    -43.431
1151.254443                   -14.066                    -43.398
1151.261761                   -14.108                    -43.364
1151.269098                   -14.150                    -43.331
1151.276453                   -14.191                    -43.297
1151.283827                   -14.233                    -43.263
