高度                               纬度                        经度
1162.373487                   -49.627                    -119.668
1162.370673                   -49.619                    -119.587
1162.367836                   -49.612                    -119.507
1162.364977                   -49.604                    -119.427
1162.362094                   -49.596                    -119.347
1162.359189                   -49.588                    -119.267
1162.356261                   -49.580                    -119.187
1162.353311                   -49.572                    -119.107
1162.350337                   -49.564                    -119.026
1162.347341                   -49.556                    -118.946
1162.344322                   -49.548                    -118.866
1162.341281                   -49.540                    -118.787
1162.338217                   -49.532                    -118.707
1162.335130                   -49.523                    -118.627
1162.332021                   -49.515                    -118.547
1162.328889                   -49.506                    -118.467
1162.325734                   -49.498                    -118.387
1162.322557                   -49.489                    -118.307
1162.319357                   -49.480                    -118.228
1162.316135                   -49.472                    -118.148
1162.312890                   -49.463                    -118.068
1162.309622                   -49.454                    -117.988
1162.306332                   -49.445                    -117.909
1162.303019                   -49.436                    -117.829
1162.299684                   -49.427                    -117.750
1162.296327                   -49.418                    -117.670
1162.292946                   -49.409                    -117.591
1162.289544                   -49.400                    -117.511
1162.286118                   -49.390                    -117.432
1162.282671                   -49.381                    -117.352
1162.279201                   -49.372                    -117.273
1162.275708                   -49.362                    -117.193
1162.272193                   -49.353                    -117.114
1162.268656                   -49.343                    -117.035
1162.265096                   -49.333                    -116.955
1162.261514                   -49.324                    -116.876
1162.257910                   -49.314                    -116.797
1162.254283                   -49.304                    -116.718
1162.250634                   -49.294                    -116.639
1162.246962                   -49.284                    -116.560
1162.243268                   -49.274                    -116.481
1162.239552                   -49.264                    -116.402
1162.235814                   -49.254                    -116.323
1162.232053                   -49.244                    -116.244
1162.228270                   -49.234                    -116.165
1162.224465                   -49.223                    -116.086
1162.220637                   -49.213                    -116.007
1162.216788                   -49.203                    -115.928
1162.212916                   -49.192                    -115.849
1162.209022                   -49.182                    -115.770
1162.205106                   -49.171                    -115.692
1162.201167                   -49.160                    -115.613
1162.197207                   -49.150                    -115.534
1162.193224                   -49.139                    -115.456
1162.189219                   -49.128                    -115.377
1162.185192                   -49.117                    -115.299
1162.181143                   -49.106                    -115.220
1162.177072                   -49.095                    -115.142
1162.172979                   -49.084                    -115.063
1162.168864                   -49.073                    -114.985
1162.164727                   -49.062                    -114.906
1162.160568                   -49.051                    -114.828
1162.156387                   -49.039                    -114.750
1162.152183                   -49.028                    -114.672
1162.147958                   -49.017                    -114.593
1162.143711                   -49.005                    -114.515
1162.139442                   -48.994                    -114.437
1162.135151                   -48.982                    -114.359
1162.130838                   -48.970                    -114.281
1162.126504                   -48.959                    -114.203
1162.122147                   -48.947                    -114.125
1162.117769                   -48.935                    -114.047
1162.113368                   -48.923                    -113.969
1162.108946                   -48.911                    -113.891
1162.104502                   -48.899                    -113.813
1162.100037                   -48.887                    -113.736
1162.095549                   -48.875                    -113.658
1162.091040                   -48.863                    -113.580
1162.086509                   -48.851                    -113.502
1162.081956                   -48.838                    -113.425
1162.077382                   -48.826                    -113.347
1162.072786                   -48.813                    -113.270
1162.068168                   -48.801                    -113.192
1162.063529                   -48.788                    -113.115
1162.058868                   -48.776                    -113.037
1162.054185                   -48.763                    -112.960
1162.049481                   -48.751                    -112.882
1162.044755                   -48.738                    -112.805
1162.040008                   -48.725                    -112.728
1162.035239                   -48.712                    -112.651
1162.030449                   -48.699                    -112.574
1162.025637                   -48.686                    -112.496
1162.020803                   -48.673                    -112.419
1162.015948                   -48.660                    -112.342
1162.011072                   -48.647                    -112.265
1162.006174                   -48.634                    -112.188
1162.001255                   -48.620                    -112.111
1161.996314                   -48.607                    -112.034
1161.991352                   -48.594                    -111.958
1161.986369                   -48.580                    -111.881
1161.981364                   -48.567                    -111.804
1161.976338                   -48.553                    -111.727
1161.971290                   -48.540                    -111.651
1161.966222                   -48.526                    -111.574
1161.961132                   -48.512                    -111.497
1161.956021                   -48.498                    -111.421
1161.950888                   -48.485                    -111.344
1161.945735                   -48.471                    -111.268
1161.940560                   -48.457                    -111.192
1161.935364                   -48.443                    -111.115
1161.930146                   -48.429                    -111.039
1161.924908                   -48.414                    -110.963
1161.919649                   -48.400                    -110.886
1161.914368                   -48.386                    -110.810
1161.909066                   -48.372                    -110.734
1161.903744                   -48.357                    -110.658
1161.898400                   -48.343                    -110.582
1161.893035                   -48.329                    -110.506
1161.887650                   -48.314                    -110.430
1161.882243                   -48.299                    -110.354
1161.876815                   -48.285                    -110.278
1161.871366                   -48.270                    -110.202
1161.865897                   -48.255                    -110.126
1161.860406                   -48.241                    -110.051
1161.854895                   -48.226                    -109.975
1161.849363                   -48.211                    -109.899
1161.843810                   -48.196                    -109.824
1161.838236                   -48.181                    -109.748
1161.832641                   -48.166                    -109.673
1161.827026                   -48.151                    -109.597
1161.821390                   -48.136                    -109.522
1161.815733                   -48.120                    -109.447
1161.810055                   -48.105                    -109.371
1161.804357                   -48.090                    -109.296
1161.798638                   -48.074                    -109.221
1161.792898                   -48.059                    -109.146
1161.787138                   -48.043                    -109.070
1161.781357                   -48.028                    -108.995
1161.775556                   -48.012                    -108.920
