高度                               纬度                        经度
1157.659607                   -36.863                    -154.084
1157.647803                   -36.829                    -154.032
1157.635994                   -36.796                    -153.981
1157.624180                   -36.763                    -153.930
1157.612361                   -36.730                    -153.878
1157.600537                   -36.697                    -153.827
1157.588707                   -36.664                    -153.776
1157.576873                   -36.631                    -153.725
1157.565034                   -36.598                    -153.674
1157.553190                   -36.564                    -153.623
1157.541340                   -36.531                    -153.572
1157.529487                   -36.498                    -153.521
1157.517628                   -36.465                    -153.471
1157.505765                   -36.431                    -153.420
1157.493896                   -36.398                    -153.369
1157.482024                   -36.364                    -153.318
1157.470146                   -36.331                    -153.268
1157.458264                   -36.298                    -153.217
1157.446378                   -36.264                    -153.167
1157.434487                   -36.231                    -153.116
1157.422592                   -36.197                    -153.066
1157.410692                   -36.164                    -153.015
1157.398788                   -36.130                    -152.965
1157.386880                   -36.097                    -152.915
1157.374968                   -36.063                    -152.864
1157.363051                   -36.029                    -152.814
1157.351130                   -35.996                    -152.764
1157.339205                   -35.962                    -152.714
1157.327276                   -35.928                    -152.664
1157.315343                   -35.895                    -152.614
1157.303406                   -35.861                    -152.564
1157.291465                   -35.827                    -152.514
1157.279520                   -35.793                    -152.464
1157.267571                   -35.759                    -152.414
1157.255619                   -35.726                    -152.364
1157.243663                   -35.692                    -152.315
1157.231703                   -35.658                    -152.265
1157.219739                   -35.624                    -152.215
1157.207772                   -35.590                    -152.166
1157.195801                   -35.556                    -152.116
1157.183827                   -35.522                    -152.066
1157.171849                   -35.488                    -152.017
1157.159868                   -35.454                    -151.968
1157.147883                   -35.420                    -151.918
1157.135895                   -35.386                    -151.869
1157.123904                   -35.352                    -151.819
1157.111909                   -35.317                    -151.770
1157.099911                   -35.283                    -151.721
1157.087911                   -35.249                    -151.672
1157.075906                   -35.215                    -151.623
1157.063899                   -35.181                    -151.574
1157.051889                   -35.146                    -151.525
1157.039876                   -35.112                    -151.476
1157.027860                   -35.078                    -151.427
1157.015841                   -35.043                    -151.378
1157.003819                   -35.009                    -151.329
1156.991794                   -34.975                    -151.280
1156.979767                   -34.940                    -151.231
1156.967737                   -34.906                    -151.183
1156.955704                   -34.871                    -151.134
1156.943668                   -34.837                    -151.085
1156.931630                   -34.803                    -151.037
1156.919590                   -34.768                    -150.988
1156.907547                   -34.733                    -150.940
1156.895501                   -34.699                    -150.891
1156.883453                   -34.664                    -150.843
1156.871403                   -34.630                    -150.794
1156.859350                   -34.595                    -150.746
1156.847295                   -34.560                    -150.698
1156.835238                   -34.526                    -150.649
1156.823179                   -34.491                    -150.601
1156.811117                   -34.456                    -150.553
1156.799054                   -34.422                    -150.505
1156.786988                   -34.387                    -150.457
1156.774921                   -34.352                    -150.409
1156.762851                   -34.317                    -150.361
1156.750780                   -34.282                    -150.313
1156.738706                   -34.248                    -150.265
1156.726631                   -34.213                    -150.217
1156.714554                   -34.178                    -150.169
1156.702476                   -34.143                    -150.122
1156.690395                   -34.108                    -150.074
1156.678313                   -34.073                    -150.026
1156.666230                   -34.038                    -149.979
1156.654145                   -34.003                    -149.931
1156.642058                   -33.968                    -149.883
1156.629970                   -33.933                    -149.836
1156.617881                   -33.898                    -149.788
1156.605790                   -33.863                    -149.741
1156.593698                   -33.828                    -149.694
1156.581604                   -33.792                    -149.646
1156.569510                   -33.757                    -149.599
1156.557414                   -33.722                    -149.552
1156.545317                   -33.687                    -149.504
1156.533219                   -33.652                    -149.457
1156.521120                   -33.616                    -149.410
1156.509020                   -33.581                    -149.363
1156.496918                   -33.546                    -149.316
1156.484816                   -33.511                    -149.269
1156.472714                   -33.475                    -149.222
1156.460610                   -33.440                    -149.175
1156.448505                   -33.404                    -149.128
1156.436400                   -33.369                    -149.081
1156.424294                   -33.334                    -149.035
1156.412188                   -33.298                    -148.988
1156.400081                   -33.263                    -148.941
1156.387973                   -33.227                    -148.894
1156.375865                   -33.192                    -148.848
1156.363756                   -33.156                    -148.801
1156.351647                   -33.121                    -148.755
1156.339537                   -33.085                    -148.708
1156.327428                   -33.050                    -148.662
1156.315318                   -33.014                    -148.615
1156.303207                   -32.978                    -148.569
1156.291097                   -32.943                    -148.522
1156.278986                   -32.907                    -148.476
1156.266876                   -32.871                    -148.430
1156.254765                   -32.836                    -148.384
1156.242654                   -32.800                    -148.337
1156.230543                   -32.764                    -148.291
1156.218433                   -32.728                    -148.245
1156.206322                   -32.693                    -148.199
1156.194212                   -32.657                    -148.153
1156.182102                   -32.621                    -148.107
1156.169992                   -32.585                    -148.061
1156.157882                   -32.549                    -148.015
1156.145773                   -32.513                    -147.969
1156.133664                   -32.477                    -147.923
1156.121556                   -32.441                    -147.878
1156.109448                   -32.406                    -147.832
1156.097341                   -32.370                    -147.786
1156.085234                   -32.334                    -147.740
1156.073128                   -32.298                    -147.695
1156.061022                   -32.262                    -147.649
1156.048917                   -32.225                    -147.604
1156.036813                   -32.189                    -147.558
1156.024710                   -32.153                    -147.513
1156.012608                   -32.117                    -147.467
1156.000506                   -32.081                    -147.422
1155.988406                   -32.045                    -147.376
1155.976307                   -32.009                    -147.331
1155.964208                   -31.973                    -147.286
1155.952111                   -31.936                    -147.241
