CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,GMSKDetectorUsed,Success,Status,ErrorMessage,Runtime_s,TestStage,ImpairmentProfile,InputCFO_Hz,InputPhase_deg,InputDelay,ExpectedCountedFrames,UnlockedFrames,BadMatchedFrames,EffectiveFailedFrames,EffectiveFER_pct,GoodFrames,ExceedsTrustedOneSecond
28,H_EQ_rawGain_std7_likely_Corazza,GMSK,Turbo,1/3,1115,1784,0,NaN,1,1,0,1,0,100,0,4,5,0.001338,0.00669,0.005352,3.74795480738318,28.5241130889959,28.5241130889959,NaN,-76.0552755528752,1.92865493310657e-15,0.000155085664067091,error,2,0.001638,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.6015684,representative-h,phase_90deg,0,90,0,4,0,0,0,0,4,0
29,H_EQ_rawGain_std7_likely_Corazza,GMSK,Turbo,1/4,1115,1784,0,NaN,1,1,0,1,0,100,0,4,5,0.001784,0.00892,0.007136,3.72735056248172,28.5719951865566,28.5719951865566,NaN,-76.165112435396,1.92865493310657e-15,0.00015335468977014,error,2,0.002184,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.7546228,representative-h,phase_90deg,0,90,0,4,0,0,0,0,4,0
30,H_EQ_rawGain_std7_likely_Corazza,GMSK,Turbo,1/6,1115,1784,0,NaN,1,1,0,1,0,100,0,4,5,0.002676,0.01338,0.010704,3.68334856297493,28.675143620112,28.675143620112,NaN,-74.3327109714901,1.92865493310657e-15,0.000185086087623878,error,2,0.003276,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.0173872,representative-h,phase_90deg,0,90,0,4,0,0,0,0,4,0
31,H_EQ_rawGain_std7_likely_Corazza,GMSK,TPC,1/2_x8,1024,NaN,0,8,1,1,0,1,0,100,0,4,5,0.0008192,0.004096,0.0032768,3.73016129691515,28.5654477667986,28.5654477667986,NaN,-75.4235557070777,1.92865493310657e-15,0.000162594342033621,error,2,0.0097008,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,11.5837823,representative-h,phase_90deg,0,90,0,4,0,0,0,0,4,0
32,H_EQ_rawGain_std7_likely_Corazza,GMSK,TPC,2/3_x4,1352,NaN,0,4,1,1,0,1,0,100,0,4,5,0.0008112,0.004056,0.0032448,3.74748298278809,28.5252066118778,28.5252066118778,NaN,-74.907119170976,1.92865493310657e-15,0.000172296355850766,error,2,0.0047472,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,6.0490981,representative-h,phase_90deg,0,90,0,4,0,0,0,0,4,0
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,4,5,0.000446,0.00223,0.001784,3.75452134644299,28.5089084426971,28.5089084426971,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.8725019,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000892,0.003568,0.002676,3.72900413822006,28.5681426937009,28.5681426937009,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.2995277,representative-h,cfo_p2k_phase_30deg,2000,30,0,3,0,0,0,0,3,0
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000669,0.002676,0.002007,3.74361450554518,28.5341775722581,28.5341775722581,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.0124118,representative-h,cfo_p2k_phase_30deg,2000,30,0,3,0,0,0,0,3,0
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000594666666666667,0.00237866666666667,0.001784,3.72914230154927,28.5678208787729,28.5678208787729,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.8742352,representative-h,cfo_p2k_phase_30deg,2000,30,0,3,0,0,0,0,3,0
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.00053568,0.00214272,0.00160704,3.75594267282448,28.5056209003549,28.5056209003549,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.8961772,representative-h,cfo_p2k_phase_30deg,2000,30,0,3,0,0,0,0,3,0
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000513371428571429,0.00205348571428571,0.00154011428571429,3.72422233299097,28.5792879979124,28.5792879979124,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.7935449,representative-h,cfo_p2k_phase_30deg,2000,30,0,3,0,0,0,0,3,0
7,NoH_baseline,GMSK,LDPC,1/2,1115,1024,0,NaN,0,0,0,0,0,100,0,4,5,0.000892,0.00446,0.003568,3.73587312031954,28.5521576385647,28.5521576385647,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.3474404,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
8,NoH_baseline,GMSK,LDPC,2/3,1115,1024,0,NaN,0,0,0,0,0,100,0,4,5,0.000669,0.003345,0.002676,3.72540042222866,28.5765408109678,28.5765408109678,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.2606081,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
9,NoH_baseline,GMSK,LDPC,4/5,1115,1024,0,NaN,0,0,0,0,0,100,0,4,5,0.0005575,0.0027875,0.00223,3.7348270967895,28.5545899795063,28.5545899795063,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.2375488,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
10,NoH_baseline,GMSK,LDPC,7/8,1115,7136,0,NaN,0,0,0,0,0,100,0,4,5,0.000509714285714286,0.00254857142857143,0.00203885714285714,3.70367184390364,28.627350000792,28.627350000792,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.0945881,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
11,NoH_baseline,GMSK,Turbo,1/2,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.000892,0.00446,0.003568,3.76080968348334,28.4943728715908,28.4943728715908,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.444364,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
12,NoH_baseline,GMSK,Turbo,1/3,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.001338,0.00669,0.005352,3.73238065700015,28.5602813992384,28.5602813992384,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.5353737,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
13,NoH_baseline,GMSK,Turbo,1/4,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.001784,0.00892,0.007136,3.75242632383726,28.5137565211477,28.5137565211477,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.6719185,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
14,NoH_baseline,GMSK,Turbo,1/6,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.002676,0.01338,0.010704,3.72339071656842,28.581227767997,28.581227767997,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.8934834,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
15,NoH_baseline,GMSK,TPC,1/2_x8,1024,NaN,0,8,0,0,0,0,0,100,0,4,5,0.0008192,0.004096,0.0032768,3.74182946518874,28.5383201892866,28.5383201892866,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,11.2986186,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
16,NoH_baseline,GMSK,TPC,2/3_x4,1352,NaN,0,4,0,0,0,0,0,100,0,4,5,0.0008112,0.004056,0.0032448,3.74681810064843,28.5267478077381,28.5267478077381,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,5.9145456,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
17,H_EQ_rawGain_std7_likely_Corazza,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,4,5,0.000446,0.00223,0.001784,3.67510950321538,28.6945943237933,28.6945943237933,NaN,-75.215507468717,1.92865493310657e-15,0.000168637162026959,error,2,0.0026856,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.798289,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
18,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,3,4,0.000892,0.003568,0.002676,3.72593119887113,28.5753033764846,28.5753033764846,NaN,-74.7967756651276,1.92865493310657e-15,0.000175353832639999,error,2,0.0053712,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.4131872,representative-h,cfo_p2k_phase_30deg,2000,30,0,3,0,0,0,0,3,0
19,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,3,4,0.000669,0.002676,0.002007,3.9447267639686,28.0796614663805,28.0796614663805,NaN,-74.6303041255873,1.92865493310657e-15,0.000178154185599566,error,2,0.0040284,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.1186966,representative-h,cfo_p2k_phase_30deg,2000,30,0,3,0,0,0,0,3,0
20,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,3,4,0.000594666666666667,0.00237866666666667,0.001784,3.72836066576483,28.5696416496705,28.5696416496705,NaN,-74.3187496567216,1.92865493310657e-15,0.000185898070297792,error,2,0.0035808,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.0004357,representative-h,cfo_p2k_phase_30deg,2000,30,0,3,0,0,0,0,3,0
21,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,3,4,0.00053568,0.00214272,0.00160704,3.69801935915983,28.6406163927187,28.6406163927187,NaN,-74.363727723141,1.92865493310657e-15,0.000184358673976111,error,2,0.0032256,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.9388399,representative-h,cfo_p2k_phase_30deg,2000,30,0,3,0,0,0,0,3,0
22,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,3,4,0.000513371428571429,0.00205348571428571,0.00154011428571429,3.69049485218512,28.6583079225415,28.6583079225415,NaN,-74.4903081060215,1.92865493310657e-15,0.000181656653268694,error,2,0.0030912,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.902124,representative-h,cfo_p2k_phase_30deg,2000,30,0,3,0,0,0,0,3,0
23,H_EQ_rawGain_std7_likely_Corazza,GMSK,LDPC,1/2,1115,1024,0,NaN,1,1,0,1,0,100,0,4,5,0.000892,0.00446,0.003568,3.72108423704097,28.5866099681907,28.5866099681907,NaN,-77.5570019176252,1.92865493310657e-15,0.00013074355699033,error,2,0.0006336,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.3664124,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
24,H_EQ_rawGain_std7_likely_Corazza,GMSK,LDPC,2/3,1115,1024,0,NaN,1,1,0,1,0,100,0,4,5,0.000669,0.003345,0.002676,3.71659526347449,28.5970946183342,28.5970946183342,NaN,-78.2730488514045,1.92865493310657e-15,0.000121124254677317,error,2,0.00048,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.2911372,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
25,H_EQ_rawGain_std7_likely_Corazza,GMSK,LDPC,4/5,1115,1024,0,NaN,1,1,0,1,0,100,0,4,5,0.0005575,0.0027875,0.00223,3.72896124789559,28.5682425977915,28.5682425977915,NaN,-78.6320746026086,1.92865493310657e-15,0.000116543393559863,error,2,0.0004032,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.2649782,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
26,H_EQ_rawGain_std7_likely_Corazza,GMSK,LDPC,7/8,1115,7136,0,NaN,1,1,0,1,0,100,0,4,5,0.000509714285714286,0.00254857142857143,0.00203885714285714,3.69486344397495,28.6480321555268,28.6480321555268,NaN,-75.7217113484628,1.92865493310657e-15,0.000160497677159446,error,2,0.0024576,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.1840783,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
27,H_EQ_rawGain_std7_likely_Corazza,GMSK,Turbo,1/2,1115,1784,0,NaN,1,1,0,1,0,100,0,4,5,0.000892,0.00446,0.003568,3.70434636681915,28.625768246684,28.625768246684,NaN,-76.1222743800647,1.92865493310657e-15,0.000153139723190217,error,2,0.001092,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.4998566,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
28,H_EQ_rawGain_std7_likely_Corazza,GMSK,Turbo,1/3,1115,1784,0,NaN,1,1,0,1,0,100,0,4,5,0.001338,0.00669,0.005352,3.75019849037884,28.518914906806,28.518914906806,NaN,-76.0552755528752,1.92865493310657e-15,0.000155085664067091,error,2,0.001638,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.6008008,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
29,H_EQ_rawGain_std7_likely_Corazza,GMSK,Turbo,1/4,1115,1784,0,NaN,1,1,0,1,0,100,0,4,5,0.001784,0.00892,0.007136,3.7306810824008,28.564237501485,28.564237501485,NaN,-76.165112435396,1.92865493310657e-15,0.00015335468977014,error,2,0.002184,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.7657961,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
30,H_EQ_rawGain_std7_likely_Corazza,GMSK,Turbo,1/6,1115,1784,0,NaN,1,1,0,1,0,100,0,4,5,0.002676,0.01338,0.010704,3.69269990627221,28.6531196923397,28.6531196923397,NaN,-74.3327109714901,1.92865493310657e-15,0.000185086087623878,error,2,0.003276,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.0097276,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
31,H_EQ_rawGain_std7_likely_Corazza,GMSK,TPC,1/2_x8,1024,NaN,0,8,1,1,0,1,0,100,0,4,5,0.0008192,0.004096,0.0032768,3.73759442783429,28.5481565273605,28.5481565273605,NaN,-75.4235557070777,1.92865493310657e-15,0.000162594342033621,error,2,0.0097008,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,11.5371376,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
32,H_EQ_rawGain_std7_likely_Corazza,GMSK,TPC,2/3_x4,1352,NaN,0,4,1,1,0,1,0,100,0,4,5,0.0008112,0.004056,0.0032448,3.73881537758079,28.5453195948964,28.5453195948964,NaN,-74.907119170976,1.92865493310657e-15,0.000172296355850766,error,2,0.0047472,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,6.044452,representative-h,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,4,5,0.000446,0.00223,0.001784,3.68010385823912,28.6827984937922,28.6827984937922,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.9093406,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000892,0.003568,0.002676,3.66184131702662,28.7260095886322,28.7260095886322,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.3563858,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,3,0,0,0,0,3,0
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000669,0.002676,0.002007,3.65028981540793,28.753453065743,28.753453065743,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.0635667,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,3,0,0,0,0,3,0
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000594666666666667,0.00237866666666667,0.001784,3.70609732585659,28.6216635971181,28.6216635971181,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.9188968,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,3,0,0,0,0,3,0
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.00053568,0.00214272,0.00160704,3.67094907153264,28.7044328117223,28.7044328117223,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.9284888,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,3,0,0,0,0,3,0
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000513371428571429,0.00205348571428571,0.00154011428571429,3.7059867573679,28.6219227376458,28.6219227376458,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.8236881,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,3,0,0,0,0,3,0
7,NoH_baseline,GMSK,LDPC,1/2,1115,1024,0,NaN,0,0,0,0,0,100,0,4,5,0.000892,0.00446,0.003568,3.66946997233973,28.7079332365483,28.7079332365483,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.3589749,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
8,NoH_baseline,GMSK,LDPC,2/3,1115,1024,0,NaN,0,0,0,0,0,100,0,4,5,0.000669,0.003345,0.002676,3.67299054115467,28.6996038013468,28.6996038013468,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.2687458,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
9,NoH_baseline,GMSK,LDPC,4/5,1115,1024,0,NaN,0,0,0,0,0,100,0,4,5,0.0005575,0.0027875,0.00223,3.6683444040974,28.7105979432602,28.7105979432602,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.2435229,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
10,NoH_baseline,GMSK,LDPC,7/8,1115,7136,0,NaN,0,0,0,0,0,100,0,4,5,0.000509714285714286,0.00254857142857143,0.00203885714285714,3.6930722646443,28.6522438831071,28.6522438831071,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.1075655,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
11,NoH_baseline,GMSK,Turbo,1/2,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.000892,0.00446,0.003568,3.69008630568918,28.6592695242646,28.6592695242646,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.4671016,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
12,NoH_baseline,GMSK,Turbo,1/3,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.001338,0.00669,0.005352,3.6314164042048,28.7984789783399,28.7984789783399,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.5575314,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
13,NoH_baseline,GMSK,Turbo,1/4,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.001784,0.00892,0.007136,3.68342927688857,28.6749532866551,28.6749532866551,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.689153,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
14,NoH_baseline,GMSK,Turbo,1/6,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.002676,0.01338,0.010704,3.66072787945213,28.7286510647879,28.7286510647879,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.9181383,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
15,NoH_baseline,GMSK,TPC,1/2_x8,1024,NaN,0,8,0,0,0,0,0,100,0,4,5,0.0008192,0.004096,0.0032768,3.67608170140866,28.6922968985115,28.6922968985115,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,11.4428979,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
16,NoH_baseline,GMSK,TPC,2/3_x4,1352,NaN,0,4,0,0,0,0,0,100,0,4,5,0.0008112,0.004056,0.0032448,3.70470366537473,28.6249304993856,28.6249304993856,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,5.9379485,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
17,H_EQ_rawGain_std7_likely_Corazza,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,4,5,0.000446,0.00223,0.001784,3.64348239646836,28.7696664886688,28.7696664886688,NaN,-75.2155009977067,1.92865493310657e-15,0.000168637162026959,error,2,0.0026856,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.833863,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
18,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,3,4,0.000892,0.003568,0.002676,3.65133102820685,28.7509758460363,28.7509758460363,NaN,-74.7967722625238,1.92865493310657e-15,0.000175353832639999,error,2,0.0053712,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.4718099,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,3,0,0,0,0,3,0
19,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,3,4,0.000669,0.002676,0.002007,3.87514678024172,28.2342368585508,28.2342368585508,NaN,-74.6302995060021,1.92865493310657e-15,0.000178154185599566,error,2,0.0040284,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.1655462,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,3,0,0,0,0,3,0
20,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,3,4,0.000594666666666667,0.00237866666666667,0.001784,3.66075090107301,28.7285964410529,28.7285964410529,NaN,-74.3187442947073,1.92865493310657e-15,0.000185898070297792,error,2,0.0035808,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.0529426,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,3,0,0,0,0,3,0
21,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,3,4,0.00053568,0.00214272,0.00160704,3.64554671305764,28.7647466491998,28.7647466491998,NaN,-74.363721796302,1.92865493310657e-15,0.000184358673976111,error,2,0.0032256,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.9677925,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,3,0,0,0,0,3,0
22,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,3,4,0.000513371428571429,0.00205348571428571,0.00154011428571429,3.64932814460289,28.7557416694959,28.7557416694959,NaN,-74.4903019982807,1.92865493310657e-15,0.000181656653268694,error,2,0.0030912,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.9242428,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,3,0,0,0,0,3,0
23,H_EQ_rawGain_std7_likely_Corazza,GMSK,LDPC,1/2,1115,1024,0,NaN,1,1,0,1,0,100,0,4,5,0.000892,0.00446,0.003568,3.63545939045297,28.7888140447493,28.7888140447493,NaN,-77.5569855017037,1.92865493310657e-15,0.00013074355699033,error,2,0.0006336,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.3763119,representative-h,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
