CaseIndex,Scenario,ModType,ChannelCoding,Rate,RandomizerEnabled,RandomizerFECPosition,DataPathMode,TMDataSource,TMDataSourceI,TMDataSourceQ,ConvolutionalG1G2Mode,RequestedCFO_Hz,CarrierCaptureRangeConfigured_Hz,RequestedPhaseOffset_deg,RequestedDelay_samples,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,EVMRadial_pct,EVMTangential_pct,ResidualPhaseRMS_deg,ResidualRadiusRMS_dB,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,HResponseMode,HApplyPMode,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,ConverterChainEnabled,BasebandIFLevel_dBm,UpconverterNetGain_dB,UpconverterAttenuation_dB,UpconverterOutputLevel_dBm,UpconverterCompressionRisk,HAppliedGain_dB,DownconverterInputLevel_dBm,DownconverterNetGain_dB,DownconverterAttenuation_dB,DownconverterAutoAttenuation,DownconverterOutputLevel_dBm,DownconverterInputWithinTypicalRange,DownconverterCompressionRisk,ADCEquivalentEnabled,ADCRMSBackoff_dB,ADCClip_pct,EqualizerMode,FastEnvelopeEstimatorMode,FastEnvelopeTauSymbols,FastEnvelopeBlockSymbols,FastEnvelopeHopSymbols,FastEnvelopeGainSlewDBPerSymbol,FastEnvelopeMinGainLimit_dB,FastEnvelopeMaxGainLimit_dB,FastEnvelopeObservedMin_dB,FastEnvelopeObservedMax_dB,DDWindowSymbols,DDMinWindowAcceptance,DDPassesEffective,ScalarDDPassesConfigured,DecisionGate,CMASwitchMSE,CMAMSE,DDAcceptanceRate_pct,DDMSE,ASMTrainingCount,ASMTrainingUpdates,ASMTrainingScoreBefore,ASMTrainingScoreAfter,PredecoderBER,PredecoderOffset,PredecoderPolarity,PredecoderTxFrameOffset,PredecoderASMAligned,PredecoderBitErrors,PredecoderBitsCompared,PredecoderSteadyBER,PredecoderSteadyBitErrors,PredecoderSteadyBitsCompared,PredecoderFramesCompared,PredecoderFrameBERP95,PredecoderFrameBERMax,ASMFramePhaseCorrectionEnabled,ASMFramePhaseCorrectionApplied,ASMFramePhaseCorrectionFrames,ASMFramePhaseCorrectionReliableFrames,ASMFramePhaseCycleSlipsBefore,ASMFramePhaseCycleSlipsAfter,DDWindowCount,DDGoodWindows,DDHoldWindows,DDFadeHoldWindows,DDFadeEnterEvents,DDFadeRecoverEvents,PilotDataFadeSymbols,PilotDataFadeFraction_pct,ExternalFadeMaskProvided,ExternalFadeMaskLengthMatched,ExternalFadeMaskInputLength,ExternalFadeInputSymbols,ExternalFadeExpandedSymbols,DDExternalFadeHoldWindows,DDExternalFadeHoldSymbols,HighRatePhaseTrackingApplied,HighRatePhaseWindowSymbols,HighRatePhaseMeanConfidence,HighRatePhaseHoldSamples,UQPSKPostCarrierEQEnabled,APSKReceiverMode,QAMBlindPhaseSearchApplied,QAMBlindPhaseSearchReliableRate_pct,QAMBlindPhaseSearchMedianMetric,QAMBlindPhaseSearchFinalCorrection_deg,QAMPowerGainApplied,QAMPowerGainAcceptanceRate_pct,QAMPowerGainRegularization,QAMPowerGainMaxInverseGainDB,QAMPowerGainInverseMaxObserved_dB,PilotlessAPSKApplied,PilotlessAPSKCoarsePowerOrder,PilotlessAPSKFourthPowerCFO_Hz,PilotlessAPSKFourthPowerConfidence_dB,PilotlessAPSKNDAResidualCFO_Hz,PilotlessAPSKNDAResidualCFOApplied,PilotlessAPSKMthPowerPhaseTrackerApplied,PilotlessAPSKMthPowerPhaseFinalCorrection_deg,PilotlessAPSKMthPowerPhaseMedianConfidence,PilotlessAPSKBlindPhaseSearchApplied,PilotlessAPSKBlindPhaseSearchReliableRate_pct,PilotlessAPSKBlindPhaseSearchMedianMetric,PilotlessAPSKBlindPhaseSearchFinalCorrection_deg,PilotlessAPSKPreDDGainApplied,PilotlessAPSKPreDDGainAcceptanceRate_pct,PilotlessAPSKPreDDGainHoldFraction_pct,PilotlessAPSKPreDDGainFadeFraction_pct,PilotlessAPSKPreDDGainFinalMagnitude_dB,PilotlessAPSKRingNormalizerApplied,PilotlessAPSKRingEstimatorMode,PilotlessAPSKRingAcceptanceRate_pct,PilotlessAPSKRingHoldFraction_pct,PilotlessAPSKRingFadeFraction_pct,PilotlessAPSKRingFinalAmplitude_dB,PilotlessAPSKCarrierAcceptanceRate_pct,PilotlessAPSKCarrierHoldFraction_pct,PilotlessAPSKCarrierPhaseErrorRMS_deg,PilotlessAPSKResidualFrequency_Hz,PilotlessAPSKGainAcceptanceRate_pct,PilotlessAPSKGainRegularization,PilotlessAPSKGainMaxInverseGainDB,PilotlessAPSKGainInverseMaxObserved_dB,GMSKSecondOrderPLLApplied,GMSKSecondOrderPLLLocked,GMSKSecondOrderPLLFinalFrequency_Hz,GMSKSecondOrderPLLFrequencyMin_Hz,GMSKSecondOrderPLLFrequencyMax_Hz,GMSKSecondOrderPLLUpdateAcceptanceRate,GMSKSecondOrderPLLFadeHoldSamples,GMSKSecondOrderPLLMeanAbsPhaseError,GMSKResidualTrackerApplied,GMSKResidualWindowCount,GMSKResidualAcceptedWindows,GMSKResidualHoldWindows,GMSKResidualMedian_Hz,GMSKResidualRMS_Hz,GMSKResidualMedianConfidence_dB,GMSKResidualCandidateFiniteRate,GMSKResidualCandidateMedian_Hz,GMSKResidualCandidateRMS_Hz,GMSKResidualConfidenceRejectedWindows,GMSKResidualRangeRejectedWindows,GMSKResidualRawAcceptedRate,GMSKResidualRawMin_Hz,GMSKResidualRawMedian_Hz,GMSKResidualRawMax_Hz,GMSKResidualRawRMS_Hz,GMSKResidualJumpMax_Hz,GMSKResidualJumpRMS_Hz,GMSKResidualPhaseCorrectionEnd_deg,QualityMetricType,GMSKDetectorUsed,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,16QAM,TPC,1/2_x8,0,afterEncoding,single,random,,,auto-ccsds,0,NaN,0,0,1024,NaN,0,8,0,0,0,0,0,83.3333333333333,0,4,5,0.0004096,0.002048,0.0016384,13.543049175055,13.2718853674365,2.69652364194779,1.62913254980933,1.05293778974059,17.3656708920199,NaN,-3.56856683459205,NaN,NaN,NaN,,NaN,NaN,0,,1,afterChannel,psd,-115.3,13500000,-43.9966623150499,33.9966623150499,0,-10,0,21,-10,0,0,-10,0,21,1,-10,0,0,0,NaN,0,,auto,NaN,256,64,0.05,-40,100,NaN,NaN,256,0.75,NaN,1,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.0013656628310631,0,1,0,1,310,226996,0,0,131200,4,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,0,1,pilotless,0,NaN,NaN,NaN,1,99.6494009866103,0,40,3.81686318451748,0,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,off,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,not-applicable,1,FAIL_METRIC,LockRate=0.833333 is below minimum 0.9; MER_dB=17.3657 is below minimum 18,18.0135091
2,H_EQ_normH_std4_ITU_P681,16QAM,TPC,1/2_x8,0,afterEncoding,single,random,,,auto-ccsds,0,NaN,0,0,1024,NaN,0,8,1,1,1,1,0,100,0,4,6,0.0004096,0.0024576,0.0016384,13.6845816020363,13.3658952418338,2.93608889632385,2.09235245255247,1.08614146571901,17.27536952694,NaN,0.0838102357165962,NaN,NaN,NaN,,NaN,NaN,0,,1,afterChannel,psd,-115.3,13500000,-43.9966623150499,33.99666231505,0,-10,0,21,-10,0,4.62877183945575e-14,-9.99999999999995,0,21,1,-9.99999999999995,0,0,0,NaN,0,blind-cma-lms,auto,64,256,64,0.05,-40,100,3.71667078899132,23.3440270649068,256,0.75,NaN,1,NaN,0.049,0.377488385011978,99.5418502202643,0.00547591245096121,0,0,NaN,NaN,0.00039647577092511,0,1,0,1,90,227000,8.38414634146342e-05,11,131200,4,0.000121951219512195,0.000121951219512195,0,0,0,0,0,NaN,222,222,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,0,1,pilotless,0,NaN,NaN,NaN,1,98.6557434813249,0,40,2.12079136832672,0,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,off,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,not-applicable,1,FAIL_METRIC,MER_dB=17.2754 is below minimum 18,16.1196853
