CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,BPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,217,219,0.00892,1.95348,1.93564,1.60373651726154,35.8973396349874,35.8973396349838,-3.22431838583553e-17,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,7.882742
2,NoH_baseline,BPSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,216,218,0.01784,3.88912,3.85344,1.61098253402937,35.8581833618922,35.8581833618886,-5.83266322674482e-17,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,13.4926467
3,NoH_baseline,BPSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,216,218,0.01338,2.91684,2.89008,1.64738629952156,35.6640910028961,35.6640910028927,1.26529049377299e-16,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,13.4907503
4,NoH_baseline,BPSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,215,218,0.0118933333333333,2.59274666666667,2.55706666666667,1.63883110056693,35.7093160581996,35.7093160581961,5.98974396519082e-17,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,12.287661
5,NoH_baseline,QPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,217,219,0.00446,0.97674,0.96782,1.5171656174357,36.3793401599747,36.3793401599706,-0.00353121641608386,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,5.1093477
6,NoH_baseline,QPSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,216,218,0.00892,1.94456,1.92672,1.51171434145524,36.4106053360922,36.4106053360881,-0.00634771548678228,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,9.4236421
7,NoH_baseline,QPSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,216,218,0.00669,1.45842,1.44504,1.53719555830807,36.2654175817998,36.2654175817959,-0.00329795403754905,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,10.6525803
8,NoH_baseline,QPSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,216,218,0.00594666666666667,1.29637333333333,1.28448,1.51016846080944,36.4194920803725,36.4194920803684,0.00125082142363647,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,9.8326645
9,NoH_baseline,8PSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,216,219,0.00297333333333333,0.65116,0.64224,1.52501597848261,36.334512118731,36.334512118727,0.00166297053110448,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,5.1597686
10,NoH_baseline,8PSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,215,218,0.00594666666666667,1.29637333333333,1.27853333333333,1.51189446962541,36.4095704314426,36.4095704314385,0.00999012910146111,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,9.044498
