CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,Success,Status,ErrorMessage,Runtime_s
1,H_EQ_rawGain,QPSK,none,none,1115,NaN,0,NaN,1,1,0,1,2.66922912662823e-05,100,0.0238095238095238,42,44,4.90178533215214,26.1929142415367,26.1929142415363,-0.00267687413439409,14.0969454777835,1.92865493310657e-15,4.31208279649419,1,OK,,6.5082007
2,H_EQ_rawGain,QPSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.000123044952422618,100,0.024390243902439,41,43,5.1317532741872,25.7946846384395,25.7946846384392,0.0018779905464082,13.7879859877658,1.92865493310657e-15,4.08609040253356,1,OK,,47.7482759
3,H_EQ_rawGain,QPSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,1.64059936563491e-05,100,0.024390243902439,41,43,2.11305106435262,33.501800151726,33.5018001517239,0.00308930645070698,14.0445438680577,1.92865493310657e-15,4.29431418912407,1,OK,,10.4662769
4,H_EQ_rawGain,QPSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,5.46866455211637e-05,100,0.0487804878048781,41,43,7.16056836173992,22.9010500941475,22.9010500941473,-0.00362162873168543,14.1058812345887,1.92865493310657e-15,4.31310991845517,1,OK,,166.2125772
5,H_EQ_rawGain,QPSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,6.16039426523298e-05,100,0.05,40,42,3.32772814410306,29.5570432049484,29.5570432049476,0.01136460328469,14.2599921361283,1.92865493310657e-15,4.39514921177039,1,OK,,51.5865744
6,H_EQ_rawGain,QPSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,4.7306322350846e-05,100,0.025,40,42,10.7983875603045,19.332821790155,19.332821790155,0.020949026826526,14.2712163191701,1.92865493310657e-15,4.4061846875635,1,OK,,331.7188262
7,H_EQ_rawGain,8PSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.000123044952422618,100,0.0975609756097561,41,44,4.10160548908955,27.7409222872078,27.7409222872073,-0.000125723435956704,14.5260037974489,1.92865493310657e-15,4.53317044968685,1,OK,,20.5823689
8,H_EQ_rawGain,8PSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,5.04484304932735e-05,100,0.025,40,43,7.49848651380698,22.5005277055842,22.500527705584,0.000126531330614132,14.105884427264,1.92865493310657e-15,4.31310991845517,1,OK,,4.424179
9,H_EQ_rawGain,8PSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,5.60538116591928e-05,100,0.025,40,42,4.94018418176112,26.1251371849626,26.1251371849622,-0.000219722390437437,14.0972980573129,1.92865493310657e-15,4.31208279649419,1,OK,,3.8928345
10,H_EQ_rawGain,8PSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.000100896860986547,100,0.025,40,42,2.39950013292604,32.3975844334555,32.3975844334539,-0.00502228636262155,14.1710504848591,1.92865493310657e-15,4.34109228202262,1,OK,,4.3654387
11,H_EQ_rawGain,8PSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.000271617383512545,100,0.05,40,42,7.70555402189114,22.2639226093844,22.2639226093843,-0.0226146373430709,14.2036288939235,1.92865493310657e-15,4.34727174367576,1,OK,,4.5948391
12,H_EQ_rawGain,8PSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.000178094390026714,100,0.025,40,42,9.59808582137282,20.3563074227625,20.3563074227624,-0.00811960493986087,14.2494841369022,1.92865493310657e-15,4.37580296263653,1,OK,,4.9340725
