1015.414	1015.483	1015.486	1015.473	1015.516	1015.495	1015.497	1015.536	1015.551	1015.508	1015.532	1015.503	1015.586	1015.568	1015.583	1015.601	1015.615	1015.605	1015.606	1015.683	1015.621	1015.675	1015.703	1015.68	1015.58	1015.642	1015.753	1015.641	1015.731	1015.663	1015.725	1015.665	1015.632	1015.719	1015.766	1015.71	1015.784	1015.729	1015.811	1015.752	1015.715	1015.699	1015.791	1015.837	1015.792	1015.811	1015.765	1015.759	1015.778	1015.803	1015.799	1015.768	1015.721	1015.695	1015.689	1015.677	1015.651	1015.614	1015.638	1015.654	1015.678	1015.726	1015.726	1015.678	1015.712	1015.662	1015.72	1015.7	1015.691	1015.653	1015.703	1015.739	1015.712	1015.754	1015.727	1015.734	1015.778	1015.694	1015.673	1015.716	1015.702	1015.722	1015.722	1015.7	1015.749	1015.737	1015.719	1015.747	1015.701	1015.608	1015.688	1015.646	1015.676	1015.653	1015.696	1015.701	1015.708	1015.728	1015.707	1015.773	1015.773	1015.701	1015.78	1015.779	1015.844	1015.805	1015.7	1015.801	1015.693	1015.747	1015.703	1015.709	1015.734	1015.719	1015.752	1015.802	1015.778	1015.772	1015.815	1015.758	1015.819	1015.795	1015.777	1015.807	1015.789	1015.836	1015.833	1015.79	1015.867	1015.779	1015.855	1015.905	1015.868	1015.851	1015.839	1015.839	1015.817
1015.538	1015.588	1015.578	1015.549	1015.607	1015.544	1015.524	1015.673	1015.696	1015.637	1015.638	1015.681	1015.701	1015.756	1015.768	1015.711	1015.684	1015.74	1015.741	1015.733	1015.731	1015.845	1015.737	1015.701	1015.786	1015.831	1015.844	1015.737	1015.819	1015.757	1015.85	1015.773	1015.724	1015.781	1015.818	1015.843	1015.817	1015.874	1015.818	1015.843	1015.873	1015.842	1015.914	1015.954	1015.948	1015.92	1015.89	1015.92	1015.908	1015.921	1015.943	1015.904	1015.827	1015.839	1015.916	1015.724	1015.883	1015.78	1015.807	1015.826	1015.783	1015.803	1015.869	1015.756	1015.874	1015.827	1015.869	1015.858	1015.851	1015.821	1015.852	1015.846	1015.887	1015.845	1015.88	1015.869	1015.858	1015.816	1015.803	1015.818	1015.807	1015.836	1015.811	1015.825	1015.832	1015.814	1015.804	1015.808	1015.734	1015.79	1015.816	1015.76	1015.862	1015.757	1015.806	1015.806	1015.781	1015.805	1015.811	1015.863	1015.851	1015.874	1015.902	1015.869	1015.923	1015.943	1015.869	1015.938	1015.819	1015.934	1015.837	1015.843	1015.826	1015.796	1015.802	1015.86	1015.919	1015.865	1015.978	1015.929	1015.954	1015.983	1015.964	1015.983	1015.974	1015.934	1015.959	1015.954	1015.93	1015.898	1015.887	1015.92	1015.925	1015.91	1015.979	1015.93	1015.915
1015.789	1015.683	1015.608	1015.723	1015.844	1015.812	1015.791	1015.791	1015.835	1015.848	1015.798	1015.802	1015.795	1015.86	1015.859	1015.802	1015.776	1015.875	1015.88	1015.943	1015.898	1015.932	1015.763	1015.824	1015.915	1015.91	1015.88	1015.915	1015.992	1015.981	1015.971	1015.818	1015.926	1016.017	1015.965	1015.981	1015.849	1016	1015.981	1016	1015.992	1016	1016	1016	1015.997	1015.997	1016	1016	1015.981	1016	1016	1015.981	1015.981	1016	1016	1015.911	1015.992	1015.961	1016	1015.972	1015.945	1015.89	1015.94	1015.924	1015.952	1015.962	1015.93	1015.977	1015.967	1015.967	1015.982	1015.982	1016	1015.919	1016	1015.957	1015.941	1015.972	1015.962	1015.936	1015.952	1015.968	1015.947	1015.988	1015.937	1015.932	1015.911	1015.9	1015.888	1016	1015.968	1015.968	1015.998	1015.983	1015.988	1015.978	1015.933	1015.928	1015.978	1015.983	1015.973	1015.983	1015.968	1015.978	1015.959	1015.993	1015.978	1015.969	1015.959	1016	1015.919	1015.984	1015.925	1015.979	1015.96	1015.924	1016	1015.998	1015.988	1016	1016	1016	1016	1016	1016	1016	1016	1016	1015.993	1016	1016	1016	1016	1015.979	1016	1016	1016
1015.813	1015.891	1015.891	1016	1015.889	1015.835	1015.847	1015.911	1015.944	1015.893	1015.921	1015.966	1016	1015.955	1015.928	1015.955	1015.982	1015.971	1015.91	1016	1015.965	1016	1016	1016	1016	1016	1016	1016	1015.997	1016	1016.058	1016.053	1016.102	1016.087	1016.017	1016.042	1016.07	1016.102	1016	1016	1016	1016	1016	1016	1016	1016.116	1016	1016.111	1016.125	1016.121	1016.078	1016.09	1016.113	1016	1016	1016.09	1016.05	1016.081	1016.067	1016.039	1016.047	1016.068	1016	1016.093	1015.961	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016
1016	1016	1015.855	1015.934	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016.258	1016.133	1016.146	1016.115	1016.082	1016.102	1016.153	1016.162	1016.096	1016.113	1016.146	1016.194	1016.165	1016.153	1016.119	1016.127	1016.21	1016.123	1016.102	1016.238	1016.196	1016.191	1016.2	1016.186	1016.161	1016.212	1016.212	1016.163	1016.14	1016.123	1016.166	1016.14	1016.13	1016.14	1016.096	1016.144	1016	1016.162	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016
1016.077	1016	1016.21	1016.144	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016.231	1016.252	1016.142	1016.111	1016.155	1016.191	1016.244	1016.253	1016.186	1016.151	1016.236	1016.295	1016.276	1016.18	1016.167	1016.232	1016.26	1016.27	1016.196	1016.245	1016.383	1016.243	1016.27	1016.265	1016.283	1016.267	1016.232	1016.253	1016.228	1016.187	1016.306	1016.195	1016.22	1016.218	1016.21	1016.236	1016.218	1016.155	1016.137	1016.173	1016	1016.201	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016.245	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016
1016.259	1016.166	1016.138	1016.142	1016.178	1016.197	1016.229	1016.231	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016.218	1016.301	1016.265	1016.263	1016.429	1016.341	1016.269	1016.268	1016.263	1016.262	1016.327	1016.349	1016.242	1016.294	1016.332	1016.382	1016.367	1016.303	1016.275	1016.395	1016.405	1016.35	1016.297	1016.442	1016.342	1016.327	1016.37	1016.376	1016.35	1016.381	1016.32	1016.319	1016.316	1016.316	1016.312	1016.304	1016.311	1016.283	1016.298	1016.306	1016.284	1016.275	1016.229	1016	1016.248	1016.258	1016	1016.258	1016	1016.305	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016.237	1016.272	1016.263	1016.224	1016.237	1016	1016	1016.249	1016.244	1016.249	1016.264	1016.234	1016	1016.275	1016	1016	1016	1016	1016	1016	1016.257	1016.26	1016.306	1016.279	1016.314	1016.275	1016.298	1016.317	1016.301	1016.312	1016.264	1016.262	1016.312	1016.264	1016.287	1016.278	1016.267	1016.267	1016.245	1016.248	1016.292	1016	1016.282	1016	1016	1016.287	1016.274	1016.275	1016.325	1016.28
1016.242	1016.333	1016.301	1016.324	1016.296	1016.248	1016.214	1016.233	1016	1016.268	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016	1016.368	1016.372	1016.352	1016.371	1016.391	1016.356	1016.349	1016.357	1016.384	1016.381	1016.398	1016.372	1016.363	1016.419	1016.458	1016.345	1016.366	1016.479	1016.457	1016.452	1016.505	1016.446	1016.463	1016.508	1016.363	1016.427	1016.449	1016.457	1016.43	1016.423	1016.442	1016.439	1016.359	1016.462	1016.386	1016.382	1016.385	1016.376	1016.382	1016.385	1016.407	1016.392	1016.387	1016.349	1016.395	1016.414	1016.385	1016.388	1016.419	1016.381	1016.428	1016.383	1016.406	1016.333	1016.28	1016.301	1016.293	1016.292	1016.355	1016.293	1016.343	1016.346	1016.331	1016.331	1016.334	1016.307	1016.379	1016.362	1016.365	1016.417	1016.351	1016.337	1016.342	1016.349	1016.338	1016.35	1016.342	1016.326	1016.345	1016.345	1016.327	1016.343	1016.353	1016.343	1016.331	1016.404	1016.322	1016.411	1016.357	1016.363	1016.375	1016.365	1016.38	1016.375	1016.363	1016.403	1016.328	1016.373	1016.362	1016.351	1016.423	1016.392	1016.324	1016.332	1016.316	1016.373	1016.391	1016.375	1016.384	1016.438	1016.477	1016.394	1016.44
1016.361	1016.4	1016.363	1016.38	1016.383	1016.346	1016.409	1016.427	1016.356	1016.38	1016.282	1016.408	1016.349	1016	1016.295	1016.365	1016.365	1016.321	1016.371	1016.357	1016.365	1016.369	1016.466	1016.449	1016.396	1016.381	1016.409	1016.427	1016.421	1016.46	1016.468	1016.427	1016.443	1016.471	1016.462	1016.504	1016.545	1016.511	1016.443	1016.477	1016.567	1016.604	1016.559	1016.533	1016.555	1016.643	1016.531	1016.59	1016.496	1016.541	1016.573	1016.546	1016.543	1016.553	1016.476	1016.568	1016.521	1016.538	1016.51	1016.508	1016.472	1016.461	1016.507	1016.47	1016.531	1016.526	1016.52	1016.514	1016.5	1016.475	1016.436	1016.479	1016.437	1016.477	1016.506	1016.505	1016.473	1016.468	1016.493	1016.513	1016.489	1016.517	1016.465	1016.497	1016.482	1016.484	1016.422	1016.453	1016.454	1016.45	1016.476	1016.441	1016.469	1016.462	1016.461	1016.46	1016.436	1016.429	1016.431	1016.442	1016.383	1016.455	1016.441	1016.445	1016.439	1016.413	1016.4	1016.458	1016.388	1016.504	1016.407	1016.526	1016.523	1016.494	1016.469	1016.461	1016.462	1016.462	1016.452	1016.516	1016.48	1016.486	1016.49	1016.457	1016.534	1016.481	1016.536	1016.478	1016.581	1016.505	1016.505	1016.471	1016.507	1016.523	1016.579	1016.534	1016.628
1016.447	1016.494	1016.444	1016.49	1016.464	1016.455	1016.522	1016.485	1016.467	1016.483	1016.483	1016.487	1016.496	1016.435	1016.449	1016.503	1016.459	1016.444	1016.505	1016.47	1016.513	1016.485	1016.534	1016.549	1016.462	1016.475	1016.54	1016.535	1016.53	1016.571	1016.535	1016.498	1016.634	1016.651	1016.588	1016.636	1016.619	1016.545	1016.605	1016.605	1016.653	1016.666	1016.618	1016.672	1016.688	1016.733	1016.641	1016.699	1016.717	1016.72	1016.688	1016.659	1016.614	1016.606	1016.637	1016.654	1016.616	1016.636	1016.634	1016.628	1016.621	1016.6	1016.625	1016.582	1016.608	1016.574	1016.598	1016.587	1016.591	1016.559	1016.534	1016.571	1016.562	1016.632	1016.591	1016.623	1016.595	1016.596	1016.606	1016.603	1016.578	1016.616	1016.537	1016.603	1016.552	1016.581	1016.595	1016.596	1016.592	1016.525	1016.524	1016.519	1016.529	1016.52	1016.524	1016.486	1016.488	1016.557	1016.559	1016.552	1016.548	1016.554	1016.559	1016.548	1016.561	1016.54	1016.522	1016.583	1016.574	1016.581	1016.598	1016.548	1016.586	1016.574	1016.586	1016.61	1016.605	1016.608	1016.652	1016.595	1016.646	1016.638	1016.626	1016.624	1016.656	1016.647	1016.68	1016.626	1016.722	1016.711	1016.692	1016.722	1016.752	1016.651	1016.679	1016.644	1016.725
