CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,GMSKDetectorUsed,Success,Status,ErrorMessage,Runtime_s,TestStage,ImpairmentProfile,InputCFO_Hz,InputPhase_deg,InputDelay,ExpectedCountedFrames,UnlockedFrames,BadMatchedFrames,EffectiveFailedFrames,EffectiveFER_pct,GoodFrames,ExceedsTrustedOneSecond
57,H_EQ_rawGain_std3_likely_CDL,GMSK,LDPC,4/5,1115,1024,0,NaN,1,1,0,1,0,100,0,37,39,0.0005575,0.0217425,0.0206275,3.70185950414529,28.6316013590544,28.6316013590544,NaN,14.0969906024685,1.92865493310657e-15,4.92636432024087,error,10,0.002688,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.7140529,all-h,baseline,0,0,0,37,0,0,0,0,37,0
58,H_EQ_rawGain_std3_likely_CDL,GMSK,LDPC,7/8,1115,7136,0,NaN,1,1,0,1,0,100,0,37,39,0.000509714285714286,0.0198788571428571,0.0188594285714286,3.65404273512059,28.7445275550033,28.7445275550033,NaN,15.5002304611913,1.92865493310657e-15,5.52021751228547,error,10,0.016384,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.6071225,all-h,baseline,0,0,0,37,0,0,0,0,37,0
59,H_EQ_rawGain_std3_likely_CDL,GMSK,Turbo,1/2,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.000892,0.034788,0.033004,3.96515993502217,28.0347858138543,28.0347858138543,NaN,13.8882057774197,1.92865493310657e-15,4.72039523958709,error,10,0.00728,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.9770581,all-h,baseline,0,0,0,37,0,0,0,0,37,0
60,H_EQ_rawGain_std3_likely_CDL,GMSK,Turbo,1/3,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.001338,0.052182,0.049506,3.69748560825041,28.6418701547057,28.6418701547057,NaN,14.3700334257135,1.92865493310657e-15,5.00642520598214,error,10,0.01092,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.2932451,all-h,baseline,0,0,0,37,0,0,0,0,37,0
61,H_EQ_rawGain_std3_likely_CDL,GMSK,Turbo,1/4,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.001784,0.069576,0.066008,3.76444557286934,28.4859795519426,28.4859795519426,NaN,15.3964894025838,1.92865493310657e-15,5.53195548370304,error,10,0.01456,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.6577164,all-h,baseline,0,0,0,37,0,0,0,0,37,0
62,H_EQ_rawGain_std3_likely_CDL,GMSK,Turbo,1/6,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.002676,0.104364,0.099012,3.85921689112912,28.2700162607897,28.2700162607897,NaN,15.9829267579977,1.92865493310657e-15,5.75724444194281,error,10,0.02184,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.1897438,all-h,baseline,0,0,0,37,0,0,0,0,37,0
63,H_EQ_rawGain_std3_likely_CDL,GMSK,TPC,1/2_x8,1024,NaN,0,8,1,1,0,1,0,100,0,37,39,0.0008192,0.0319488,0.0303104,3.80990303684285,28.3817215421304,28.3817215421304,NaN,17.4924834518071,1.92865493310657e-15,6.51571026793633,error,10,0.0654288,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,80.5369525,all-h,baseline,0,0,0,37,0,0,0,0,37,0
64,H_EQ_rawGain_std3_likely_CDL,GMSK,TPC,2/3_x4,1352,NaN,0,4,1,1,0,1,0,100,0,37,39,0.0008112,0.0316368,0.0300144,3.76299346980458,28.4893307068437,28.4893307068437,NaN,15.3883954920016,1.92865493310657e-15,5.38491851465547,error,10,0.0328176,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,41.8478201,all-h,baseline,0,0,0,37,0,0,0,0,37,0
65,H_EQ_rawGain_std4_likely_ITU_P681,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,37,39,0.000446,0.017394,0.016502,3.68395859018423,28.6737052033558,28.6737052033558,NaN,15.8960300786933,1.92865493310657e-15,5.65528363681581,error,10,0.017904,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.2951828,all-h,baseline,0,0,0,37,0,0,0,0,37,0
66,H_EQ_rawGain_std4_likely_ITU_P681,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000892,0.033896,0.032112,4.41567592005624,27.100056166157,27.100056166157,NaN,15.910454234356,1.92865493310657e-15,5.56582206987132,error,10,0.035808,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.9503469,all-h,baseline,0,0,0,36,0,0,0,0,36,0
67,H_EQ_rawGain_std4_likely_ITU_P681,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000669,0.025422,0.024084,3.85907021492104,28.2703463893114,28.2703463893114,NaN,15.9382876152674,1.92865493310657e-15,5.60979803740263,error,10,0.026856,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.2486711,all-h,baseline,0,0,0,36,0,0,0,0,36,0
68,H_EQ_rawGain_std4_likely_ITU_P681,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000594666666666667,0.0225973333333333,0.021408,4.47327926167951,26.9874797695198,26.9874797695198,NaN,16.2106391297352,1.92865493310657e-15,5.78871765635339,error,10,0.023872,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.9632274,all-h,baseline,0,0,0,36,0,0,0,0,36,0
69,H_EQ_rawGain_std4_likely_ITU_P681,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.00053568,0.02035584,0.01928448,3.71651698343133,28.5972775650712,28.5972775650712,NaN,16.2634750720115,1.92865493310657e-15,5.80892286225016,error,10,0.021504,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.798259,all-h,baseline,0,0,0,36,0,0,0,0,36,0
70,H_EQ_rawGain_std4_likely_ITU_P681,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000513371428571429,0.0195081142857143,0.0184813714285714,3.81842789701931,28.3623081144385,28.3623081144385,NaN,16.3444226926791,1.92865493310657e-15,5.87352345194337,error,10,0.020608,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.7010766,all-h,baseline,0,0,0,36,0,0,0,0,36,0
71,H_EQ_rawGain_std4_likely_ITU_P681,GMSK,LDPC,1/2,1115,1024,0,NaN,1,1,0,1,0,100,0,37,39,0.000892,0.034788,0.033004,3.68386362323289,28.6739291155065,28.6739291155065,NaN,13.8039227665456,1.92865493310657e-15,4.58341816478613,error,10,0.004224,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.0879733,all-h,baseline,0,0,0,37,0,0,0,0,37,0
72,H_EQ_rawGain_std4_likely_ITU_P681,GMSK,LDPC,2/3,1115,1024,0,NaN,1,1,0,1,0,100,0,37,39,0.000669,0.026091,0.024753,3.76413979061211,28.4866851269777,28.4866851269777,NaN,11.6839704724158,1.92865493310657e-15,3.7442850858917,error,10,0.0032,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.8461519,all-h,baseline,0,0,0,37,0,0,0,0,37,0
73,H_EQ_rawGain_std4_likely_ITU_P681,GMSK,LDPC,4/5,1115,1024,0,NaN,1,1,0,1,0,100,0,37,39,0.0005575,0.0217425,0.0206275,3.82535349171164,28.3465685309583,28.3465685309583,NaN,11.9189700183991,1.92865493310657e-15,3.85420835592437,error,10,0.002688,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.6930554,all-h,baseline,0,0,0,37,0,0,0,0,37,0
74,H_EQ_rawGain_std4_likely_ITU_P681,GMSK,LDPC,7/8,1115,7136,0,NaN,1,1,0,1,0,100,0,37,39,0.000509714285714286,0.0198788571428571,0.0188594285714286,3.74995145149687,28.5194870960242,28.5194870960242,NaN,15.2447997136829,1.92865493310657e-15,5.29790318837613,error,10,0.016384,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.6413536,all-h,baseline,0,0,0,37,0,0,0,0,37,0
75,H_EQ_rawGain_std4_likely_ITU_P681,GMSK,Turbo,1/2,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.000892,0.034788,0.033004,3.71545313132587,28.5997642548452,28.5997642548452,NaN,14.590959556622,1.92865493310657e-15,5.07151243846069,error,10,0.00728,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.0063934,all-h,baseline,0,0,0,37,0,0,0,0,37,0
76,H_EQ_rawGain_std4_likely_ITU_P681,GMSK,Turbo,1/3,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.001338,0.052182,0.049506,3.71125109891199,28.609593216001,28.609593216001,NaN,14.3540761566983,1.92865493310657e-15,4.85064138557162,error,10,0.01092,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.3357735,all-h,baseline,0,0,0,37,0,0,0,0,37,0
77,H_EQ_rawGain_std4_likely_ITU_P681,GMSK,Turbo,1/4,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.001784,0.069576,0.066008,3.71975760311957,28.5897071972949,28.5897071972949,NaN,15.197682705439,1.92865493310657e-15,5.21334114473295,error,10,0.01456,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.6455866,all-h,baseline,0,0,0,37,0,0,0,0,37,0
78,H_EQ_rawGain_std4_likely_ITU_P681,GMSK,Turbo,1/6,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.002676,0.104364,0.099012,3.66925364314468,28.7084453178345,28.7084453178345,NaN,16.3401172877316,1.92865493310657e-15,5.86646791818079,error,10,0.02184,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.2269409,all-h,baseline,0,0,0,37,0,0,0,0,37,0
79,H_EQ_rawGain_std4_likely_ITU_P681,GMSK,TPC,1/2_x8,1024,NaN,0,8,1,1,0,1,0,100,0,37,39,0.0008192,0.0319488,0.0303104,29.3656463960812,10.6432087006694,10.6432087006694,NaN,16.9817552936931,1.92865493310657e-15,6.13380918239856,error,10,0.0654288,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,80.7517577,all-h,baseline,0,0,0,37,0,0,0,0,37,0
80,H_EQ_rawGain_std4_likely_ITU_P681,GMSK,TPC,2/3_x4,1352,NaN,0,4,1,1,0,1,0,100,0,37,39,0.0008112,0.0316368,0.0300144,3.77648301971886,28.4582492737992,28.4582492737992,NaN,15.4876286561377,1.92865493310657e-15,5.32438411278078,error,10,0.0328176,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,41.7740367,all-h,baseline,0,0,0,37,0,0,0,0,37,0
81,H_EQ_rawGain_std5_likely_Jakes,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,37,39,0.000446,0.017394,0.016502,3.76933168621873,28.4747128935845,28.4747128935845,NaN,-65.3049095405636,1.92865493310657e-15,0.000536944010835308,error,2,0.017904,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.2476659,all-h,baseline,0,0,0,37,0,0,0,0,37,0
82,H_EQ_rawGain_std5_likely_Jakes,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000892,0.033896,0.032112,3.71515395248829,28.6004636955066,28.6004636955066,NaN,-65.2987096553475,1.92865493310657e-15,0.000536890598665992,error,2,0.035808,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.9239665,all-h,baseline,0,0,0,36,0,0,0,0,36,0
83,H_EQ_rawGain_std5_likely_Jakes,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000669,0.025422,0.024084,3.7313334914831,28.5627186748341,28.5627186748341,NaN,-65.3380667162985,1.92865493310657e-15,0.000534780475781873,error,2,0.026856,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.1766973,all-h,baseline,0,0,0,36,0,0,0,0,36,0
84,H_EQ_rawGain_std5_likely_Jakes,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000594666666666667,0.0225973333333333,0.021408,3.71202636835796,28.6077789486772,28.6077789486772,NaN,-65.3822764109202,1.92865493310657e-15,0.000531775524485992,error,2,0.023872,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.9307482,all-h,baseline,0,0,0,36,0,0,0,0,36,0
85,H_EQ_rawGain_std5_likely_Jakes,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.00053568,0.02035584,0.01928448,3.75033703502384,28.5185940274521,28.5185940274521,NaN,-65.4978215071008,1.92865493310657e-15,0.00052446432222616,error,2,0.021504,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.7182253,all-h,baseline,0,0,0,36,0,0,0,0,36,0
86,H_EQ_rawGain_std5_likely_Jakes,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000513371428571429,0.0195081142857143,0.0184813714285714,3.77378556707143,28.464455616455,28.464455616455,NaN,-65.4592010064685,1.92865493310657e-15,0.000526717889681309,error,2,0.020608,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.6197146,all-h,baseline,0,0,0,36,0,0,0,0,36,0
87,H_EQ_rawGain_std5_likely_Jakes,GMSK,LDPC,1/2,1115,1024,0,NaN,1,1,0,1,0,100,0,37,39,0.000892,0.034788,0.033004,3.75250321435452,28.5135785414495,28.5135785414495,NaN,-64.9828554151357,1.92865493310657e-15,0.000561641957322871,error,2,0.004224,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.0669962,all-h,baseline,0,0,0,37,0,0,0,0,37,0
88,H_EQ_rawGain_std5_likely_Jakes,GMSK,LDPC,2/3,1115,1024,0,NaN,1,1,0,1,0,100,0,37,39,0.000669,0.026091,0.024753,3.77799959188664,28.4547618665652,28.4547618665652,NaN,-64.6806567983348,1.92865493310657e-15,0.000582736654544972,error,2,0.0032,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.7773598,all-h,baseline,0,0,0,37,0,0,0,0,37,0
89,H_EQ_rawGain_std5_likely_Jakes,GMSK,LDPC,4/5,1115,1024,0,NaN,1,1,0,1,0,100,0,37,39,0.0005575,0.0217425,0.0206275,3.75261998145065,28.5133082657767,28.5133082657767,NaN,-64.5942145600087,1.92865493310657e-15,0.0005887520295625,error,2,0.002688,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.6443329,all-h,baseline,0,0,0,37,0,0,0,0,37,0
90,H_EQ_rawGain_std5_likely_Jakes,GMSK,LDPC,7/8,1115,7136,0,NaN,1,1,0,1,0,100,0,37,39,0.000509714285714286,0.0198788571428571,0.0188594285714286,3.69657410082506,28.6440116718837,28.6440116718837,NaN,-65.1864796290494,1.92865493310657e-15,0.000545489658670296,error,2,0.016384,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.5787552,all-h,baseline,0,0,0,37,0,0,0,0,37,0
91,H_EQ_rawGain_std5_likely_Jakes,GMSK,Turbo,1/2,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.000892,0.034788,0.033004,3.71827612147607,28.5931672478144,28.5931672478144,NaN,-65.3341097552084,1.92865493310657e-15,0.000537921051058407,error,2,0.00728,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.9279479,all-h,baseline,0,0,0,37,0,0,0,0,37,0
92,H_EQ_rawGain_std5_likely_Jakes,GMSK,Turbo,1/3,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.001338,0.052182,0.049506,3.76396336686495,28.4870922407395,28.4870922407395,NaN,-65.1875539287963,1.92865493310657e-15,0.000547698176225807,error,2,0.01092,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.2569454,all-h,baseline,0,0,0,37,0,0,0,0,37,0
93,H_EQ_rawGain_std5_likely_Jakes,GMSK,Turbo,1/4,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.001784,0.069576,0.066008,3.70254896844323,28.6299837792462,28.6299837792462,NaN,-65.3154869155977,1.92865493310657e-15,0.000537753344542719,error,2,0.01456,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.5967278,all-h,baseline,0,0,0,37,0,0,0,0,37,0
94,H_EQ_rawGain_std5_likely_Jakes,GMSK,Turbo,1/6,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.002676,0.104364,0.099012,3.72638985303903,28.5742342278364,28.5742342278364,NaN,-65.486031947452,1.92865493310657e-15,0.000525251553042997,error,2,0.02184,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.1595574,all-h,baseline,0,0,0,37,0,0,0,0,37,0
95,H_EQ_rawGain_std5_likely_Jakes,GMSK,TPC,1/2_x8,1024,NaN,0,8,1,1,0,1,0,100,0,37,39,0.0008192,0.0319488,0.0303104,3.71563543568848,28.599338078906,28.599338078906,NaN,-65.3998295041923,1.92865493310657e-15,0.000527404850185613,error,2,0.0654288,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,80.1263175,all-h,baseline,0,0,0,37,0,0,0,0,37,0
96,H_EQ_rawGain_std5_likely_Jakes,GMSK,TPC,2/3_x4,1352,NaN,0,4,1,1,0,1,0,100,0,37,39,0.0008112,0.0316368,0.0300144,3.71856674533408,28.5924883772767,28.5924883772767,NaN,-65.343298027379,1.92865493310657e-15,0.000535062019382969,error,2,0.0328176,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,41.9711803,all-h,baseline,0,0,0,37,0,0,0,0,37,0
97,H_EQ_rawGain_std6_likely_CLoo,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,37,39,0.000446,0.017394,0.016502,3.93776826780884,28.0949969014547,28.0949969014547,NaN,-70.2061798620673,1.92865493310657e-15,0.000283055294050648,error,2,0.017904,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.2776311,all-h,baseline,0,0,0,37,0,0,0,0,37,0
98,H_EQ_rawGain_std6_likely_CLoo,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000892,0.033896,0.032112,3.70039830421276,28.6350305348131,28.6350305348131,NaN,-69.8690942377158,1.92865493310657e-15,0.000284535766256951,error,2,0.035808,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.9710079,all-h,baseline,0,0,0,36,0,0,0,0,36,0
99,H_EQ_rawGain_std6_likely_CLoo,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000669,0.025422,0.024084,4.40180642766196,27.127381194975,27.127381194975,NaN,-70.5887614956632,1.92865493310657e-15,0.000270868415215811,error,2,0.026856,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.2123577,all-h,baseline,0,0,0,36,0,0,0,0,36,0
100,H_EQ_rawGain_std6_likely_CLoo,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000594666666666667,0.0225973333333333,0.021408,3.91130573736784,28.1535646993052,28.1535646993052,NaN,-70.4785484575432,1.92865493310657e-15,0.000274168646614473,error,2,0.023872,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.97667,all-h,baseline,0,0,0,36,0,0,0,0,36,0
101,H_EQ_rawGain_std6_likely_CLoo,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.00053568,0.02035584,0.01928448,3.94804017319773,28.0723687365154,28.0723687365154,NaN,-70.2893343334853,1.92865493310657e-15,0.000279567844084623,error,2,0.021504,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.7706262,all-h,baseline,0,0,0,36,0,0,0,0,36,0
102,H_EQ_rawGain_std6_likely_CLoo,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000513371428571429,0.0195081142857143,0.0184813714285714,4.03357592748115,27.8861952708838,27.8861952708838,NaN,-70.1589221435063,1.92865493310657e-15,0.000284458627438616,error,2,0.020608,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.6640976,all-h,baseline,0,0,0,36,0,0,0,0,36,0
103,H_EQ_rawGain_std6_likely_CLoo,GMSK,LDPC,1/2,1115,1024,0,NaN,1,1,0,1,0,100,0,37,39,0.000892,0.034788,0.033004,3.93613822677669,28.0985931739587,28.0985931739587,NaN,-71.7742202073916,1.92865493310657e-15,0.000246589541752083,error,2,0.004224,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.0810832,all-h,baseline,0,0,0,37,0,0,0,0,37,0
104,H_EQ_rawGain_std6_likely_CLoo,GMSK,LDPC,2/3,1115,1024,0,NaN,1,1,0,1,0,100,0,37,39,0.000669,0.026091,0.024753,3.68814990141252,28.6638287153113,28.6638287153113,NaN,-71.3828318880412,1.92865493310657e-15,0.000259804541586599,error,2,0.0032,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.7900125,all-h,baseline,0,0,0,37,0,0,0,0,37,0
105,H_EQ_rawGain_std6_likely_CLoo,GMSK,LDPC,4/5,1115,1024,0,NaN,1,1,0,1,0,100,0,37,39,0.0005575,0.0217425,0.0206275,3.69064446513038,28.6579558030447,28.6579558030447,NaN,-72.210050534586,1.92865493310657e-15,0.000238330961862796,error,2,0.002688,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.6503288,all-h,baseline,0,0,0,37,0,0,0,0,37,0
106,H_EQ_rawGain_std6_likely_CLoo,GMSK,LDPC,7/8,1115,7136,0,NaN,1,1,0,1,0,100,0,37,39,0.000509714285714286,0.0198788571428571,0.0188594285714286,3.64749900060111,28.7600963685859,28.7600963685859,NaN,-70.8067220144845,1.92865493310657e-15,0.000267060790447289,error,2,0.016384,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.5837326,all-h,baseline,0,0,0,37,0,0,0,0,37,0
107,H_EQ_rawGain_std6_likely_CLoo,GMSK,Turbo,1/2,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.000892,0.034788,0.033004,4.02997246499227,27.893958423792,27.893958423792,NaN,-72.4187201589634,1.92865493310657e-15,0.000228366451340397,error,2,0.00728,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.9399246,all-h,baseline,0,0,0,37,0,0,0,0,37,0
108,H_EQ_rawGain_std6_likely_CLoo,GMSK,Turbo,1/3,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.001338,0.052182,0.049506,3.70300925220713,28.6289040567293,28.6289040567293,NaN,-71.9369026116821,1.92865493310657e-15,0.000242204201165847,error,2,0.01092,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.2822015,all-h,baseline,0,0,0,37,0,0,0,0,37,0
109,H_EQ_rawGain_std6_likely_CLoo,GMSK,Turbo,1/4,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.001784,0.069576,0.066008,3.77380838970229,28.4644030871711,28.4644030871711,NaN,-70.9104365220651,1.92865493310657e-15,0.000267628657912302,error,2,0.01456,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.6261265,all-h,baseline,0,0,0,37,0,0,0,0,37,0
110,H_EQ_rawGain_std6_likely_CLoo,GMSK,Turbo,1/6,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.002676,0.104364,0.099012,3.82574599797212,28.3456773476536,28.3456773476536,NaN,-70.3239983766137,1.92865493310657e-15,0.000278527838448695,error,2,0.02184,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.1887777,all-h,baseline,0,0,0,37,0,0,0,0,37,0
111,H_EQ_rawGain_std6_likely_CLoo,GMSK,TPC,1/2_x8,1024,NaN,0,8,1,1,0,1,0,100,0,37,39,0.0008192,0.0319488,0.0303104,3.83760570185708,28.3187929854688,28.3187929854688,NaN,-68.8144388017978,1.92865493310657e-15,0.000315221407599963,error,2,0.0654288,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,80.798035,all-h,baseline,0,0,0,37,0,0,0,0,37,0
112,H_EQ_rawGain_std6_likely_CLoo,GMSK,TPC,2/3_x4,1352,NaN,0,4,1,1,0,1,0,100,0,37,39,0.0008112,0.0316368,0.0300144,3.8012306733447,28.4015154986456,28.4015154986456,NaN,-70.9185303744414,1.92865493310657e-15,0.000260515204666769,error,2,0.0328176,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,41.9148223,all-h,baseline,0,0,0,37,0,0,0,0,37,0
113,H_EQ_rawGain_std7_likely_Corazza,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,37,39,0.000446,0.017394,0.016502,3.90025652183743,28.1781365653429,28.1781365653429,NaN,-73.2061811043491,1.92865493310657e-15,0.000200387802170769,error,2,0.017904,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.2503991,all-h,baseline,0,0,0,37,0,0,0,0,37,0
114,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000892,0.033896,0.032112,3.69875240591632,28.6388947867399,28.6388947867399,NaN,-72.8691023046149,1.92865493310657e-15,0.000201435896228119,error,2,0.035808,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.9572595,all-h,baseline,0,0,0,36,0,0,0,0,36,0
115,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000669,0.025422,0.024084,4.39825793520147,27.1343861018241,27.1343861018241,NaN,-73.5887617879299,1.92865493310657e-15,0.000191760152674845,error,2,0.026856,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.2206647,all-h,baseline,0,0,0,36,0,0,0,0,36,0
116,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000594666666666667,0.0225973333333333,0.021408,3.91355622171971,28.1485684554471,28.1485684554471,NaN,-73.4785508616696,1.92865493310657e-15,0.000194096537581021,error,2,0.023872,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.9501633,all-h,baseline,0,0,0,36,0,0,0,0,36,0
