58.235	58.231	58.221	58.199	58.193	58.159	58.133	58.124	58.117	58.104	58.091	58.058	58.043	58.025	58.017	57.997	57.987	57.972	57.972	57.972	57.961	57.963	57.956	57.932	57.91	57.905	57.891	57.86	57.847	57.813	57.809	57.781	57.755	57.737	57.706	57.69	57.672	57.645	57.623	57.595	57.567	57.554	57.542	57.522	57.5	57.482	57.461	57.437	57.412	57.399	57.395	57.386	57.366	57.357	57.351	57.347	57.322	57.299	57.28	57.273	57.263	57.244	57.222	57.194	57.161	57.136	57.122	57.097	57.076	57.048	57.031	57.023	57	57.003	56.98	56.974	56.956	56.938	56.916	56.917	56.921	56.906	56.884	56.874	56.854	56.821	56.789	56.756	56.724	56.688	56.675	56.641	56.612	56.589	56.569	56.559	56.549	56.557	56.544	56.556	56.558	56.553	56.546	56.537	56.543	56.534	56.536	56.522	56.506	56.506	56.496	56.487	56.467	56.457	56.442	56.448	56.45	56.447	56.442	56.427	56.413	56.396	56.387	56.366	56.356	56.352	56.344	56.336	56.328	56.33	56.337	56.35	56.351	56.353	56.356	56.366	56.361
58.13	58.13	58.112	58.081	58.066	58.03	58.016	58.009	57.999	57.97	57.955	57.944	57.925	57.917	57.916	57.88	57.871	57.85	57.84	57.827	57.816	57.825	57.793	57.765	57.755	57.752	57.724	57.689	57.676	57.639	57.638	57.606	57.584	57.564	57.538	57.524	57.492	57.481	57.441	57.426	57.404	57.386	57.37	57.353	57.324	57.3	57.264	57.249	57.221	57.204	57.193	57.181	57.164	57.158	57.154	57.137	57.132	57.1	57.088	57.072	57.054	57.035	57.014	56.981	56.97	56.925	56.912	56.893	56.875	56.84	56.824	56.801	56.779	56.773	56.751	56.735	56.722	56.697	56.674	56.677	56.664	56.647	56.629	56.616	56.587	56.558	56.522	56.485	56.45	56.432	56.413	56.385	56.368	56.337	56.316	56.292	56.28	56.273	56.271	56.275	56.268	56.267	56.256	56.237	56.239	56.24	56.226	56.22	56.199	56.209	56.195	56.184	56.176	56.16	56.154	56.158	56.163	56.153	56.149	56.119	56.103	56.089	56.079	56.08	56.068	56.063	56.066	56.06	56.057	56.055	56.057	56.057	56.057	56.052	56.062	56.059	56.072
58.002	57.989	57.96	57.94	57.934	57.91	57.896	57.883	57.867	57.859	57.844	57.83	57.807	57.817	57.794	57.769	57.743	57.723	57.695	57.682	57.677	57.651	57.623	57.617	57.608	57.589	57.566	57.54	57.525	57.488	57.477	57.427	57.414	57.409	57.378	57.353	57.31	57.311	57.278	57.258	57.228	57.223	57.207	57.17	57.135	57.108	57.087	57.056	57.016	57.002	56.988	56.967	56.965	56.959	56.952	56.93	56.913	56.887	56.873	56.856	56.833	56.808	56.789	56.763	56.757	56.716	56.687	56.668	56.647	56.62	56.59	56.574	56.554	56.529	56.517	56.487	56.468	56.453	56.437	56.412	56.396	56.382	56.365	56.345	56.321	56.303	56.267	56.228	56.198	56.179	56.148	56.117	56.093	56.059	56.038	56.023	56.003	55.987	55.983	55.969	55.957	55.954	55.949	55.935	55.926	55.91	55.913	55.91	55.885	55.895	55.878	55.887	55.873	55.869	55.85	55.843	55.853	55.842	55.832	55.81	55.797	55.776	55.766	55.772	55.773	55.771	55.766	55.753	55.753	55.753	55.752	55.758	55.75	55.75	55.758	55.751	55.77
57.888	57.884	57.867	57.843	57.803	57.77	57.76	57.752	57.739	57.713	57.69	57.678	57.669	57.657	57.65	57.644	57.628	57.591	57.569	57.559	57.528	57.505	57.487	57.472	57.445	57.428	57.411	57.371	57.348	57.318	57.309	57.287	57.278	57.239	57.206	57.183	57.151	57.131	57.089	57.077	57.053	57.044	57.019	56.975	56.952	56.923	56.898	56.877	56.842	56.818	56.79	56.775	56.763	56.736	56.729	56.715	56.689	56.667	56.643	56.62	56.604	56.581	56.559	56.559	56.516	56.497	56.467	56.444	56.41	56.379	56.351	56.326	56.31	56.271	56.265	56.222	56.209	56.191	56.173	56.151	56.134	56.109	56.09	56.063	56.047	56.018	55.987	55.96	55.933	55.894	55.865	55.848	55.791	55.767	55.743	55.722	55.707	55.691	55.679	55.668	55.659	55.638	55.625	55.62	55.593	55.589	55.582	55.567	55.562	55.548	55.543	55.554	55.541	55.543	55.532	55.523	55.531	55.526	55.508	55.503	55.487	55.469	55.458	55.441	55.429	55.429	55.423	55.437	55.424	55.42	55.428	55.429	55.443	55.435	55.437	55.428	55.43
57.751	57.728	57.688	57.666	57.661	57.644	57.634	57.616	57.595	57.577	57.593	57.558	57.541	57.519	57.508	57.498	57.476	57.453	57.423	57.387	57.368	57.356	57.325	57.305	57.286	57.258	57.221	57.191	57.218	57.169	57.153	57.124	57.081	57.062	57.031	57	56.947	56.925	56.911	56.899	56.87	56.848	56.819	56.794	56.774	56.726	56.694	56.678	56.642	56.622	56.605	56.576	56.551	56.537	56.524	56.505	56.468	56.434	56.412	56.397	56.38	56.354	56.327	56.329	56.291	56.291	56.234	56.216	56.183	56.143	56.116	56.075	56.063	56.038	55.996	55.968	55.952	55.932	55.907	55.886	55.859	55.843	55.824	55.783	55.752	55.73	55.695	55.667	55.634	55.608	55.56	55.528	55.482	55.472	55.438	55.414	55.403	55.389	55.369	55.346	55.336	55.31	55.291	55.269	55.259	55.258	55.245	55.228	55.215	55.205	55.2	55.187	55.183	55.182	55.184	55.183	55.186	55.18	55.194	55.18	55.171	55.157	55.135	55.114	55.089	55.088	55.075	55.102	55.078	55.074	55.087	55.09	55.09	55.091	55.092	55.087	55.098
57.64	57.618	57.625	57.589	57.551	57.518	57.488	57.471	57.466	57.436	57.427	57.394	57.393	57.368	57.359	57.341	57.325	57.313	57.273	57.255	57.224	57.199	57.165	57.151	57.118	57.078	57.061	57.038	57.014	56.982	56.977	56.961	56.939	56.906	56.866	56.826	56.784	56.771	56.725	56.693	56.672	56.659	56.648	56.605	56.562	56.523	56.507	56.459	56.447	56.41	56.384	56.35	56.319	56.315	56.288	56.26	56.251	56.201	56.182	56.16	56.134	56.125	56.099	56.076	56.046	56.036	55.987	55.98	55.945	55.896	55.872	55.836	55.814	55.775	55.745	55.718	55.683	55.661	55.641	55.614	55.593	55.576	55.532	55.505	55.476	55.437	55.409	55.365	55.327	55.309	55.261	55.229	55.196	55.155	55.127	55.099	55.075	55.057	55.054	55.025	55.017	54.987	54.962	54.936	54.928	54.907	54.888	54.887	54.868	54.868	54.857	54.836	54.834	54.826	54.816	54.823	54.834	54.84	54.851	54.83	54.841	54.815	54.795	54.773	54.741	54.732	54.732	54.731	54.72	54.726	54.715	54.718	54.719	54.719	54.717	54.724	54.717
57.5	57.458	57.434	57.394	57.378	57.366	57.354	57.339	57.311	57.289	57.278	57.278	57.263	57.223	57.211	57.197	57.175	57.154	57.113	57.1	57.036	57.027	57.002	56.982	56.949	56.914	56.899	56.862	56.852	56.849	56.809	56.758	56.722	56.684	56.651	56.632	56.606	56.563	56.546	56.516	56.49	56.449	56.413	56.387	56.361	56.322	56.275	56.228	56.219	56.174	56.154	56.126	56.096	56.071	56.053	56.022	55.994	55.955	55.939	55.908	55.888	55.873	55.844	55.831	55.802	55.78	55.742	55.711	55.68	55.655	55.624	55.586	55.56	55.514	55.486	55.443	55.427	55.402	55.366	55.33	55.297	55.271	55.239	55.196	55.171	55.136	55.094	55.061	55.031	54.998	54.956	54.926	54.874	54.842	54.818	54.786	54.765	54.746	54.721	54.705	54.699	54.671	54.649	54.613	54.583	54.56	54.537	54.526	54.512	54.496	54.469	54.446	54.435	54.439	54.446	54.447	54.456	54.468	54.479	54.468	54.46	54.446	54.437	54.424	54.395	54.379	54.366	54.361	54.343	54.34	54.341	54.334	54.341	54.338	54.356	54.361	54.345
57.37	57.349	57.318	57.291	57.262	57.218	57.189	57.183	57.157	57.136	57.119	57.097	57.084	57.065	57.053	57.032	57.007	56.991	56.953	56.94	56.89	56.863	56.83	56.814	56.796	56.765	56.725	56.697	56.68	56.643	56.607	56.567	56.546	56.512	56.473	56.444	56.412	56.384	56.362	56.298	56.273	56.255	56.22	56.184	56.149	56.103	56.073	56.029	55.966	55.947	55.914	55.887	55.856	55.828	55.813	55.778	55.748	55.724	55.69	55.657	55.631	55.599	55.583	55.565	55.539	55.51	55.475	55.435	55.394	55.371	55.336	55.304	55.285	55.245	55.21	55.158	55.131	55.095	55.062	55.032	54.997	54.961	54.935	54.885	54.858	54.825	54.794	54.759	54.73	54.692	54.671	54.63	54.574	54.544	54.5	54.471	54.452	54.441	54.411	54.404	54.378	54.35	54.331	54.282	54.25	54.226	54.198	54.169	54.149	54.136	54.106	54.098	54.078	54.073	54.075	54.07	54.07	54.072	54.078	54.067	54.046	54.042	54.032	54.024	54.021	54.003	53.987	53.973	53.955	53.948	53.939	53.935	53.938	53.936	53.927	53.924	53.931
57.232	57.201	57.148	57.136	57.107	57.066	57.055	57.033	57.002	56.973	56.963	56.959	56.934	56.899	56.885	56.867	56.851	56.822	56.79	56.754	56.712	56.686	56.676	56.656	56.625	56.591	56.564	56.524	56.5	56.462	56.432	56.379	56.347	56.31	56.265	56.245	56.22	56.18	56.131	56.091	56.059	56.032	55.985	55.947	55.912	55.885	55.834	55.805	55.745	55.727	55.697	55.658	55.633	55.591	55.569	55.543	55.514	55.488	55.453	55.417	55.383	55.348	55.337	55.31	55.292	55.241	55.194	55.158	55.121	55.086	55.053	55.031	54.995	54.962	54.917	54.874	54.839	54.801	54.776	54.751	54.711	54.676	54.64	54.6	54.56	54.52	54.488	54.454	54.414	54.389	54.352	54.311	54.286	54.242	54.222	54.19	54.163	54.133	54.104	54.082	54.06	54.038	54.006	53.971	53.933	53.888	53.849	53.822	53.791	53.77	53.741	53.735	53.716	53.701	53.685	53.667	53.672	53.652	53.662	53.653	53.636	53.625	53.622	53.618	53.614	53.598	53.593	53.575	53.568	53.547	53.538	53.525	53.523	53.51	53.501	53.487	53.498
57.102	57.073	57.018	57.01	56.985	56.938	56.921	56.881	56.858	56.832	56.805	56.788	56.761	56.729	56.705	56.685	56.666	56.629	56.615	56.573	56.555	56.527	56.511	56.483	56.454	56.42	56.389	56.354	56.322	56.281	56.236	56.188	56.167	56.13	56.081	56.049	56.009	55.962	55.911	55.865	55.838	55.799	55.743	55.708	55.676	55.661	55.608	55.585	55.536	55.511	55.471	55.44	55.4	55.359	55.34	55.301	55.274	55.243	55.199	55.161	55.128	55.102	55.075	55.04	55.027	54.968	54.927	54.884	54.842	54.809	54.779	54.74	54.7	54.665	54.611	54.581	54.539	54.508	54.478	54.438	54.404	54.376	54.329	54.288	54.234	54.199	54.169	54.143	54.1	54.063	54.033	54.002	53.976	53.943	53.91	53.876	53.832	53.815	53.774	53.746	53.725	53.718	53.686	53.643	53.603	53.547	53.498	53.462	53.413	53.396	53.365	53.349	53.328	53.296	53.272	53.262	53.253	53.24	53.239	53.221	53.216	53.21	53.215	53.206	53.196	53.164	53.164	53.148	53.15	53.126	53.105	53.093	53.087	53.066	53.061	53.047	53.055
