Modulation,Note,InputSNR_dB,BER,EVM_post_pct,SNR_est_dB,LockRate_pct,Success,ErrorMsg
BPSK,"TM TPC (64,57)^2",0,0,34.6577779277736,9.20398570759614,100,1,
BPSK,"TM TPC (64,57)^2",2,0,28.4199301650083,10.9275398715832,100,1,
BPSK,"TM TPC (64,57)^2",4,0,22.4683827542619,12.9685637284548,100,1,
BPSK,"TM TPC (64,57)^2",6,0,18.1091105944251,14.8420575794931,100,1,
BPSK,"TM TPC (64,57)^2",8,0,14.2118222659613,16.9470046493154,100,1,
BPSK,"TM TPC (64,57)^2",10,0,11.5205263317857,18.7705535818523,100,1,
BPSK,"TM TPC (64,57)^2",12,0,9.31071083526619,20.6203432223733,100,1,
BPSK,"TM TPC (64,57)^2",14,0,7.63175696490085,22.3475093658774,100,1,
BPSK,"TM TPC (64,57)^2",16,0,6.17245132745346,24.190846519785,100,1,
BPSK,"TM TPC (64,57)^2",18,0,5.21995156951978,25.6466705268812,100,1,
BPSK,"TM TPC (64,57)^2",20,0,4.33020601167467,27.2698288276426,100,1,
QPSK,"TM TPC (64,57)^2",0,0,34.3443010540069,9.28290635178775,100,1,
QPSK,"TM TPC (64,57)^2",2,0,27.6939862298951,11.1522905614712,100,1,
QPSK,"TM TPC (64,57)^2",4,0,22.0858717493401,13.1177090814229,100,1,
QPSK,"TM TPC (64,57)^2",6,0,17.8647484566571,14.9600618894322,100,1,
QPSK,"TM TPC (64,57)^2",8,0,14.3149674258563,16.8841927178311,100,1,
QPSK,"TM TPC (64,57)^2",10,0,11.4590743925136,18.8170092223438,100,1,
QPSK,"TM TPC (64,57)^2",12,0,9.26017655294118,20.6676146610973,100,1,
QPSK,"TM TPC (64,57)^2",14,0,7.48836581451241,22.5122589602291,100,1,
QPSK,"TM TPC (64,57)^2",16,0,6.0935095509136,24.3026500764494,100,1,
QPSK,"TM TPC (64,57)^2",18,0,5.00440998134725,26.0129423674888,100,1,
QPSK,"TM TPC (64,57)^2",20,0,4.26106542065719,27.4096359594435,100,1,
8PSK,"TM TPC (64,57)^2",0,0.49372197309417,45.8429978167139,6.77453980480684,0,1,
8PSK,"TM TPC (64,57)^2",2,0.498878923766816,45.3222652744047,6.87376783160629,0,1,
8PSK,"TM TPC (64,57)^2",4,0.495627802690583,30.9811074041851,10.1780612532075,0,1,
8PSK,"TM TPC (64,57)^2",6,0,17.9316051552227,14.927616652868,100,1,
8PSK,"TM TPC (64,57)^2",8,0,14.2931895102906,16.8974169607009,100,1,
8PSK,"TM TPC (64,57)^2",10,0,11.4580196199668,18.8178087685634,100,1,
8PSK,"TM TPC (64,57)^2",12,0,9.16293413573366,20.7593087036887,100,1,
8PSK,"TM TPC (64,57)^2",14,0,7.46882420528306,22.5349552497686,100,1,
8PSK,"TM TPC (64,57)^2",16,0,5.99671600426126,24.4417303645906,100,1,
8PSK,"TM TPC (64,57)^2",18,0,5.04219793500424,25.9476021958295,100,1,
8PSK,"TM TPC (64,57)^2",20,0,4.23755786287392,27.45768717115,100,1,
GMSK,"TM TPC (64,57)^2",0,0.498834080717489,24.6551584266389,12.1618440495609,100,1,
GMSK,"TM TPC (64,57)^2",2,0.434417040358744,20.0853055268548,13.9424311525641,60,1,
GMSK,"TM TPC (64,57)^2",4,0.506614349775785,16.3243598628093,15.7432767995268,75,1,
GMSK,"TM TPC (64,57)^2",6,0.0902242152466368,13.0063717695168,17.7168767286258,100,1,
GMSK,"TM TPC (64,57)^2",8,0,10.6073032017811,19.4879003397979,100,1,
GMSK,"TM TPC (64,57)^2",10,0.123290358744395,8.6948262153278,21.214781877546,100,1,
GMSK,"TM TPC (64,57)^2",12,0.0355156950672646,7.1250033307794,22.9442985659293,100,1,
GMSK,"TM TPC (64,57)^2",14,0.0348430493273543,6.06913895136184,24.3374583867242,100,1,
GMSK,"TM TPC (64,57)^2",16,0.0369730941704036,5.12953056548656,25.7984475599365,100,1,
GMSK,"TM TPC (64,57)^2",18,0.0369058295964126,4.47463122853254,26.9848550148395,100,1,
GMSK,"TM TPC (64,57)^2",20,0.123402466367713,4.02744624872268,27.8994049413972,100,1,
16QAM,"TM TPC (64,57)^2",0,0.225186846038864,26.6582149090839,11.4610857082935,75,1,
16QAM,"TM TPC (64,57)^2",2,0.0330717488789238,23.9509535372878,12.5945544176919,75,1,
16QAM,"TM TPC (64,57)^2",4,0,20.9588894607395,13.8020295589404,100,1,
16QAM,"TM TPC (64,57)^2",6,0,18.0528932271585,15.1968625209319,100,1,
16QAM,"TM TPC (64,57)^2",8,0,14.4898356069144,17.1013717345696,100,1,
16QAM,"TM TPC (64,57)^2",10,0,11.9892003443414,18.7177087087102,100,1,
16QAM,"TM TPC (64,57)^2",12,0,9.61266691266399,20.665763021832,100,1,
16QAM,"TM TPC (64,57)^2",14,0,7.722432106722,22.5403790281359,100,1,
16QAM,"TM TPC (64,57)^2",16,0,6.66254939367913,23.858210531731,100,1,
