Modulation,Note,InputSNR_dB,BER,EVM_post_pct,SNR_est_dB,LockRate_pct,Success,ErrorMsg
BPSK,"TM TPC (64,57)^2",0,0,34.7494583730278,9.18103920417573,100,1,
BPSK,"TM TPC (64,57)^2",2,0,28.3494685090592,10.9491015754543,100,1,
BPSK,"TM TPC (64,57)^2",4,0,22.306351597398,13.031429132816,100,1,
BPSK,"TM TPC (64,57)^2",6,0,17.9045792983283,14.9407175819118,100,1,
BPSK,"TM TPC (64,57)^2",8,0,14.5048807157537,16.7697167673579,100,1,
BPSK,"TM TPC (64,57)^2",10,0,11.5576736894419,18.7425914247248,100,1,
BPSK,"TM TPC (64,57)^2",12,0,9.30300314031627,20.6275366488558,100,1,
QPSK,"TM TPC (64,57)^2",0,0,34.1388753942424,9.33501579103341,100,1,
QPSK,"TM TPC (64,57)^2",2,0,28.155132982455,11.0088483411282,100,1,
QPSK,"TM TPC (64,57)^2",4,0,22.48357058704,12.9626943575125,100,1,
QPSK,"TM TPC (64,57)^2",6,0,17.7639454186585,15.0092113981138,100,1,
QPSK,"TM TPC (64,57)^2",8,0,14.2243035138656,16.9393797886264,100,1,
QPSK,"TM TPC (64,57)^2",10,0,11.3710400100749,18.8839962471761,100,1,
QPSK,"TM TPC (64,57)^2",12,0,9.16800055549844,20.7545073812467,100,1,
8PSK,"TM TPC (64,57)^2",0,0.5,32.6829016040876,9.71358787100303,0,1,
8PSK,"TM TPC (64,57)^2",2,0.5,40.7165278455205,7.80458528229854,0,1,
8PSK,"TM TPC (64,57)^2",4,0.501569506726457,27.4081727104784,11.2423983539377,40,1,
8PSK,"TM TPC (64,57)^2",6,0,17.7899852136615,14.9964882576895,100,1,
8PSK,"TM TPC (64,57)^2",8,0,14.2774004619793,16.9070171786325,100,1,
8PSK,"TM TPC (64,57)^2",10,0,11.3181032130016,18.9245269985551,100,1,
8PSK,"TM TPC (64,57)^2",12,0,9.18875893636967,20.7348628375298,100,1,
GMSK,"TM TPC (64,57)^2",0,0.499439461883408,25.0206930675123,12.0340132923505,100,1,
GMSK,"TM TPC (64,57)^2",2,0.500448430493274,19.906359419607,14.0201631756902,100,1,
GMSK,"TM TPC (64,57)^2",4,0.527017937219731,16.2498662197275,15.7830042017308,100,1,
GMSK,"TM TPC (64,57)^2",6,0.221935724962631,13.1653586975845,17.6113460759977,60,1,
GMSK,"TM TPC (64,57)^2",8,0.0367713004484305,10.4359920625372,19.6293251977943,100,1,
GMSK,"TM TPC (64,57)^2",10,0.0356726457399103,8.75865578398841,21.151250822738,100,1,
GMSK,"TM TPC (64,57)^2",12,0,7.21820024392624,22.8314214823107,100,1,
16QAM,"TM TPC (64,57)^2",0,0.501961883408072,26.8244243966805,11.3867964221088,40,1,
16QAM,"TM TPC (64,57)^2",2,0.0195440956651719,24.1319328884362,12.4443662309184,60,1,
16QAM,"TM TPC (64,57)^2",4,0,21.2426293467155,13.6474961600192,100,1,
16QAM,"TM TPC (64,57)^2",6,0,17.626935048631,15.3621764422372,100,1,
16QAM,"TM TPC (64,57)^2",8,0,14.456579223702,17.1374282050806,100,1,
16QAM,"TM TPC (64,57)^2",10,0,11.8211747823414,18.9366428524625,100,1,
16QAM,"TM TPC (64,57)^2",12,0,9.76549669941356,20.5203594860471,100,1,
32QAM,"TM TPC (64,57)^2",0,0.168946188340807,20.4874148661236,13.5987558284204,75,1,
32QAM,"TM TPC (64,57)^2",2,0.497982062780269,19.9391299721879,13.8718019822112,0,1,
32QAM,"TM TPC (64,57)^2",4,0.498355754857997,18.8397889114174,14.5022994613617,75,1,
32QAM,"TM TPC (64,57)^2",6,0.128839686098655,16.7676642666225,15.6226994241776,100,1,
32QAM,"TM TPC (64,57)^2",8,0.0179745889387145,15.1449962762874,16.5064288079607,75,1,
32QAM,"TM TPC (64,57)^2",10,0,12.8872797556705,17.9747851507413,100,1,
32QAM,"TM TPC (64,57)^2",12,0,11.2484312259178,19.1183231457423,100,1,
