Modulation,TPCCodeRate,TPCBlocksPerTF,Note,InputSNR_dB,BER,FER,EVM_post_pct,SNR_est_dB,LockRate_pct,AcquisitionFrames,NumBytesInTransferFrame,Success,ErrorMsg
32QAM,2/3,1,"VALID TPC: 2/3, N=1",0,0.5,NaN,19.9161488631237,13.8338976482661,60,NaN,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",2,0.5,NaN,19.6990822227788,14.0005917494123,60,NaN,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",4,0.510539940828402,1,18.7490084142192,14.5296500397565,70,6,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",6,0.5,NaN,18.3030388725021,14.7775874518355,90,NaN,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",8,0.084689349112426,0.714285714285714,16.3068996308259,15.9148802761734,100,4,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",10,0,0,13.7934374824962,17.5603668131873,90.9090909090909,3,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",12,0,0,12.008768710597,18.8400358211787,100,4,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",14,0,0,10.5458963196479,19.9971902807097,100,4,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",16,0,0,9.88695517491344,20.5488473055892,100,4,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",18,0,0,9.03625030579171,21.3891343128955,100,4,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",20,0,0,9.34470643516977,21.0362787890371,100,4,338,1,
32QAM,1/2,8,"VALID TPC: 1/2, N=8",0,0.498971193415638,1,19.7762727470026,13.9691167463709,100,8,2025,1,
32QAM,1/2,8,"VALID TPC: 1/2, N=8",2,0.498024691358025,1,18.9806393850671,14.4320457134253,100,4,2025,1,
32QAM,1/2,8,"VALID TPC: 1/2, N=8",4,0.499089506172839,1,18.6465547751478,14.6497778628785,100,2,2025,1,
32QAM,1/2,8,"VALID TPC: 1/2, N=8",6,0.499320987654321,1,18.1605264612298,15.0389095598062,100,4,2025,1,
32QAM,1/2,8,"VALID TPC: 1/2, N=8",8,0.499675925925926,1,17.1013341283595,15.7826022112953,100,4,2025,1,
32QAM,1/2,8,"VALID TPC: 1/2, N=8",10,0.0715432098765432,1,16.2809050291087,16.322658495261,90.9090909090909,3,2025,1,
32QAM,1/2,8,"VALID TPC: 1/2, N=8",12,0.000895061728395062,0.8,16.0587892086822,16.4627093129074,100,2,2025,1,
32QAM,1/2,8,"VALID TPC: 1/2, N=8",14,1.85185185185185e-05,0.2,14.5154127557359,17.5667904363698,100,2,2025,1,
32QAM,1/2,8,"VALID TPC: 1/2, N=8",16,7.71604938271605e-06,0.125,13.7523240953472,18.0758095068246,100,4,2025,1,
32QAM,1/2,8,"VALID TPC: 1/2, N=8",18,0,0,13.2068316382791,18.4416409075518,100,2,2025,1,
32QAM,1/2,8,"VALID TPC: 1/2, N=8",20,0,0,13.3158654153517,18.4003497320353,90.9090909090909,3,2025,1,
