Modulation,TPCCodeRate,TPCBlocksPerTF,Note,InputSNR_dB,BER,FER,EVM_post_pct,SNR_est_dB,LockRate_pct,AcquisitionFrames,NumBytesInTransferFrame,Success,ErrorMsg
32QAM,2/3,1,"VALID TPC: 2/3, N=1",0,0.5,NaN,19.9672291001827,13.8054853544814,60,NaN,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",2,0.5,NaN,19.348208204564,14.1705735048617,70,NaN,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",4,0.5,NaN,18.5061939822307,14.6810188384072,80,NaN,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",6,0.5,NaN,18.3083276553918,14.7888640135733,70,NaN,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",8,0.0106508875739645,0.6,17.3477685458069,15.3532710306932,81.8181818181818,4,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",10,0.00822855029585799,0.25,14.0564268611541,17.3741644509739,100,4,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",12,0,0,11.9370210093143,18.9140584226178,100,4,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",14,0,0,11.0527221750614,19.5741307043859,100,4,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",16,0,0,10.138617033558,20.3336554130804,100,4,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",18,0,0,9.22291500831507,21.1083428334856,100,4,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",20,0,0,8.96752160908929,21.4194558343337,100,4,338,1,
32QAM,2/3,3,"VALID TPC: 2/3, N=3",0,0.5,NaN,19.9553695296802,13.7982924836879,50,NaN,1014,1,
32QAM,2/3,3,"VALID TPC: 2/3, N=3",2,0.5,NaN,19.1410464585262,14.2126151658576,50,NaN,1014,1,
32QAM,2/3,3,"VALID TPC: 2/3, N=3",4,0.5,NaN,18.6324748860389,14.621259588393,90,NaN,1014,1,
