Modulation,TPCCodeRate,TPCBlocksPerTF,Note,InputSNR_dB,BER,FER,EVM_post_pct,SNR_est_dB,LockRate_pct,AcquisitionFrames,NumBytesInTransferFrame,Success,ErrorMsg
BPSK,2/3,1,"VALID TPC: 2/3, N=1",0,0,0,34.3152882959438,9.29024696165787,100,2,338,1,
BPSK,2/3,1,"VALID TPC: 2/3, N=1",2,0,0,27.6808987871324,11.1563962525463,100,2,338,1,
BPSK,2/3,1,"VALID TPC: 2/3, N=1",4,0,0,22.51533462935,12.9504318808828,100,2,338,1,
BPSK,2/3,1,"VALID TPC: 2/3, N=1",6,0,0,17.9074330353419,14.9393332841193,100,2,338,1,
BPSK,2/3,1,"VALID TPC: 2/3, N=1",8,0,0,14.2397246749645,16.9299681540107,100,2,338,1,
BPSK,2/3,1,"VALID TPC: 2/3, N=1",10,0,0,11.5878164617145,18.7199678432279,100,2,338,1,
BPSK,2/3,1,"VALID TPC: 2/3, N=1",12,0,0,9.17880055017657,20.74428133997,100,2,338,1,
BPSK,2/3,1,"VALID TPC: 2/3, N=1",14,0,0,7.45199275013628,22.5545515258038,100,2,338,1,
BPSK,2/3,1,"VALID TPC: 2/3, N=1",16,0,0,6.13288466891295,24.2467040459716,100,2,338,1,
BPSK,2/3,1,"VALID TPC: 2/3, N=1",18,0,0,4.98283109497739,26.0504766806705,100,2,338,1,
BPSK,2/3,1,"VALID TPC: 2/3, N=1",20,0,0,4.20245841020932,27.5299315175836,100,2,338,1,
BPSK,2/3,4,"VALID TPC: 2/3, N=4",0,0,0,34.3012974586228,9.29378904610473,100,2,1352,1,
BPSK,2/3,4,"VALID TPC: 2/3, N=4",2,0,0,27.4717249042226,11.2222814218055,100,2,1352,1,
BPSK,2/3,4,"VALID TPC: 2/3, N=4",4,0,0,22.4303815069691,12.983266793198,100,2,1352,1,
BPSK,2/3,4,"VALID TPC: 2/3, N=4",6,0,0,17.6480932020226,15.0660442265713,100,2,1352,1,
BPSK,2/3,4,"VALID TPC: 2/3, N=4",8,0,0,14.1070616333158,17.0112687246706,100,2,1352,1,
BPSK,2/3,4,"VALID TPC: 2/3, N=4",10,0,0,11.4188005684378,18.8475902403076,100,2,1352,1,
BPSK,2/3,4,"VALID TPC: 2/3, N=4",12,0,0,9.23436358990333,20.6918605944412,100,2,1352,1,
BPSK,2/3,4,"VALID TPC: 2/3, N=4",14,0,0,7.4708103816596,22.5326457275631,100,2,1352,1,
BPSK,2/3,4,"VALID TPC: 2/3, N=4",16,0,0,6.00955205901847,24.42315796609,100,2,1352,1,
BPSK,2/3,4,"VALID TPC: 2/3, N=4",18,0,0,4.98749758684457,26.0423460286913,100,2,1352,1,
BPSK,2/3,4,"VALID TPC: 2/3, N=4",20,0,0,4.14203712624432,27.6557202544288,100,2,1352,1,
BPSK,2/3,5,"VALID TPC: 2/3, N=5",0,0,0,34.6361283910476,9.20941318319466,100,2,1690,1,
BPSK,2/3,5,"VALID TPC: 2/3, N=5",2,0,0,27.6530313298243,11.1651450863495,100,2,1690,1,
BPSK,2/3,5,"VALID TPC: 2/3, N=5",4,0,0,21.9926717483681,13.1544401557672,100,2,1690,1,
BPSK,2/3,5,"VALID TPC: 2/3, N=5",6,0,0,17.8129965219344,14.985260337882,100,2,1690,1,
BPSK,2/3,5,"VALID TPC: 2/3, N=5",8,0,0,14.0717069765995,17.0330643404986,100,2,1690,1,
BPSK,2/3,5,"VALID TPC: 2/3, N=5",10,0,0,11.5415703064605,18.7547019708588,100,2,1690,1,
BPSK,2/3,5,"VALID TPC: 2/3, N=5",12,0,0,9.13039449513821,20.7902091517009,100,2,1690,1,
BPSK,2/3,5,"VALID TPC: 2/3, N=5",14,0,0,7.41806265833777,22.5941900525141,100,2,1690,1,
BPSK,2/3,5,"VALID TPC: 2/3, N=5",16,0,0,5.99498194758384,24.444242406687,100,2,1690,1,
BPSK,2/3,5,"VALID TPC: 2/3, N=5",18,0,0,4.94947910892405,26.1088100901097,100,2,1690,1,
BPSK,2/3,5,"VALID TPC: 2/3, N=5",20,0,0,4.16342351784025,27.6109881785857,100,2,1690,1,
BPSK,2/3,6,"VALID TPC: 2/3, N=6",0,0,0,33.7132811914915,9.44397954227626,100,2,2028,1,
BPSK,2/3,6,"VALID TPC: 2/3, N=6",2,0,0,27.6967717970842,11.1514169453639,100,2,2028,1,
BPSK,2/3,6,"VALID TPC: 2/3, N=6",4,0,0,22.2629808886816,13.0483337300954,100,2,2028,1,
BPSK,2/3,6,"VALID TPC: 2/3, N=6",6,0,0,17.7343917452594,15.0236740476552,100,2,2028,1,
BPSK,2/3,6,"VALID TPC: 2/3, N=6",8,0,0,14.2526889860364,16.9220638336316,100,2,2028,1,
BPSK,2/3,6,"VALID TPC: 2/3, N=6",10,0,0,11.4663615772292,18.8114873483496,100,2,2028,1,
BPSK,2/3,6,"VALID TPC: 2/3, N=6",12,0,0,9.03204306130677,20.8842800105825,100,2,2028,1,
BPSK,2/3,6,"VALID TPC: 2/3, N=6",14,0,0,7.52990119631983,22.4642144472331,100,2,2028,1,
BPSK,2/3,6,"VALID TPC: 2/3, N=6",16,0,0,5.93802513148053,24.5271593734647,100,2,2028,1,
BPSK,2/3,6,"VALID TPC: 2/3, N=6",18,0,0,4.92411825904472,26.1534305094776,100,2,2028,1,
BPSK,2/3,6,"VALID TPC: 2/3, N=6",20,0,0,4.14891673074031,27.6413056285243,100,2,2028,1,
BPSK,1/2,8,"VALID TPC: 1/2, N=8",0,0,0,34.3516460494864,9.28104895486522,100,2,2025,1,
BPSK,1/2,8,"VALID TPC: 1/2, N=8",2,0,0,27.7943470957232,11.120870466367,100,2,2025,1,
BPSK,1/2,8,"VALID TPC: 1/2, N=8",4,0,0,22.387696305556,12.9998118606731,100,2,2025,1,
BPSK,1/2,8,"VALID TPC: 1/2, N=8",6,0,0,17.7458186966558,15.0180791968399,100,2,2025,1,
BPSK,1/2,8,"VALID TPC: 1/2, N=8",8,0,0,14.4565594082844,16.7987010948992,100,2,2025,1,
BPSK,1/2,8,"VALID TPC: 1/2, N=8",10,0,0,11.3267203227297,18.9179164575109,100,2,2025,1,
