Modulation,Note,InputSNR_dB,BER,EVM_post_pct,SNR_est_dB,LockRate_pct,Success,ErrorMsg
BPSK,TM convolutional 1/2,22,0,3.04690317151989,30.3228269427381,100,1,
BPSK,TM convolutional 1/2,24,0,2.52161899554412,31.9664106521078,100,1,
BPSK,TM convolutional 1/2,26,0,2.16917285198391,33.274116791233,100,1,
QPSK,TM convolutional 1/2,22,0,3.00357394716816,30.4472334274744,100,1,
QPSK,TM convolutional 1/2,24,0,2.49820028134679,32.0474549413578,100,1,
QPSK,TM convolutional 1/2,26,0,2.05360242707009,33.7496726212204,100,1,
8PSK,TM convolutional 1/2,22,0,2.99489980082543,30.4723540609951,100,1,
8PSK,TM convolutional 1/2,24,0,2.46942679423195,32.1480768780596,100,1,
8PSK,TM convolutional 1/2,26,0,2.04159557535073,33.8006056836556,100,1,
GMSK,TM convolutional 1/2,22,0,4.25098600963873,27.4302064866217,100,1,
GMSK,TM convolutional 1/2,24,0,4.02630916966822,27.9018575967684,100,1,
GMSK,TM convolutional 1/2,26,0,3.87425071235799,28.2362455687217,100,1,
16APSK,FACM ACM14,22,0,8.5993476596587,22.0018553204942,100,1,
16APSK,FACM ACM14,24,0,7.00032967245594,23.9742417623783,100,1,
16APSK,FACM ACM14,26,0,5.75876208222523,25.9294468449734,100,1,
