Modulation,TPCCodeRate,TPCBlocksPerTF,Note,InputSNR_dB,BER,FER,EVM_post_pct,SNR_est_dB,LockRate_pct,AcquisitionFrames,NumBytesInTransferFrame,Success,ErrorMsg
BPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",0,0,0,34.4966322401308,9.2444660237049,100,2,2025,1,
BPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",2,0,0,27.7135031615457,11.1461714637368,100,2,2025,1,
BPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",4,0,0,22.3440119711812,13.0167768925279,100,2,2025,1,
BPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",6,0,0,17.7157850927937,15.0327919341713,100,2,2025,1,
BPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",8,0,0,14.213817518805,16.9457852891772,100,2,2025,1,
BPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",10,0,0,11.5038682820815,18.7831219910539,100,2,2025,1,
BPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",12,0,0,9.24544817316959,20.6814406313251,100,2,2025,1,
BPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",14,0,0,7.54491097271807,22.4469176075898,100,2,2025,1,
BPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",16,0,0,6.06846739341165,24.3384195446461,100,2,2025,1,
BPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",18,0,0,5.0784441033856,25.885386466188,100,2,2025,1,
BPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",20,0,0,4.21878839236441,27.4962451516802,100,2,2025,1,
BPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",0,0,0,33.8403697115779,9.41129801737595,100,2,338,1,
BPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",2,0,0,27.8394780561975,11.1067782256535,100,2,338,1,
BPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",4,0,0,22.3149883933935,13.0280666942252,100,2,338,1,
BPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",6,0,0,17.9065545628414,14.9397593922241,100,2,338,1,
BPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",8,0,0,14.2750048680194,16.9084746996056,100,2,338,1,
BPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",10,0,0,11.4059669581833,18.8573578170372,100,2,338,1,
BPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",12,0,0,9.25404307346747,20.6733696676631,100,2,338,1,
BPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",14,0,0,7.49246965416171,22.507500146977,100,2,338,1,
BPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",16,0,0,6.05943938399176,24.3513510932465,100,2,338,1,
BPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",18,0,0,4.99316599957536,26.0324799086143,100,2,338,1,
BPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",20,0,0,4.17883082498701,27.5789042079564,100,2,338,1,
BPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",0,0,0,34.517843463809,9.23912690167641,100,2,1014,1,
BPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",2,0,0,27.7042150036312,11.149083020474,100,2,1014,1,
BPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",4,0,0,22.1201197431235,13.1042505277835,100,2,1014,1,
BPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",6,0,0,17.6928916545233,15.0440236391785,100,2,1014,1,
BPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",8,0,0,14.3136348931522,16.8850012960416,100,2,1014,1,
BPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",10,0,0,11.3245769753798,18.9195602378514,100,2,1014,1,
BPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",12,0,0,9.16999005781448,20.7526227039139,100,2,1014,1,
BPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",14,0,0,7.45875215175377,22.5466764771893,100,2,1014,1,
BPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",16,0,0,5.97339720465157,24.4755721123817,100,2,1014,1,
BPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",18,0,0,5.00209703672595,26.0169577510869,100,2,1014,1,
BPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",20,0,0,4.19552228921081,27.5442793465117,100,2,1014,1,
BPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",0,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",2,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",4,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",6,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",8,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",10,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",12,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",14,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",16,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",18,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",20,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,native,8,"TM TPC rate native, 8 blocks/TF",0,-2,NaN,NaN,NaN,NaN,NaN,3249,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,native,8,"TM TPC rate native, 8 blocks/TF",2,-2,NaN,NaN,NaN,NaN,NaN,3249,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,native,8,"TM TPC rate native, 8 blocks/TF",4,-2,NaN,NaN,NaN,NaN,NaN,3249,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,native,8,"TM TPC rate native, 8 blocks/TF",6,-2,NaN,NaN,NaN,NaN,NaN,3249,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,native,8,"TM TPC rate native, 8 blocks/TF",8,-2,NaN,NaN,NaN,NaN,NaN,3249,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,native,8,"TM TPC rate native, 8 blocks/TF",10,-2,NaN,NaN,NaN,NaN,NaN,3249,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,native,8,"TM TPC rate native, 8 blocks/TF",12,-2,NaN,NaN,NaN,NaN,NaN,3249,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,native,8,"TM TPC rate native, 8 blocks/TF",14,-2,NaN,NaN,NaN,NaN,NaN,3249,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,native,8,"TM TPC rate native, 8 blocks/TF",16,-2,NaN,NaN,NaN,NaN,NaN,3249,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,native,8,"TM TPC rate native, 8 blocks/TF",18,-2,NaN,NaN,NaN,NaN,NaN,3249,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
BPSK,native,8,"TM TPC rate native, 8 blocks/TF",20,-2,NaN,NaN,NaN,NaN,NaN,3249,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
QPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",0,0,0,34.2516202493039,9.30637759368599,100,2,2025,1,
QPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",2,0,0,27.9391941698714,11.0757224817059,100,2,2025,1,
QPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",4,0,0,22.3010525573305,13.0334927757607,100,2,2025,1,
QPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",6,0,0,18.0728524101788,14.8594659601396,100,2,2025,1,
QPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",8,0,0,14.3344077562155,16.8724049152092,100,2,2025,1,
QPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",10,0,0,11.4145451246567,18.8508278136329,100,2,2025,1,
QPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",12,0,0,9.23594110195383,20.6903769052617,100,2,2025,1,
QPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",14,0,0,7.4105018843781,22.6030475590777,100,2,2025,1,
QPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",16,0,0,6.0720637572305,24.3332735391287,100,2,2025,1,
QPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",18,0,0,4.94889709833789,26.1098315262766,100,2,2025,1,
QPSK,1/2,8,"TM TPC rate 1/2, 8 blocks/TF",20,0,0,4.23531715140496,27.4622812606299,100,2,2025,1,
QPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",0,0,0,34.1248936068503,9.33857387948081,100,2,338,1,
QPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",2,0,0,27.464327929995,11.2246204796325,100,2,338,1,
QPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",4,0,0,22.0782571308512,13.1207042604591,100,2,338,1,
QPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",6,0,0,17.6634292998052,15.0584995130185,100,2,338,1,
QPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",8,0,0,14.1472686876701,16.986547963742,100,2,338,1,
QPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",10,0,0,11.4599856255048,18.8163185422553,100,2,338,1,
QPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",12,0,0,9.25362242239589,20.6737645017696,100,2,338,1,
QPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",14,0,0,7.47525258521051,22.5274825630542,100,2,338,1,
QPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",16,0,0,6.03470165051257,24.386883922232,100,2,338,1,
QPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",18,0,0,5.01552437949512,25.993673084513,100,2,338,1,
QPSK,2/3,1,"TM TPC rate 2/3, 1 blocks/TF",20,0,0,4.19144231486164,27.5527301296952,100,2,338,1,
QPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",0,0,0,34.1149960860143,9.34109348420647,100,2,1014,1,
QPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",2,0,0,27.5975941569594,11.1825755252885,100,2,1014,1,
QPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",4,0,0,22.2426155167925,13.0562829049992,100,2,1014,1,
QPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",6,0,0,17.8086808732019,14.9873649691926,100,2,1014,1,
QPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",8,0,0,14.4593275382208,16.7970380872074,100,2,1014,1,
QPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",10,0,0,11.3963932540612,18.8646514604622,100,2,1014,1,
QPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",12,0,0,9.23501632357238,20.6912466515106,100,2,1014,1,
QPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",14,0,0,7.41983176673182,22.592118831369,100,2,1014,1,
QPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",16,0,0,6.13091642854602,24.2494920753304,100,2,1014,1,
QPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",18,0,0,4.92777531185559,26.1469820519611,100,2,1014,1,
QPSK,2/3,3,"TM TPC rate 2/3, 3 blocks/TF",20,0,0,4.12089375767814,27.7001716408297,100,2,1014,1,
QPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",0,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
QPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",2,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
QPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",4,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
QPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",6,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
QPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",8,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
QPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",10,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
QPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",12,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
QPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",14,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
QPSK,2/3,8,"TM TPC rate 2/3, 8 blocks/TF",16,-2,NaN,NaN,NaN,NaN,NaN,2704,0,NumBytesInTransferFrame 应为具有值 <= 2048 的标量。 (at ccsdsTMWaveformGenerator.ccsdsTMWaveformGenerator line 340)
