Modulation,Note,InputSNR_dB,BER,EVM_post_pct,SNR_est_dB,LockRate_pct,Success,ErrorMsg
BPSK,"TM TPC (64,57)^2, rate 2/3",0,0,34.4906518967707,9.24597194188109,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",2,0.497620827105132,27.3468437106761,11.2618558276626,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",4,0.499277528649726,22.7480737056002,12.8611074653663,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",6,0.498418036870952,18.0386521335996,14.8759183301268,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",8,0,14.4715552356665,16.7896958683269,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",10,0.499240159441953,11.9432874967764,18.4575222661565,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",12,0.500124564025909,9.46394756392411,20.4785534926267,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",14,0.500199302441455,7.51343566917764,22.4832285542735,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",16,0.497097658196313,6.28592589892818,24.0326148585934,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",18,0.497359242650722,5.12891475725028,25.7994903772865,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",20,0.498604882909816,4.31271867228973,27.3049774174518,100,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",0,0,33.6649145854096,9.45644966172396,90.9090909090909,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",2,0.498978574987544,27.78773732544,11.1229363023673,100,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",4,0,22.1665109643281,13.086053199673,90.9090909090909,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",6,0.498903836571998,17.9120235183468,14.9371069840679,100,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",8,0,14.2599374145527,16.9176476111053,100,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",10,0,11.5241911645441,18.7677909241496,90.9090909090909,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",12,0,9.24856400688543,20.6785138691084,90.9090909090909,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",14,0,7.4486837425428,22.558409293638,90.9090909090909,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",16,0,6.11539807181375,24.2715053604022,100,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",18,0,5.056051987014,25.9237693845556,90.9090909090909,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",20,0,4.22356180031085,27.4864229343847,90.9090909090909,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",0,0.5,45.2980457669211,6.87841067539443,0,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",2,0.5,41.9397918270933,7.54747459070345,0,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",4,0.497969606377678,21.6971274612271,13.2719551942886,100,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",6,0.496275535625311,17.597681108896,15.0908911300358,100,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",8,0.500959142999502,14.1193110691507,17.0037298704514,100,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",10,0.496101145989038,11.3708215546448,18.8841631182786,100,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",12,0.497384155455904,9.09910870961645,20.8200229260017,100,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",14,0.497122571001495,7.56814549796699,22.4202105438672,100,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",16,0.498305929247633,6.00821154358971,24.4250956925265,100,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",18,0.496885899352267,5.03669809745221,25.957081604406,100,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",20,0.497421524663677,4.24125774255696,27.4501066905413,100,1,
GMSK,"TM TPC (64,57)^2, rate 2/3",0,0.5,24.0593285754496,12.3743299339767,0,1,
GMSK,"TM TPC (64,57)^2, rate 2/3",2,0.5,19.824021281738,14.0561648947674,100,1,
GMSK,"TM TPC (64,57)^2, rate 2/3",4,0.5,16.0236347674522,15.9047792526818,90.9090909090909,1,
GMSK,"TM TPC (64,57)^2, rate 2/3",6,0.500373692077728,13.1000243942195,17.6545579124342,50,1,
GMSK,"TM TPC (64,57)^2, rate 2/3",8,0,10.8070894446553,19.3258250817571,100,1,
GMSK,"TM TPC (64,57)^2, rate 2/3",10,0,8.50250228607797,21.4090648525189,100,1,
GMSK,"TM TPC (64,57)^2, rate 2/3",12,0.497371699053313,7.11551699283749,22.9558707971046,100,1,
GMSK,"TM TPC (64,57)^2, rate 2/3",14,0.498617339312407,5.97469562628667,24.473684288571,100,1,
GMSK,"TM TPC (64,57)^2, rate 2/3",16,0.498916292974589,5.08673096611766,25.8712246262613,100,1,
GMSK,"TM TPC (64,57)^2, rate 2/3",18,0.499800697558545,4.45143807290455,27.0299932804547,100,1,
GMSK,"TM TPC (64,57)^2, rate 2/3",20,0.497209765819631,3.90584736785788,28.1656946402784,100,1,
16QAM,"TM TPC (64,57)^2, rate 2/3",0,0.503699551569507,26.4593929829259,11.6669815143642,70,1,
16QAM,"TM TPC (64,57)^2, rate 2/3",2,0.103643497757848,24.5032942603983,12.4953634097077,100,1,
16QAM,"TM TPC (64,57)^2, rate 2/3",4,0.499053313403089,21.8303164416193,13.6954413245006,100,1,
16QAM,"TM TPC (64,57)^2, rate 2/3",6,0.498916292974589,18.971255776072,14.9912500010305,100,1,
16QAM,"TM TPC (64,57)^2, rate 2/3",8,0.499177877428998,16.1109833745233,16.5224582080317,100,1,
16QAM,"TM TPC (64,57)^2, rate 2/3",10,0.497521175884405,13.2685866259736,18.1604435851713,100,1,
16QAM,"TM TPC (64,57)^2, rate 2/3",12,0.498517688091679,11.3981394357253,19.4916966655262,100,1,
16QAM,"TM TPC (64,57)^2, rate 2/3",14,0.498766816143498,9.83660624603104,20.7714702318351,100,1,
16QAM,"TM TPC (64,57)^2, rate 2/3",16,0.500373692077728,8.91892211494398,21.6389314490941,100,1,
16QAM,"TM TPC (64,57)^2, rate 2/3",18,0.498218734429497,7.95488372372166,22.619305354817,100,1,
