Modulation,Note,InputSNR_dB,BER,EVM_post_pct,SNR_est_dB,LockRate_pct,Success,ErrorMsg
BPSK,"TM TPC (64,57)^2",0,0,34.889906200542,9.14600396250912,100,1,
BPSK,"TM TPC (64,57)^2",2,0,28.0940475629625,11.0277137331443,100,1,
BPSK,"TM TPC (64,57)^2",4,0,23.0735751257276,12.7377021736601,100,1,
BPSK,"TM TPC (64,57)^2",6,0,17.9869237832767,14.9008621118382,100,1,
BPSK,"TM TPC (64,57)^2",8,0,14.4366010316543,16.8107009095056,100,1,
BPSK,"TM TPC (64,57)^2",10,0,11.5269774003628,18.765691166224,100,1,
BPSK,"TM TPC (64,57)^2",12,0,9.54014668867605,20.4088989512161,100,1,
BPSK,"TM TPC (64,57)^2",14,0,7.53304688881585,22.4605865865914,100,1,
BPSK,"TM TPC (64,57)^2",16,0,6.16640990208281,24.1993521925927,100,1,
BPSK,"TM TPC (64,57)^2",18,0,5.13899572255354,25.7824348759991,100,1,
BPSK,"TM TPC (64,57)^2",20,0,4.36057511130292,27.2091245669497,100,1,
QPSK,"TM TPC (64,57)^2",0,0,34.0863056593498,9.34840131816271,100,1,
QPSK,"TM TPC (64,57)^2",2,0,27.5657289945841,11.1926103563561,100,1,
QPSK,"TM TPC (64,57)^2",4,0,22.1742995570978,13.083001795915,100,1,
QPSK,"TM TPC (64,57)^2",6,0,17.8723205571271,14.9563810934514,100,1,
QPSK,"TM TPC (64,57)^2",8,0,14.0764849020292,17.0301156229711,100,1,
QPSK,"TM TPC (64,57)^2",10,0,11.56972545374,18.7335389321843,100,1,
QPSK,"TM TPC (64,57)^2",12,0,9.25556588502141,20.6719404669537,100,1,
QPSK,"TM TPC (64,57)^2",14,0,7.4798334340652,22.5221614637582,100,1,
QPSK,"TM TPC (64,57)^2",16,0,6.06956781723185,24.3368446340913,100,1,
QPSK,"TM TPC (64,57)^2",18,0,5.04787022481032,25.9378363770738,100,1,
QPSK,"TM TPC (64,57)^2",20,0,4.26533183695848,27.4009435133573,100,1,
8PSK,"TM TPC (64,57)^2",0,0.5,42.8687954783184,7.357174381324,0,1,
8PSK,"TM TPC (64,57)^2",2,0.495179372197309,41.5497863345882,7.62862410375764,0,1,
8PSK,"TM TPC (64,57)^2",4,0.497982062780269,27.2419729548202,11.2952288512181,0,1,
8PSK,"TM TPC (64,57)^2",6,0,17.8008738668016,14.9911735423454,100,1,
8PSK,"TM TPC (64,57)^2",8,0,14.2291563964438,16.9364169431206,100,1,
8PSK,"TM TPC (64,57)^2",10,0,11.5129559623581,18.7762631306644,100,1,
8PSK,"TM TPC (64,57)^2",12,0,9.17563631398856,20.747276169699,100,1,
8PSK,"TM TPC (64,57)^2",14,0,7.45879794534054,22.5466231496605,100,1,
8PSK,"TM TPC (64,57)^2",16,0,5.98757058039758,24.4549870832499,100,1,
8PSK,"TM TPC (64,57)^2",18,0,4.948956394855,26.1097274546202,100,1,
8PSK,"TM TPC (64,57)^2",20,0,4.19835030789477,27.5384265392815,100,1,
GMSK,"TM TPC (64,57)^2",0,0.497982062780269,24.6067515948166,12.1789142985254,100,1,
GMSK,"TM TPC (64,57)^2",2,0.48822869955157,20.1304685324158,13.9229223376221,75,1,
GMSK,"TM TPC (64,57)^2",4,0.439798206278027,16.0058660696581,15.9144164284011,75,1,
GMSK,"TM TPC (64,57)^2",6,0.0530269058295964,13.0765377974617,17.6701445307733,60,1,
GMSK,"TM TPC (64,57)^2",8,0,10.658254739419,19.4462780808477,100,1,
GMSK,"TM TPC (64,57)^2",10,0.124495515695067,8.64982550943685,21.2598530670114,100,1,
GMSK,"TM TPC (64,57)^2",12,0.0363228699551569,7.16275421563321,22.8983990212939,100,1,
GMSK,"TM TPC (64,57)^2",14,0,6.00291311157584,24.432758854809,100,1,
GMSK,"TM TPC (64,57)^2",16,0,5.0603371671737,25.916410908403,100,1,
GMSK,"TM TPC (64,57)^2",18,0.124803811659193,4.4833076505674,26.9680291648684,100,1,
GMSK,"TM TPC (64,57)^2",20,0.125616591928251,3.98481200961379,27.9918432475314,100,1,
16QAM,"TM TPC (64,57)^2",0,0.500523168908819,26.6927137922997,11.5067507242459,75,1,
16QAM,"TM TPC (64,57)^2",2,0.017572869955157,24.2916514097455,12.4551751122901,100,1,
16QAM,"TM TPC (64,57)^2",4,2.80269058295964e-05,20.9378123757143,13.8074719733655,100,1,
16QAM,"TM TPC (64,57)^2",6,0,17.6480541528097,15.4240417639786,100,1,
16QAM,"TM TPC (64,57)^2",8,0,14.7165248995558,16.948434491343,100,1,
16QAM,"TM TPC (64,57)^2",10,0,11.7643870757253,18.8625992886816,100,1,
16QAM,"TM TPC (64,57)^2",12,0,9.44851487603319,20.7751871422703,100,1,
16QAM,"TM TPC (64,57)^2",14,0,8.09900785371612,22.1046965572383,100,1,
16QAM,"TM TPC (64,57)^2",16,0,6.95752628707374,23.4651491200599,100,1,
16QAM,"TM TPC (64,57)^2",18,0,5.53070871384911,25.4294461285616,100,1,
16QAM,"TM TPC (64,57)^2",20,0,5.05539554196481,26.2060529155533,100,1,
32QAM,"TM TPC (64,57)^2",0,0.508744394618834,20.9025634830278,13.4063988329855,0,1,
32QAM,"TM TPC (64,57)^2",2,0.5,20.1617365880693,13.8489151015124,0,1,
32QAM,"TM TPC (64,57)^2",4,0.500523168908819,18.5959278560009,14.6637913743996,60,1,
32QAM,"TM TPC (64,57)^2",6,0.00910874439461883,16.7643818529283,15.6520749884504,100,1,
32QAM,"TM TPC (64,57)^2",8,0,14.9377480208302,16.6040443722788,100,1,
32QAM,"TM TPC (64,57)^2",10,0,12.5121123684509,18.2160301955872,100,1,
32QAM,"TM TPC (64,57)^2",12,0,11.1908024353964,19.2141045646449,100,1,
32QAM,"TM TPC (64,57)^2",14,0,10.2628625680133,19.9779110268801,100,1,
32QAM,"TM TPC (64,57)^2",16,0,8.9408818979975,21.1697021619227,100,1,
32QAM,"TM TPC (64,57)^2",18,0,8.47953065933034,21.6421398397469,100,1,
32QAM,"TM TPC (64,57)^2",20,0,8.2179145449108,21.8927708324476,100,1,
