Category,Name,Note,Modulation,Coding,PCMFormat,HScenario,EnableHChannel,EnableEqualizer,HNumTaps,HEffectiveTaps,HRelEchoPower_dB,InputSNR_dB,CFO_Hz,Phase_deg,Delay_symbols,BER,LockRate_pct,EVM_post_pct,SNR_est_dB,MER_dB,PAPR_dB,PassBER,PassLock_pct,Success,Verdict,ErrorMsg,ElapsedTime_s
Boundary coding,8PSK LDPC1/2,LDPC,8PSK,LDPC,NRZ-L,"strong H, EQ off",1,0,7,4,-3.32547047110046,14,20000,10,0.1,0.00634765625,95,25.40431272932,11.9018509939371,11.9018509939371,3.71376656361594,0.0001,80,1,WARN,,5.3300567
Boundary coding,8PSK LDPC1/2,LDPC,8PSK,LDPC,NRZ-L,"strong H, EQ on",1,1,7,4,-3.32547047110046,14,20000,10,0.1,0,90,11.6332957107771,18.6859446456881,18.6859446456881,3.84782477484505,0.0001,80,1,PASS,,5.2693437
Boundary coding,8PSK LDPC1/2,LDPC,8PSK,LDPC,NRZ-L,"clean",0,0,1,1,-Inf,18,20000,10,0.1,0,90,6.89201668891007,23.2330735917093,23.2330735917095,3.87526222514866,0.0001,80,1,PASS,,5.3086571
Boundary coding,8PSK LDPC1/2,LDPC,8PSK,LDPC,NRZ-L,"medium H, EQ off",1,0,7,4,-7.32124580681102,18,20000,10,0.1,0,95,18.2679392464409,14.7662088278557,14.7662088278558,3.65981905033101,0.0001,80,1,PASS,,5.3211801
Boundary coding,8PSK LDPC1/2,LDPC,8PSK,LDPC,NRZ-L,"medium H, EQ on",1,1,7,4,-7.32124580681102,18,20000,10,0.1,0,90,7.2506999054928,22.7924013846568,22.792401384657,3.75060989429282,0.0001,80,1,PASS,,5.264903
Boundary coding,8PSK LDPC1/2,LDPC,8PSK,LDPC,NRZ-L,"strong H, EQ off",1,0,7,4,-3.32547047110046,18,20000,10,0.1,0.00250244140625,95,24.2764674487845,12.2962901732828,12.2962901732828,3.73621215242348,0.0001,80,1,WARN,,5.3363894
Boundary coding,8PSK LDPC1/2,LDPC,8PSK,LDPC,NRZ-L,"strong H, EQ on",1,1,7,4,-3.32547047110046,18,20000,10,0.1,0,90,7.79430656289222,22.1644503338273,22.1644503338275,3.714217507572,0.0001,80,1,PASS,,5.2510933
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"clean",0,0,1,1,-Inf,6,20000,10,0.1,0,100,25.0434325062544,12.026122921085,12.026122921085,3.97146698209101,0.0001,80,1,PASS,,5.0358399
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"medium H, EQ off",1,0,7,4,-7.32124580681102,6,20000,10,0.1,0,100,28.9360583709131,10.7712125634054,10.7712125634054,3.97190627596528,0.0001,80,1,PASS,,4.9114012
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"medium H, EQ on",1,1,7,4,-7.32124580681102,6,20000,10,0.1,0,100,27.1484688289321,11.3250931910405,11.3250931910405,3.97170039264107,0.0001,80,1,PASS,,4.866128
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"strong H, EQ off",1,0,7,4,-3.32547047110046,6,20000,10,0.1,0,100,32.7184621188501,9.70414235734536,9.70414235734536,3.97173304365894,0.0001,80,1,PASS,,4.8367123
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"strong H, EQ on",1,1,7,4,-3.32547047110046,6,20000,10,0.1,0,100,28.598470974384,10.8731437186353,10.8731437186353,3.97211936263574,0.0001,80,1,PASS,,4.8597108
Boundary coding,BPSK TPC,TPC,BPSK,TPC,NRZ-L,"clean",0,0,1,1,-Inf,10,20000,10,0.1,0,100,16.2455414630395,15.7853161813121,15.7853161813122,3.97169987373409,0.0001,80,1,PASS,,4.835404
