Modulation,Note,InputSNR_dB,BER,EVM_post_pct,SNR_est_dB,LockRate_pct,Success,ErrorMsg
BPSK,"TM TPC (64,57)^2",0,0,34.1533195590711,9.33134156666349,100,1,
BPSK,"TM TPC (64,57)^2",2,0,27.5204331052735,11.2068947126911,100,1,
BPSK,"TM TPC (64,57)^2",4,0,22.575645317505,12.9271965334002,100,1,
BPSK,"TM TPC (64,57)^2",6,0,17.7523009045064,15.014906986973,100,1,
BPSK,"TM TPC (64,57)^2",8,0,14.6900452386965,16.6595373355413,100,1,
BPSK,"TM TPC (64,57)^2",10,0,11.6977510359881,18.6379525198525,100,1,
BPSK,"TM TPC (64,57)^2",12,0,9.30498637600454,20.6256851681932,100,1,
BPSK,"TM TPC (64,57)^2",14,0,7.62377345705196,22.3566003476411,100,1,
BPSK,"TM TPC (64,57)^2",16,0,6.25318213652909,24.0779784286652,100,1,
BPSK,"TM TPC (64,57)^2",18,0,5.2215286819635,25.6440466413003,100,1,
BPSK,"TM TPC (64,57)^2",20,0,4.33655013749018,27.2571125620462,100,1,
QPSK,"TM TPC (64,57)^2",0,0,34.2201210017638,9.31436918268655,100,1,
QPSK,"TM TPC (64,57)^2",2,0,27.5017257855452,11.2128010502147,100,1,
QPSK,"TM TPC (64,57)^2",4,0,22.088010846951,13.1168678619197,100,1,
QPSK,"TM TPC (64,57)^2",6,0,17.8619627236674,14.9614164260553,100,1,
QPSK,"TM TPC (64,57)^2",8,0,14.3105226746506,16.8868900773255,100,1,
QPSK,"TM TPC (64,57)^2",10,0,11.5644903612107,18.7374700303547,100,1,
QPSK,"TM TPC (64,57)^2",12,0,9.19486819364717,20.7290898378861,100,1,
QPSK,"TM TPC (64,57)^2",14,0,7.51156396895875,22.4853925984681,100,1,
QPSK,"TM TPC (64,57)^2",16,0,6.04537677072681,24.3715325417265,100,1,
QPSK,"TM TPC (64,57)^2",18,0,5.01102216627981,26.001473522992,100,1,
QPSK,"TM TPC (64,57)^2",20,0,4.18887018241698,27.5580619736468,100,1,
