Modulation,Note,InputSNR_dB,BER,EVM_post_pct,SNR_est_dB,LockRate_pct,Success,ErrorMsg
BPSK,"TM TPC (64,57)^2",0,0,35.6583519170448,8.95677466453323,100,1,
BPSK,"TM TPC (64,57)^2",2,0,28.5973022692129,10.8734986834714,100,1,
BPSK,"TM TPC (64,57)^2",4,0,22.5765465031009,12.9268498127509,100,1,
BPSK,"TM TPC (64,57)^2",6,0,18.3407516099296,14.7316574154612,100,1,
BPSK,"TM TPC (64,57)^2",8,0,14.244242802671,16.92721264188,100,1,
BPSK,"TM TPC (64,57)^2",10,0,11.5874056098141,18.7202758113028,100,1,
BPSK,"TM TPC (64,57)^2",12,0,9.44610909648485,20.4949408581679,100,1,
QPSK,"TM TPC (64,57)^2",0,0,34.2612951573728,9.30392447418859,100,1,
QPSK,"TM TPC (64,57)^2",2,0,28.1424930290086,11.0127486563027,100,1,
QPSK,"TM TPC (64,57)^2",4,0,22.2599683172891,13.0495091626824,100,1,
QPSK,"TM TPC (64,57)^2",6,0,17.7670413485475,15.0076977387501,100,1,
QPSK,"TM TPC (64,57)^2",8,0,14.2361270194123,16.932162914651,100,1,
QPSK,"TM TPC (64,57)^2",10,0,11.5646627347569,18.7373405645162,100,1,
QPSK,"TM TPC (64,57)^2",12,0,9.19852372893641,20.7256373396582,100,1,
8PSK,"TM TPC (64,57)^2",0,0.506165919282511,43.4329334216308,7.24361675569576,0,1,
8PSK,"TM TPC (64,57)^2",2,0.505941704035874,33.1909573788695,9.57960440746906,0,1,
8PSK,"TM TPC (64,57)^2",4,0.5,44.8388704675056,6.96690672435489,0,1,
8PSK,"TM TPC (64,57)^2",6,0,17.9863454521044,14.9011413925844,100,1,
8PSK,"TM TPC (64,57)^2",8,0,14.2207680974788,16.9415389139144,100,1,
8PSK,"TM TPC (64,57)^2",10,0,11.5425504780316,18.753964350208,100,1,
8PSK,"TM TPC (64,57)^2",12,0,9.16209844232637,20.7601009250046,100,1,
GMSK,"TM TPC (64,57)^2",0,0.492959641255605,24.4580864063659,12.2315505009138,100,1,
GMSK,"TM TPC (64,57)^2",2,0.501591928251121,19.9222289188591,14.0132414778766,100,1,
GMSK,"TM TPC (64,57)^2",4,0.500056053811659,16.0786715888979,15.8749967055861,40,1,
GMSK,"TM TPC (64,57)^2",6,0.356726457399103,13.1417911205022,17.6269087979005,80,1,
GMSK,"TM TPC (64,57)^2",8,0.0355605381165919,10.7663418641111,19.3586366826046,100,1,
GMSK,"TM TPC (64,57)^2",10,0,8.58576481158903,21.3244202449863,100,1,
GMSK,"TM TPC (64,57)^2",12,0,7.14172239235658,22.9239407076501,100,1,
16QAM,"TM TPC (64,57)^2",0,0.503587443946188,26.749637354237,11.4494707974275,40,1,
16QAM,"TM TPC (64,57)^2",2,0.50160687593423,24.8029974748955,12.2040856069839,60,1,
16QAM,"TM TPC (64,57)^2",4,5.60538116591928e-05,21.1985119506743,13.7098735843342,100,1,
16QAM,"TM TPC (64,57)^2",6,0,17.8230831708245,15.3165106493245,100,1,
16QAM,"TM TPC (64,57)^2",8,0,14.7558456228041,16.9452937682619,100,1,
16QAM,"TM TPC (64,57)^2",10,0,11.9533721435572,18.791500374387,100,1,
16QAM,"TM TPC (64,57)^2",12,0,9.66006820139202,20.622391880041,100,1,
32QAM,"TM TPC (64,57)^2",0,0.507286995515695,20.7451983876847,13.4763911099754,0,1,
32QAM,"TM TPC (64,57)^2",2,0.498692077727952,19.6373498362554,14.1027586485008,75,1,
32QAM,"TM TPC (64,57)^2",4,0.494618834080717,19.3569084461998,14.204162928468,40,1,
32QAM,"TM TPC (64,57)^2",6,0.00882847533632287,16.7200725827514,15.6666438633312,100,1,
32QAM,"TM TPC (64,57)^2",8,0,15.2000056461511,16.506650021178,100,1,
32QAM,"TM TPC (64,57)^2",10,0,12.8063835240373,17.9598947796821,100,1,
32QAM,"TM TPC (64,57)^2",12,0,11.1078948866064,19.2372717707144,100,1,
