Modulation,Note,InputSNR_dB,BER,EVM_post_pct,SNR_est_dB,LockRate_pct,Success,ErrorMsg
BPSK,"TM TPC (64,57)^2",0,0,34.7476985706734,9.18147909120738,100,1,
BPSK,"TM TPC (64,57)^2",2,0,28.2626321280423,10.9757478862298,100,1,
BPSK,"TM TPC (64,57)^2",4,0.503727578475336,22.2625540716578,13.0485002541166,100,1,
BPSK,"TM TPC (64,57)^2",6,0,17.7720253064317,15.0052615403633,100,1,
BPSK,"TM TPC (64,57)^2",8,0.498290358744395,14.4963320200568,16.7748374518065,100,1,
BPSK,"TM TPC (64,57)^2",10,0.497421524663677,11.4638809644333,18.8133666419527,100,1,
BPSK,"TM TPC (64,57)^2",12,0.501933856502242,9.17140581226898,20.7512817932157,100,1,
BPSK,"TM TPC (64,57)^2",14,0.500784753363229,7.43377933505442,22.5758066936746,100,1,
BPSK,"TM TPC (64,57)^2",16,0.494674887892377,6.08618213963193,24.3131010952471,100,1,
BPSK,"TM TPC (64,57)^2",18,0.498318385650224,5.08725995998756,25.8703213853577,100,1,
BPSK,"TM TPC (64,57)^2",20,0.497169282511211,4.23238607884768,27.4682944552538,100,1,
QPSK,"TM TPC (64,57)^2",0,0,34.2956900026835,9.29520910098907,80,1,
QPSK,"TM TPC (64,57)^2",2,0,27.4451351012613,11.2306925404326,80,1,
QPSK,"TM TPC (64,57)^2",4,0,22.1228568116049,13.1031758317913,80,1,
QPSK,"TM TPC (64,57)^2",6,0,17.8686627312579,14.9581589668618,100,1,
QPSK,"TM TPC (64,57)^2",8,0,14.2558470196997,16.9201394744166,80,1,
QPSK,"TM TPC (64,57)^2",10,0,11.5834341714204,18.7232533016533,80,1,
QPSK,"TM TPC (64,57)^2",12,0,9.23073180141619,20.6952773452054,80,1,
QPSK,"TM TPC (64,57)^2",14,0,7.39806763652248,22.6176340496683,80,1,
QPSK,"TM TPC (64,57)^2",16,0,6.07243816713816,24.3327379744495,80,1,
QPSK,"TM TPC (64,57)^2",18,0.496636771300448,4.95441542118837,26.1001516240958,100,1,
QPSK,"TM TPC (64,57)^2",20,0,4.22932326533455,27.4745823718524,80,1,
8PSK,"TM TPC (64,57)^2",0,0.502242152466368,41.4860453376015,7.64195924746234,0,1,
8PSK,"TM TPC (64,57)^2",2,0.5,44.157746189358,7.09986202192862,0,1,
8PSK,"TM TPC (64,57)^2",4,0.501625560538117,21.9686372179615,13.1639376572894,100,1,
8PSK,"TM TPC (64,57)^2",6,0.504288116591928,18.0050564370945,14.8921102597719,100,1,
8PSK,"TM TPC (64,57)^2",8,0.503531390134529,14.3009661791383,16.8926924086098,100,1,
8PSK,"TM TPC (64,57)^2",10,0.494366591928251,11.3726901383322,18.8827358706359,100,1,
8PSK,"TM TPC (64,57)^2",12,0.496104260089686,9.21891060768997,20.7064079238768,100,1,
8PSK,"TM TPC (64,57)^2",14,0.49862668161435,7.53345887611206,22.4601115625555,100,1,
8PSK,"TM TPC (64,57)^2",16,0.497533632286996,6.05598233659664,24.3563080041416,100,1,
8PSK,"TM TPC (64,57)^2",18,0.497057174887892,4.9422527849294,26.1215009039219,100,1,
8PSK,"TM TPC (64,57)^2",20,0.498458520179372,4.16391264996492,27.609967792817,100,1,
GMSK,"TM TPC (64,57)^2",0,0.502354260089686,23.8879453184535,12.4364240751012,100,1,
GMSK,"TM TPC (64,57)^2",2,0.496569506726457,20.2027713795398,13.8917810147466,100,1,
GMSK,"TM TPC (64,57)^2",4,0.497421524663677,16.5717125862194,15.6126521510922,60,1,
GMSK,"TM TPC (64,57)^2",6,0.499626307922272,13.2225629690724,17.5736871217544,75,1,
GMSK,"TM TPC (64,57)^2",8,0.0291928251121076,10.7446370425894,19.376165010734,100,1,
GMSK,"TM TPC (64,57)^2",10,0.500448430493274,8.8484486731806,21.0626572792274,100,1,
GMSK,"TM TPC (64,57)^2",12,0.496272421524664,7.18045766096879,22.8769574847946,100,1,
GMSK,"TM TPC (64,57)^2",14,0.0302466367713004,6.00820652007006,24.4251029548802,100,1,
GMSK,"TM TPC (64,57)^2",16,0.505072869955157,5.32164531947414,25.4790814793012,100,1,
GMSK,"TM TPC (64,57)^2",18,0.0300224215246637,4.58100212974036,26.7807901263457,100,1,
GMSK,"TM TPC (64,57)^2",20,0.500784753363229,4.13645822428914,27.6674271484887,100,1,
16QAM,"TM TPC (64,57)^2",0,0.230119581464873,26.1758056920841,11.6759147469822,75,1,
16QAM,"TM TPC (64,57)^2",2,0.49859865470852,24.4838013990023,12.4537948524429,100,1,
16QAM,"TM TPC (64,57)^2",4,0.500784753363229,21.8236918560694,13.5505228901507,100,1,
16QAM,"TM TPC (64,57)^2",6,0.501008968609865,18.9103494479596,14.9389133851606,100,1,
16QAM,"TM TPC (64,57)^2",8,0.499943946188341,15.9001058877996,16.5030915582166,100,1,
16QAM,"TM TPC (64,57)^2",10,0.497954035874439,13.2570816791136,18.0950267107062,100,1,
16QAM,"TM TPC (64,57)^2",12,0.500056053811659,11.2687328411536,19.5303276146285,100,1,
16QAM,"TM TPC (64,57)^2",14,0.498934977578475,9.81456091064253,20.7218674756547,100,1,
16QAM,"TM TPC (64,57)^2",16,0.497813901345291,8.83917366091022,21.6754205054227,100,1,
16QAM,"TM TPC (64,57)^2",18,0.49792600896861,8.20802086139202,22.3164653352117,100,1,
16QAM,"TM TPC (64,57)^2",20,0.497001121076233,7.51219921939836,23.0549254812893,100,1,
32QAM,"TM TPC (64,57)^2",0,0.494843049327354,20.1099132145434,13.7750885514638,0,1,
32QAM,"TM TPC (64,57)^2",2,0.502410313901345,19.2501069268203,14.2810045000733,40,1,
32QAM,"TM TPC (64,57)^2",4,0.104820627802691,18.4701393117724,14.7467089733771,75,1,
32QAM,"TM TPC (64,57)^2",6,0.499747757847534,17.3577356814951,15.3734507787842,100,1,
32QAM,"TM TPC (64,57)^2",8,0.500149476831091,17.3644159058212,15.348976646453,75,1,
32QAM,"TM TPC (64,57)^2",10,0.498804185351271,14.1456923537765,17.3941720339887,75,1,
32QAM,"TM TPC (64,57)^2",12,0.502550448430493,12.5842148431981,18.4110827594246,100,1,
32QAM,"TM TPC (64,57)^2",14,0.499579596412556,11.7235184942915,19.02138186346,100,1,
32QAM,"TM TPC (64,57)^2",16,0.498514573991031,10.609868537703,19.945597868722,100,1,
32QAM,"TM TPC (64,57)^2",18,0.497869955156951,10.9512720245676,19.6804961155882,100,1,
32QAM,"TM TPC (64,57)^2",20,0.498991031390135,9.43934708752631,20.9267585154687,100,1,
