Modulation,Note,InputSNR_dB,BER,EVM_post_pct,SNR_est_dB,LockRate_pct,Success,ErrorMsg
BPSK,"TM TPC (64,57)^2",0,0,34.9674646313952,9.12671711447395,100,1,
BPSK,"TM TPC (64,57)^2",2,0,27.5001413402676,11.2133014811107,100,1,
BPSK,"TM TPC (64,57)^2",4,0,22.3679825446223,13.0074636969225,100,1,
BPSK,"TM TPC (64,57)^2",6,0,17.7955629965064,14.9937653542048,100,1,
BPSK,"TM TPC (64,57)^2",8,0,14.4555912706565,16.799282797498,100,1,
BPSK,"TM TPC (64,57)^2",10,0,11.5075430094282,18.7803478651169,100,1,
BPSK,"TM TPC (64,57)^2",12,0,9.35323346859909,20.5807644995368,100,1,
BPSK,"TM TPC (64,57)^2",14,0,7.57708789451173,22.4099534977722,100,1,
BPSK,"TM TPC (64,57)^2",16,0,6.25078135535903,24.0813138383627,100,1,
BPSK,"TM TPC (64,57)^2",18,0,5.18140322656562,25.7110521756501,100,1,
BPSK,"TM TPC (64,57)^2",20,0,4.35228546023062,27.225652552331,100,1,
QPSK,"TM TPC (64,57)^2",0,0,34.3038906018619,9.29313242649219,100,1,
QPSK,"TM TPC (64,57)^2",2,0,27.7974650575259,11.1198961404333,100,1,
QPSK,"TM TPC (64,57)^2",4,0,22.2157513092941,13.0667798974262,100,1,
QPSK,"TM TPC (64,57)^2",6,0,17.5900394314531,15.0946637397384,100,1,
QPSK,"TM TPC (64,57)^2",8,0,14.136537291908,16.993139136358,100,1,
QPSK,"TM TPC (64,57)^2",10,0,11.4079271374919,18.8558652265031,100,1,
QPSK,"TM TPC (64,57)^2",12,0,9.31225251341951,20.6189051218866,100,1,
QPSK,"TM TPC (64,57)^2",14,0,7.44185140682294,22.5663801177357,100,1,
QPSK,"TM TPC (64,57)^2",16,0,6.14861491876142,24.2244541101391,100,1,
QPSK,"TM TPC (64,57)^2",18,0,5.04922803900006,25.9355002951691,100,1,
QPSK,"TM TPC (64,57)^2",20,0,4.25268863167085,27.4267282756389,100,1,
8PSK,"TM TPC (64,57)^2",0,0.5,33.9025226155877,9.39535971306543,0,1,
8PSK,"TM TPC (64,57)^2",2,0.5,41.1443109189937,7.71380413603123,0,1,
8PSK,"TM TPC (64,57)^2",4,0.504708520179372,44.4138771935426,7.04962625223847,0,1,
8PSK,"TM TPC (64,57)^2",6,0,17.9101445265417,14.9380181916443,100,1,
8PSK,"TM TPC (64,57)^2",8,0,14.1367457845418,16.9930110335125,100,1,
8PSK,"TM TPC (64,57)^2",10,0,11.4572842527015,18.8183662404562,100,1,
8PSK,"TM TPC (64,57)^2",12,0,9.19833194471485,20.7258184376254,100,1,
8PSK,"TM TPC (64,57)^2",14,0,7.4573714076972,22.5482845344677,100,1,
8PSK,"TM TPC (64,57)^2",16,0,6.04544408821904,24.3714358216915,100,1,
8PSK,"TM TPC (64,57)^2",18,0,4.9732184005398,26.0672493632475,100,1,
8PSK,"TM TPC (64,57)^2",20,0,4.1296750095288,27.6816824880425,100,1,
GMSK,"TM TPC (64,57)^2",0,0.498766816143498,24.3092626396045,12.284564283773,0,1,
GMSK,"TM TPC (64,57)^2",2,0.509439461883408,19.8454231232446,14.0467927417563,100,1,
GMSK,"TM TPC (64,57)^2",4,0.67126307922272,16.3802931496399,15.7135666032437,75,1,
GMSK,"TM TPC (64,57)^2",6,0.390284005979073,13.0104503215932,17.7141534249583,60,1,
GMSK,"TM TPC (64,57)^2",8,0,10.688163314401,19.4219383765598,100,1,
GMSK,"TM TPC (64,57)^2",10,0.123963004484305,8.56019830410018,21.3503234882819,100,1,
GMSK,"TM TPC (64,57)^2",12,0,7.14052043800919,22.9254026689065,100,1,
GMSK,"TM TPC (64,57)^2",14,0.126289237668161,5.97566939994123,24.4722687518077,100,1,
GMSK,"TM TPC (64,57)^2",16,0,4.99607874568823,26.0274145022416,100,1,
GMSK,"TM TPC (64,57)^2",18,0.0359192825112108,4.38103568602787,27.1684641846361,100,1,
GMSK,"TM TPC (64,57)^2",20,0,4.01573498649003,27.9246991129911,100,1,
16QAM,"TM TPC (64,57)^2",0,0.499028400597907,26.4286870166347,11.5896454146782,60,1,
16QAM,"TM TPC (64,57)^2",2,0.0237387892376682,24.1978824461336,12.4726811843532,100,1,
