Modulation,TPCCodeRate,TPCBlocksPerTF,Note,InputSNR_dB,BER,FER,EVM_post_pct,SNR_est_dB,LockRate_pct,AcquisitionFrames,NumBytesInTransferFrame,Success,ErrorMsg
32QAM,2/3,1,"VALID TPC: 2/3, N=1",0,0.5,NaN,20.1502556553087,13.6894299563212,45.4545454545455,NaN,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",2,0.510355029585799,1,19.3473512011762,14.2038715630047,60,7,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",4,0.504807692307692,1,18.7268504252232,14.5520946857825,80,7,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",6,0.5,NaN,17.5074299290051,15.2571727432743,90,NaN,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",8,0.5,NaN,15.6463628801413,16.3523175510433,100,NaN,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",10,0,0,13.434336233283,17.7769849143309,100,4,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",12,0,0,12.3267087111524,18.5764052190422,100,4,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",14,0,0,11.1677191236868,19.4685124346041,90.9090909090909,3,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",16,0,0,9.9539297120522,20.5064647478297,100,4,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",18,0,0,10.1595130605722,20.3135803403608,100,4,338,1,
32QAM,2/3,1,"VALID TPC: 2/3, N=1",20,0,0,8.82015109945469,21.5558993568251,100,4,338,1,
32QAM,2/3,2,"VALID TPC: 2/3, N=2",0,0.5,NaN,19.8505152795247,13.7909705704225,40,NaN,676,1,
32QAM,2/3,2,"VALID TPC: 2/3, N=2",2,0.489552514792899,1,19.2553505182943,14.2194591887322,70,3,676,1,
32QAM,2/3,2,"VALID TPC: 2/3, N=2",4,0.298492973372781,1,18.5381014696695,14.6020600815147,72.7272727272727,4,676,1,
32QAM,2/3,2,"VALID TPC: 2/3, N=2",6,0.0539940828402367,1,17.7712539267303,15.1242175989264,81.8181818181818,4,676,1,
32QAM,2/3,2,"VALID TPC: 2/3, N=2",8,0.00229289940828402,0.6,16.2005825053321,16.0255798404295,90.9090909090909,7,676,1,
32QAM,2/3,2,"VALID TPC: 2/3, N=2",10,0.00203402366863905,0.25,14.3461615552784,17.206594841669,100,4,676,1,
32QAM,2/3,2,"VALID TPC: 2/3, N=2",12,0,0,11.9136867032419,18.8790836411641,90.9090909090909,3,676,1,
32QAM,2/3,2,"VALID TPC: 2/3, N=2",14,0,0,10.546542095573,19.989462671816,100,4,676,1,
32QAM,2/3,2,"VALID TPC: 2/3, N=2",16,0,0,9.6393987813145,20.7856692439508,100,4,676,1,
32QAM,2/3,2,"VALID TPC: 2/3, N=2",18,0,0,9.32173250540555,21.0614186245625,100,4,676,1,
32QAM,2/3,2,"VALID TPC: 2/3, N=2",20,0,0,9.10938008455114,21.2750190961891,100,4,676,1,
32QAM,2/3,3,"VALID TPC: 2/3, N=3",0,0.5,NaN,20.1582572842569,13.7024161496031,80,NaN,1014,1,
32QAM,2/3,3,"VALID TPC: 2/3, N=3",2,0.5,NaN,19.1356579674311,14.3201857841979,80,NaN,1014,1,
32QAM,2/3,3,"VALID TPC: 2/3, N=3",4,0.5,NaN,18.6125866670309,14.5812231059919,80,NaN,1014,1,
32QAM,2/3,3,"VALID TPC: 2/3, N=3",6,0.497534516765286,1,17.2902523694653,15.3841356464617,100,10,1014,1,
32QAM,2/3,3,"VALID TPC: 2/3, N=3",8,0.5,NaN,16.2283931945184,16.0271788227389,50,NaN,1014,1,
32QAM,2/3,3,"VALID TPC: 2/3, N=3",10,0,0,13.5780147213933,17.6504048618154,100,4,1014,1,
32QAM,2/3,3,"VALID TPC: 2/3, N=3",12,0,0,12.0442557592166,18.7793349680199,100,4,1014,1,
32QAM,2/3,3,"VALID TPC: 2/3, N=3",14,0,0,10.8234889204634,19.7989366887738,100,4,1014,1,
32QAM,2/3,3,"VALID TPC: 2/3, N=3",16,0,0,9.63478908029154,20.7187245395706,100,4,1014,1,
32QAM,2/3,3,"VALID TPC: 2/3, N=3",18,0,0,9.37999343979975,20.9464400983379,90.9090909090909,3,1014,1,
32QAM,2/3,3,"VALID TPC: 2/3, N=3",20,0,0,8.61040866497717,21.754632125823,100,4,1014,1,
32QAM,2/3,4,"VALID TPC: 2/3, N=4",0,0.498798076923077,1,20.2757739180623,13.7062643543024,40,7,1352,1,
32QAM,2/3,4,"VALID TPC: 2/3, N=4",2,0.496394230769231,1,18.8740412641567,14.3471945123694,40,9,1352,1,
32QAM,2/3,4,"VALID TPC: 2/3, N=4",4,0.502126479289941,1,18.6617011764942,14.5225625661755,60,2,1352,1,
32QAM,2/3,4,"VALID TPC: 2/3, N=4",6,0.5,NaN,18.1092786762619,14.8996145361711,40,NaN,1352,1,
32QAM,2/3,4,"VALID TPC: 2/3, N=4",8,0.00640255177514793,0.875,15.8511799224572,16.2623027177592,100,4,1352,1,
32QAM,2/3,4,"VALID TPC: 2/3, N=4",10,0,0,13.8249412993195,17.5670510579347,100,4,1352,1,
32QAM,2/3,4,"VALID TPC: 2/3, N=4",12,0,0,12.17942181789,18.6741449646236,100,4,1352,1,
32QAM,2/3,4,"VALID TPC: 2/3, N=4",14,0,0,10.3915475035972,20.1077147338868,100,4,1352,1,
32QAM,2/3,4,"VALID TPC: 2/3, N=4",16,0,0,9.8808114501807,20.5155470723111,100,4,1352,1,
32QAM,2/3,4,"VALID TPC: 2/3, N=4",18,0,0,9.21076478058808,21.1286446732394,100,4,1352,1,
32QAM,2/3,4,"VALID TPC: 2/3, N=4",20,0,0,8.93077509766889,21.3983541880474,100,4,1352,1,
32QAM,2/3,5,"VALID TPC: 2/3, N=5",0,0.5,NaN,19.9666464138569,13.8393506051241,40,NaN,1690,1,
32QAM,2/3,5,"VALID TPC: 2/3, N=5",2,0.5,NaN,19.4284119070279,14.1516611622267,44.4444444444444,NaN,1690,1,
32QAM,2/3,5,"VALID TPC: 2/3, N=5",4,0.5,NaN,18.4331649196582,14.6531185476681,50,NaN,1690,1,
32QAM,2/3,5,"VALID TPC: 2/3, N=5",6,0.5,NaN,18.0423412850498,15.0008274673046,40,NaN,1690,1,
32QAM,2/3,5,"VALID TPC: 2/3, N=5",8,0.5,NaN,16.2049820055025,16.080688127685,55.5555555555556,NaN,1690,1,
32QAM,2/3,5,"VALID TPC: 2/3, N=5",10,0.00274593195266272,0.375,13.9097091486768,17.4607934100548,100,4,1690,1,
32QAM,2/3,5,"VALID TPC: 2/3, N=5",12,0.000120192307692308,0.125,11.7987032902708,18.9544402683178,100,4,1690,1,
32QAM,2/3,5,"VALID TPC: 2/3, N=5",14,0,0,10.8314766710493,19.7138518690216,100,4,1690,1,
32QAM,2/3,5,"VALID TPC: 2/3, N=5",16,0,0,9.86521041794964,20.5128072936464,100,4,1690,1,
32QAM,2/3,5,"VALID TPC: 2/3, N=5",18,0,0,8.83432335054958,21.4891974437488,100,4,1690,1,
32QAM,2/3,5,"VALID TPC: 2/3, N=5",20,0,0,8.35578693411875,21.9643772851697,100,4,1690,1,
32QAM,2/3,6,"VALID TPC: 2/3, N=6",0,0.500308185404339,1,20.1678537400235,13.673056858146,60,10,2028,1,
32QAM,2/3,6,"VALID TPC: 2/3, N=6",2,0.504807692307692,1,19.3039763700308,14.1231469295543,40,9,2028,1,
32QAM,2/3,6,"VALID TPC: 2/3, N=6",4,0.5,NaN,18.5720586741117,14.6697951012708,40,NaN,2028,1,
32QAM,2/3,6,"VALID TPC: 2/3, N=6",6,0.5,NaN,17.1025513215155,15.4890245865666,90,NaN,2028,1,
32QAM,2/3,6,"VALID TPC: 2/3, N=6",8,0.00755824704142012,1,15.2461221460221,16.5536656252164,100,4,2028,1,
32QAM,2/3,6,"VALID TPC: 2/3, N=6",10,0.00269662228796844,0.375,13.8797819931205,17.502960426763,100,4,2028,1,
32QAM,2/3,6,"VALID TPC: 2/3, N=6",12,0,0,11.8612386188465,18.8487404342498,100,4,2028,1,
32QAM,2/3,6,"VALID TPC: 2/3, N=6",14,0,0,11.3295735000637,19.3230176956155,100,4,2028,1,
32QAM,2/3,6,"VALID TPC: 2/3, N=6",16,0,0,10.1126925682315,20.2788409551914,100,4,2028,1,
32QAM,2/3,6,"VALID TPC: 2/3, N=6",18,0,0,9.25378630915874,21.1146160745727,100,4,2028,1,
32QAM,2/3,6,"VALID TPC: 2/3, N=6",20,0,0,8.06401691243223,22.2591446212578,100,4,2028,1,
32QAM,1/2,1,"VALID TPC: 1/2, N=1",0,0.50395256916996,1,19.6608573215074,13.9834730508675,40,4,NaN,1,
32QAM,1/2,1,"VALID TPC: 1/2, N=1",2,0.5,NaN,19.0190455373321,14.3799411802841,40,NaN,NaN,1,
32QAM,1/2,1,"VALID TPC: 1/2, N=1",4,0.5,NaN,18.7474051183592,14.5529734877678,54.5454545454545,NaN,NaN,1,
32QAM,1/2,1,"VALID TPC: 1/2, N=1",6,0.5,NaN,18.6396350577055,14.6618984613385,50,NaN,NaN,1,
32QAM,1/2,1,"VALID TPC: 1/2, N=1",8,0.503458498023715,1,18.3844629351276,14.7864105960231,60,10,NaN,1,
32QAM,1/2,1,"VALID TPC: 1/2, N=1",10,0.494318181818182,1,18.7045128952314,14.6776220524121,54.5454545454545,8,NaN,1,
32QAM,1/2,1,"VALID TPC: 1/2, N=1",12,0.5,NaN,17.8288874674633,15.1821224040765,50,NaN,NaN,1,
32QAM,1/2,1,"VALID TPC: 1/2, N=1",14,0.49703557312253,1,17.6464813201681,15.3597011343409,50,7,NaN,1,
32QAM,1/2,1,"VALID TPC: 1/2, N=1",16,0.5,NaN,17.3404997416812,15.6735623431285,70,NaN,NaN,1,
32QAM,1/2,1,"VALID TPC: 1/2, N=1",18,0.5,NaN,17.1830907029971,15.7014656047612,70,NaN,NaN,1,
32QAM,1/2,1,"VALID TPC: 1/2, N=1",20,0.5,NaN,17.1822954434622,15.6528338414002,72.7272727272727,NaN,NaN,1,
32QAM,1/2,2,"VALID TPC: 1/2, N=2",0,0.5,NaN,19.8481301609024,13.9269149511793,44.4444444444444,NaN,NaN,1,
32QAM,1/2,2,"VALID TPC: 1/2, N=2",2,0.5,NaN,19.1773758608559,14.2847470329049,40,NaN,NaN,1,
32QAM,1/2,2,"VALID TPC: 1/2, N=2",4,0.5,NaN,18.8368905279615,14.4810135594129,50,NaN,NaN,1,
32QAM,1/2,2,"VALID TPC: 1/2, N=2",6,0.5,NaN,18.6688842673025,14.6174051500288,60,NaN,NaN,1,
32QAM,1/2,2,"VALID TPC: 1/2, N=2",8,0.5,NaN,18.1778440330635,14.9341503187504,60,NaN,NaN,1,
32QAM,1/2,2,"VALID TPC: 1/2, N=2",10,0.5,NaN,18.1635283966564,14.979977024662,40,NaN,NaN,1,
32QAM,1/2,2,"VALID TPC: 1/2, N=2",12,0.500617588932806,1,17.9656172304909,15.1812264547259,50,4,NaN,1,
32QAM,1/2,2,"VALID TPC: 1/2, N=2",14,0.0255064229249012,1,17.6388556066131,15.3540266288265,63.6363636363636,7,NaN,1,
32QAM,1/2,2,"VALID TPC: 1/2, N=2",16,0.506299407114625,1,18.250224879728,14.9904974647784,70,4,NaN,1,
32QAM,1/2,2,"VALID TPC: 1/2, N=2",18,0.5,NaN,16.7868301371832,16.0663208520216,40,NaN,NaN,1,
32QAM,1/2,2,"VALID TPC: 1/2, N=2",20,0.0361907114624506,1,17.8023166717991,15.238280730962,81.8181818181818,6,NaN,1,
32QAM,1/2,3,"VALID TPC: 1/2, N=3",0,0.5,NaN,19.5686198576963,14.0336470154445,60,NaN,NaN,1,
32QAM,1/2,3,"VALID TPC: 1/2, N=3",2,0.499423583662714,1,19.11590661973,14.2868437239643,60,3,NaN,1,
32QAM,1/2,3,"VALID TPC: 1/2, N=3",4,0.5,NaN,18.6879330587815,14.5352920502116,90,NaN,NaN,1,
32QAM,1/2,3,"VALID TPC: 1/2, N=3",6,0.5,NaN,18.6552278974242,14.5943994024454,90,NaN,NaN,1,
32QAM,1/2,3,"VALID TPC: 1/2, N=3",8,0.5,NaN,19.0281138420317,14.4176405933191,90,NaN,NaN,1,
32QAM,1/2,3,"VALID TPC: 1/2, N=3",10,0.5,NaN,18.2227844942557,14.9526901548524,33.3333333333333,NaN,NaN,1,
32QAM,1/2,3,"VALID TPC: 1/2, N=3",12,0.5,NaN,17.9123169401529,15.2753823368462,100,NaN,NaN,1,
32QAM,1/2,3,"VALID TPC: 1/2, N=3",14,0.5,NaN,17.5037933916338,15.4686977241836,100,NaN,NaN,1,
32QAM,1/2,3,"VALID TPC: 1/2, N=3",16,0.5,NaN,17.9197242172594,15.18872600015,100,NaN,NaN,1,
32QAM,1/2,3,"VALID TPC: 1/2, N=3",18,0.5,NaN,17.9493680140265,15.1232925819265,100,NaN,NaN,1,
32QAM,1/2,3,"VALID TPC: 1/2, N=3",20,0.5,NaN,17.0456294111776,15.8443811016526,100,NaN,NaN,1,
