Modulation,TPCCodeRate,TPCBlocksPerTF,Note,InputSNR_dB,BER,FER,EVM_post_pct,SNR_est_dB,LockRate_pct,AcquisitionFrames,NumBytesInTransferFrame,Success,ErrorMsg
32QAM,1/2,4,"VALID TPC: 1/2, N=4",0,0.5,NaN,19.490644263513,14.0686854522258,30,NaN,NaN,1,
32QAM,1/2,4,"VALID TPC: 1/2, N=4",2,0.5,NaN,19.1715980108971,14.2894771939809,40,NaN,NaN,1,
32QAM,1/2,4,"VALID TPC: 1/2, N=4",4,0.493268280632411,1,18.8719831291879,14.5047912333185,50,3,NaN,1,
32QAM,1/2,4,"VALID TPC: 1/2, N=4",6,0.5,NaN,18.4821088780341,14.6857657770731,40,NaN,NaN,1,
32QAM,1/2,4,"VALID TPC: 1/2, N=4",8,0.501852766798419,1,18.4949699646614,14.7707396183453,60,2,NaN,1,
32QAM,1/2,4,"VALID TPC: 1/2, N=4",10,0.5,NaN,18.3505077834622,14.9399238249243,40,NaN,NaN,1,
32QAM,1/2,4,"VALID TPC: 1/2, N=4",12,0.278100296442688,1,17.6470633063482,15.3564906807259,54.5454545454545,5,NaN,1,
32QAM,1/2,4,"VALID TPC: 1/2, N=4",14,0.5,NaN,17.9471454734844,15.1911409973843,90,NaN,NaN,1,
32QAM,1/2,4,"VALID TPC: 1/2, N=4",16,0.5,NaN,17.6038873264412,15.3946350359793,40,NaN,NaN,1,
32QAM,1/2,4,"VALID TPC: 1/2, N=4",18,0.279026679841897,1,17.435607783785,15.4683418062307,63.6363636363636,9,NaN,1,
32QAM,1/2,4,"VALID TPC: 1/2, N=4",20,0.199769433465086,1,16.6118269344239,16.0943666340805,63.6363636363636,6,NaN,1,
32QAM,1/2,5,"VALID TPC: 1/2, N=5",0,0.5,NaN,19.780077091672,13.9538899036864,30,NaN,NaN,1,
32QAM,1/2,5,"VALID TPC: 1/2, N=5",2,0.5,NaN,19.003569826625,14.40170157524,60,NaN,NaN,1,
32QAM,1/2,5,"VALID TPC: 1/2, N=5",4,0.511561264822134,1,18.6844000860826,14.5568456662361,60,10,NaN,1,
32QAM,1/2,5,"VALID TPC: 1/2, N=5",6,0.5,NaN,18.640562682838,14.6285259611424,40,NaN,NaN,1,
32QAM,1/2,5,"VALID TPC: 1/2, N=5",8,0.502569169960474,1,18.44923978016,14.763024643625,40,10,NaN,1,
32QAM,1/2,5,"VALID TPC: 1/2, N=5",10,0.5,NaN,18.3587498869324,14.8043682697657,55.5555555555556,NaN,NaN,1,
32QAM,1/2,5,"VALID TPC: 1/2, N=5",12,0.5,NaN,17.4404003565242,15.5571383001548,50,NaN,NaN,1,
32QAM,1/2,5,"VALID TPC: 1/2, N=5",14,0.502124505928854,1,18.1521642065743,15.0024423514699,40,3,NaN,1,
32QAM,1/2,5,"VALID TPC: 1/2, N=5",16,0.5,NaN,17.1098295510794,15.8312974279789,70,NaN,NaN,1,
32QAM,1/2,5,"VALID TPC: 1/2, N=5",18,0.0296113306982872,1,16.4123152230969,16.227387441814,63.6363636363636,6,NaN,1,
32QAM,1/2,5,"VALID TPC: 1/2, N=5",20,0.5,NaN,16.9367672459726,15.9738073717098,40,NaN,NaN,1,
32QAM,1/2,6,"VALID TPC: 1/2, N=6",0,0.497982542819499,1,19.5589474770035,14.0120583042603,50,8,NaN,1,
32QAM,1/2,6,"VALID TPC: 1/2, N=6",2,0.5,NaN,19.2298998099942,14.2827734870347,50,NaN,NaN,1,
32QAM,1/2,6,"VALID TPC: 1/2, N=6",4,0.4980854743083,1,18.814000664248,14.4961086277721,60,3,NaN,1,
32QAM,1/2,6,"VALID TPC: 1/2, N=6",6,0.5,NaN,18.6364585634744,14.6448806665463,40,NaN,NaN,1,
32QAM,1/2,6,"VALID TPC: 1/2, N=6",8,0.5,NaN,18.122580116976,14.9518112910239,60,NaN,NaN,1,
32QAM,1/2,6,"VALID TPC: 1/2, N=6",10,0.5,NaN,18.4820654213228,14.783568982871,36.3636363636364,NaN,NaN,1,
32QAM,1/2,6,"VALID TPC: 1/2, N=6",12,0.5,NaN,18.1723029065858,15.0014671670509,40,NaN,NaN,1,
32QAM,1/2,6,"VALID TPC: 1/2, N=6",14,0.502223320158103,1,17.8956070809973,15.2346858291062,60,10,NaN,1,
32QAM,1/2,6,"VALID TPC: 1/2, N=6",16,0.498764822134387,1,17.0003167105289,15.7411525775713,70,6,NaN,1,
32QAM,1/2,6,"VALID TPC: 1/2, N=6",18,0.0452486824769433,1,16.8703431051176,16.0717448818254,63.6363636363636,10,NaN,1,
32QAM,1/2,6,"VALID TPC: 1/2, N=6",20,0.177227437417655,1,17.0501298098399,15.7831616088545,63.6363636363636,6,NaN,1,
