Modulation,Note,InputSNR_dB,BER,EVM_post_pct,SNR_est_dB,LockRate_pct,Success,ErrorMsg
BPSK,"TM TPC (64,57)^2, rate 2/3",0,0,35.9208079869443,8.89307806129468,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",2,0,27.8463728982849,11.1046273080785,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",4,0,22.2502247285934,13.0533119652159,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",6,0,17.9836575746186,14.902439507974,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",8,0,14.2542309514285,16.9211241781891,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",10,0,11.7161459964193,18.6243045031337,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",12,0,9.23147817438364,20.6945750551506,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",14,0,7.62728565986923,22.3525997590442,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",16,0,6.23605669394374,24.1017989031627,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",18,0,5.10215510514103,25.8449268601025,100,1,
BPSK,"TM TPC (64,57)^2, rate 2/3",20,0,4.3624404680813,27.2054097315898,100,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",0,0,34.1383143422571,9.33515853960419,100,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",2,0,27.7247403934473,11.1426502353857,100,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",4,0,22.2215206990547,13.0645244807115,100,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",6,0,17.9997387534316,14.8946759632299,100,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",8,0,14.37433903403,16.8482423212509,100,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",10,0,11.509543350483,18.7788381395667,100,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",12,0,9.16109326502479,20.7610539095345,100,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",14,0,7.37422060055495,22.6456774914444,100,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",16,0,6.02298825135501,24.4037596795623,100,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",18,0,5.10137416184789,25.8462564367801,100,1,
QPSK,"TM TPC (64,57)^2, rate 2/3",20,0,4.20704909286398,27.5204484017535,100,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",0,0.499831838565022,42.8990179155909,7.35105299953241,45.4545454545455,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",2,0.5,29.7834070491522,10.5205124594064,36.3636363636364,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",4,0,22.0949294390275,13.1141476206985,100,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",6,0.501681614349776,17.6603542530619,15.060011781186,100,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",8,0,14.1121883371031,17.0081127241503,100,1,
8PSK,"TM TPC (64,57)^2, rate 2/3",10,0,11.4831835713933,18.798753848838,100,1,
