CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,77,79,0.000446,0.035234,0.034342,3.71185109549222,28.6081890849641,28.6081890849641,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,3.9239681
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,76,78,0.000892,0.069576,0.067792,3.73563001343995,28.5527228794512,28.5527228794512,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,5.3946897
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,76,78,0.000669,0.052182,0.050844,3.73197650218569,28.5612219877027,28.5612219877027,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,4.0539303
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,76,78,0.000594666666666667,0.046384,0.0451946666666667,3.73314064618524,28.558512954158,28.558512954158,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,3.7302227
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,76,78,0.00053568,0.04178304,0.04071168,3.7185255252014,28.5925846604772,28.5925846604772,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,3.5411144
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,76,78,0.000513371428571429,0.0400429714285714,0.0390162285714286,3.7167585403688,28.5967130395416,28.5967130395416,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,1,OK,,3.4688007
7,H_EQ_rawGain_std2_likely_TDL,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.014166742930356,64.5569620253165,0.0408163265306122,49,51,0.000446,0.022746,0.021854,3.79032851523701,28.4264629448515,28.4264629448515,NaN,16.3044241641523,1.92865493310657e-15,5.92784786775793,error,10,0.035808,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,5.3370773
8,H_EQ_rawGain_std2_likely_TDL,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.00643895559091567,82.051282051282,0.032258064516129,62,64,0.000892,0.057088,0.055304,4.22204999555398,27.4895325656896,27.4895325656896,NaN,17.9315513439154,1.92865493310657e-15,7.03915742875467,error,10,0.071616,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,8.7553429
9,H_EQ_rawGain_std2_likely_TDL,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.00865588860042483,75.6410256410256,0.0350877192982456,57,59,0.000669,0.039471,0.038133,3.7115238682012,28.6089548445147,28.6089548445147,NaN,17.4894053117757,1.92865493310657e-15,6.66015166992406,error,10,0.053712,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,8.4625289
10,H_EQ_rawGain_std2_likely_TDL,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.000552130044843049,53.8461538461538,0.025,40,42,0.000594666666666667,0.024976,0.0237866666666667,3.87264671341227,28.239842404269,28.239842404269,NaN,17.0828389610839,1.92865493310657e-15,6.42814735521274,error,10,0.047744,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,7.7836545
11,H_EQ_rawGain_std2_likely_TDL,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.0131306865177833,69.2307692307692,0.0384615384615385,52,54,0.00053568,0.02892672,0.02785536,3.73379457033882,28.556991603596,28.556991603596,NaN,16.8258979048021,1.92865493310657e-15,6.20201979106218,error,10,0.043008,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,7.2195862
12,H_EQ_rawGain_std2_likely_TDL,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.00643143365983972,66.6666666666667,0.04,50,52,0.000513371428571429,0.0266953142857143,0.0256685714285714,3.65145201194025,28.7506880512735,28.7506880512735,NaN,16.5214176040421,1.92865493310657e-15,6.00962972224966,error,10,0.041216,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,7.0394022
13,H_EQ_rawGain_std7_likely_Corazza,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,77,79,0.000446,0.035234,0.034342,3.69832083229067,28.6399083229769,28.6399083229769,NaN,-72.8691023046149,1.92865493310657e-15,0.000201435896228119,error,2,0.035808,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,3.9863285
14,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.00139312406576981,98.7179487179487,0.0266666666666667,75,77,0.000892,0.068684,0.0669,3.6914424949435,28.6560778520129,28.6560778520129,NaN,-71.8418125912991,1.92865493310657e-15,0.000223547524279712,error,2,0.071616,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,8.597819
15,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,76,78,0.000669,0.052182,0.050844,3.7484574452914,28.5229483031602,28.5229483031602,NaN,-72.2661799622275,1.92865493310657e-15,0.000211164682199342,error,2,0.053712,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,5.8240056
16,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,50,52,0.000594666666666667,0.0309226666666667,0.0297333333333333,4.29471937492475,27.3413041705468,27.3413041705468,NaN,-72.6398264740943,1.92865493310657e-15,0.00020737002346307,error,2,0.047744,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,5.4386361
17,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,47,49,0.00053568,0.02624832,0.02517696,3.82903259735691,28.3382187279327,28.3382187279327,NaN,-72.4466716180874,1.92865493310657e-15,0.000211773609407915,error,2,0.043008,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,4.866046
18,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,46,48,0.000513371428571429,0.0246418285714286,0.0236150857142857,3.71026720607449,28.6118962446539,28.6118962446539,NaN,-72.3735155467375,1.92865493310657e-15,0.000212911010619167,error,2,0.041216,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,1,OK,,4.7867326
