CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,12,14,0.00892,0.12488,0.10704,3.63597655424859,28.7875785177653,28.7875785177653,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,2.4193526
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,11,13,0.01784,0.23192,0.19624,3.63525530605967,28.789301659679,28.789301659679,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,2.8281313
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,11,13,0.01338,0.17394,0.14718,3.63862478750448,28.7812545250867,28.7812545250867,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,2.5991681
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,11,13,0.0118933333333333,0.154613333333333,0.130826666666667,3.63822220857426,28.7822155886253,28.7822155886253,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,2.3926842
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,11,13,0.0107136,0.1392768,0.1178496,3.63732110133657,28.7843671579928,28.7843671579928,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,2.5426321
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,11,13,0.0102674285714286,0.133476571428571,0.112941714285714,3.63754569893094,28.7838308375427,28.7838308375427,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,2.2748429
7,H_EQ_rawGain_H_EQ_rawGain,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,12,14,0.00892,0.12488,0.10704,3.63598840725814,28.7875502024659,28.7875502024659,NaN,14.5213996274995,1.92865493310657e-15,4.53317044968685,wrap,10,0.13428,0,1,OK,,2.5135407
8,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,11,13,0.01784,0.23192,0.19624,3.63520977383152,28.7894104526941,28.7894104526941,NaN,14.1016482213853,1.92865493310657e-15,4.31310991845517,wrap,10,0.26856,0,1,OK,,3.4662008
9,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,11,13,0.01338,0.17394,0.14718,3.63856463711473,28.7813981133916,28.7813981133916,NaN,14.0928802827853,1.92865493310657e-15,4.31208279649419,wrap,10,0.20142,0,1,OK,,2.9104285
10,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,11,13,0.0118933333333333,0.154613333333333,0.130826666666667,3.63816058234197,28.7823627163034,28.7823627163034,NaN,14.1661191350959,1.92865493310657e-15,4.34079811108856,wrap,10,0.17904,0,1,OK,,2.7421852
11,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,11,13,0.0107136,0.1392768,0.1178496,3.63736060704231,28.7842728192399,28.7842728192399,NaN,14.1998614240224,1.92865493310657e-15,4.34727174367576,wrap,10,0.16128,0,1,OK,,2.7032005
12,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,11,13,0.0102674285714286,0.133476571428571,0.112941714285714,3.63753740137628,28.7838506508268,28.7838506508268,NaN,14.2457922553565,1.92865493310657e-15,4.37582654394714,wrap,10,0.15456,0,1,OK,,2.6106572
