CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,BPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,77,79,0.000892,0.070468,0.068684,1.62001678170348,35.8096097318205,35.8096097318169,-8.18634828799262e-16,0,NaN,NaN,,NaN,NaN,0,1,OK,,4.5235096
2,NoH_baseline,BPSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,76,78,0.001784,0.139152,0.135584,1.60542301232252,35.8882103217275,35.8882103217239,-2.67093389035575e-16,0,NaN,NaN,,NaN,NaN,0,1,OK,,16.5187335
3,NoH_baseline,BPSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,76,78,0.001338,0.104364,0.101688,1.60975153769017,35.8648230276514,35.8648230276478,1.78364757503355e-16,0,NaN,NaN,,NaN,NaN,0,1,OK,,4.9968991
4,NoH_baseline,BPSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,75,77,0.00118933333333333,0.0915786666666667,0.0892,1.61767832042781,35.822156694678,35.8221566946745,4.87492914724689e-16,0,NaN,NaN,,NaN,NaN,0,1,OK,,52.3465323
5,NoH_baseline,BPSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,75,78,0.00107136,0.08356608,0.080352,1.63546151173235,35.727193438471,35.7271934384675,8.1186136515213e-16,0,NaN,NaN,,NaN,NaN,0,1,OK,,11.7724917
6,NoH_baseline,BPSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,75,78,0.00102674285714286,0.0800859428571428,0.0770057142857143,1.60134830292275,35.9102839226939,35.9102839226902,7.74485692126898e-16,0,NaN,NaN,,NaN,NaN,0,1,OK,,184.478289
7,NoH_baseline,QPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,77,79,0.000446,0.035234,0.034342,1.50171812602257,36.4682315437222,36.468231543718,0.0465677052056836,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.8354535
8,NoH_baseline,QPSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,76,78,0.000892,0.069576,0.067792,1.52078248787099,36.3586579421155,36.3586579421115,0.00655608276434985,0,NaN,NaN,,NaN,NaN,0,1,OK,,25.771515
9,NoH_baseline,QPSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,76,78,0.000669,0.052182,0.050844,1.5221534396563,36.3508313318971,36.3508313318931,-0.000377749400133299,0,NaN,NaN,,NaN,NaN,0,1,OK,,4.3447581
10,NoH_baseline,QPSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,75,77,0.000594666666666667,0.0457893333333333,0.0446,1.50863962007808,36.4282898195108,36.4282898195067,0.026788067427017,0,NaN,NaN,,NaN,NaN,0,1,OK,,89.5724212
11,NoH_baseline,QPSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,75,77,0.00053568,0.04124736,0.040176,1.49643913115152,36.4988188747402,36.498818874736,-0.0540992101410334,0,NaN,NaN,,NaN,NaN,0,1,OK,,27.2469938
12,NoH_baseline,QPSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,75,77,0.000513371428571429,0.0395296,0.0385028571428571,1.52035085588293,36.3611235412287,36.3611235412246,0.0354011872934786,0,NaN,NaN,,NaN,NaN,0,1,OK,,178.8341029
13,NoH_baseline,8PSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,76,79,0.000297333333333333,0.0234893333333333,0.0225973333333333,1.51030033919193,36.4187336013731,36.418733601369,-0.123982458606214,0,NaN,NaN,,NaN,NaN,0,1,OK,,2.6250496
14,NoH_baseline,8PSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,75,77,0.000594666666666667,0.0457893333333333,0.0446,1.54239593907063,36.2360825376206,36.2360825376167,0.00515886538902331,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.996687
15,NoH_baseline,8PSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,75,78,0.000446,0.034788,0.03345,1.54138903831038,36.2417546770564,36.2417546770525,-0.0320431036476869,0,NaN,NaN,,NaN,NaN,0,1,OK,,4.3633932
16,NoH_baseline,8PSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,75,77,0.000396444444444444,0.0305262222222222,0.0297333333333333,1.54092587984486,36.2443650160085,36.2443650160046,-0.0348948590103681,0,NaN,NaN,,NaN,NaN,0,1,OK,,4.2925611
17,NoH_baseline,8PSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,75,78,0.00035712,0.02785536,0.026784,1.53717315537187,36.2655441700197,36.2655441700157,-0.0417191215315045,0,NaN,NaN,,NaN,NaN,0,1,OK,,4.6705621
18,NoH_baseline,8PSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,75,77,0.000342247619047619,0.0263530666666667,0.0256685714285714,1.52566141555935,36.3308367413794,36.3308367413754,0.09542820081025,0,NaN,NaN,,NaN,NaN,0,1,OK,,5.1905572
19,NoH_baseline,16QAM,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,76,79,0.000223,0.017617,0.016948,3.91184579678232,28.1523654648383,28.1153802528938,5.22596699017956,0,NaN,NaN,,NaN,NaN,0,1,OK,,1.9831497
20,NoH_baseline,16QAM,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,76,78,0.000446,0.034788,0.033896,2.76120095041516,31.17803971596,31.2462928132616,12.4494581179311,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.1782585
21,NoH_baseline,16QAM,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,76,78,0.0003345,0.026091,0.025422,3.61514182299171,28.8374932109047,28.7745001591075,8.79292542936195,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.6672666
