信关站名称	卫星ID		开始时间(秒)	结束时间(秒)	连接时长(秒)
----------------------------------------------------------------------------------------
DVB1		S022		36335.138		37701.061		1365.923
DVB1		S045		37696.061		38871.457		1175.396
DVB1		S044		38866.457		39787.493		921.036
DVB1		S043		39782.493		40698.718		916.225
DVB1		S042		40693.718		41606.053		912.335
DVB1		S041		41601.053		42510.218		909.165
DVB1		S048		42505.218		43411.793		906.575
DVB1		S047		43406.793		44311.246		904.453
DVB1		S046		44306.246		45208.974		902.728
DVB1		S045		45203.974		46105.334		901.360
DVB1		S044		46100.334		47000.647		900.313
DVB1		S035		46995.647		47927.085		931.438
DVB1		S034		47922.085		48864.795		942.710
DVB1		S033		48859.795		49797.861		938.066
