信关站名称	卫星ID	开始时间（秒）	结束时间（秒）	连接持续时长（秒）
----------------------------------------------------------------------------------------
DVB2		S1106		0.000		455.298		455.298
DVB2		S1701		450.298		891.110		440.812
DVB2		S1718		886.110		1267.928		381.818
DVB2		S1717		1262.928		1644.648		381.720
DVB2		S1716		1639.648		2021.300		381.652
DVB2		S1715		2016.300		2397.911		381.611
DVB2		S1714		2392.911		2774.517		381.606
DVB2		S1713		2769.517		3151.154		381.637
DVB2		S1911		3146.154		3509.331		363.177
DVB2		S1910		3504.331		3890.202		385.871
DVB2		S1909		3885.202		4270.458		385.256
DVB2		S1908		4265.458		4650.180		384.722
DVB2		S1907		4645.180		5029.420		384.240
DVB2		S1906		5024.420		5408.232		383.812
DVB2		S1905		5403.232		5786.668		383.436
DVB2		S1904		5781.668		6164.771		383.103
DVB2		S1903		6159.771		6542.574		382.803
DVB2		S1902		6537.574		6920.115		382.541
DVB2		S1901		6915.115		7297.431		382.316
DVB2		S1918		7292.431		7674.557		382.126
DVB2		S1917		7669.557		8051.519		381.962
DVB2		S1916		8046.519		8428.351		381.832
DVB2		S1915		8423.351		8805.085		381.734
DVB2		S1914		8800.085		9181.749		381.664
DVB2		S1913		9176.749		9558.382		381.633
DVB2		S1912		9553.382		9935.013		381.631
DVB2		S1911		9930.013		10311.680		381.667
DVB2		S2109		10306.680		10670.051		363.371
DVB2		S2108		10665.051		11050.842		385.791
DVB2		S2107		11045.842		11431.026		385.184
DVB2		S2106		11426.026		11810.682		384.656
DVB2		S2105		11805.682		12189.862		384.180
DVB2		S2104		12184.862		12568.618		383.756
DVB2		S2103		12563.618		12947.004		383.386
DVB2		S2102		12942.004		13325.060		383.056
DVB2		S2101		13320.060		13702.819		382.759
DVB2		S2118		13697.819		14080.320		382.501
DVB2		S2117		14075.320		14457.599		382.279
DVB2		S2116		14452.599		14834.690		382.091
DVB2		S2115		14829.690		15211.620		381.930
DVB2		S2114		15206.620		15588.423		381.803
DVB2		S2113		15583.423		15965.126		381.703
DVB2		S2112		15960.126		16341.768		381.642
DVB2		S2111		16336.768		16718.380		381.612
DVB2		S2110		16713.380		17094.992		381.612
DVB2		S2109		17089.992		17471.642		381.650
DVB2		S2307		17466.642		17830.657		364.015
DVB2		S2306		17825.657		18211.327		385.670
DVB2		S2305		18206.327		18591.404		385.077
DVB2		S2304		18586.404		18970.959		384.555
DVB2		S2303		18965.959		19350.045		384.086
DVB2		S2302		19345.045		19728.711		383.666
DVB2		S2301		19723.711		20107.013		383.302
