CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,BPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,77,79,0.000892,0.070468,0.068684,1.15144310173602,38.7751503543874,38.7751503543803,-8.19879125297993e-16,0,NaN,NaN,,NaN,NaN,0,1,OK,,4.3007656
2,NoH_baseline,BPSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,76,78,0.001784,0.139152,0.135584,1.14326619058508,38.8370527911699,38.8370527911627,-2.6749568038479e-16,0,NaN,NaN,,NaN,NaN,0,1,OK,,15.9187661
3,NoH_baseline,BPSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,76,78,0.001338,0.104364,0.101688,1.15625887546538,38.7388984117461,38.7388984117391,1.78364757503355e-16,0,NaN,NaN,,NaN,NaN,0,1,OK,,4.8141812
4,NoH_baseline,BPSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,75,77,0.00118933333333333,0.0915786666666667,0.0892,1.17713958725019,38.5834406942266,38.5834406942198,4.87492914724689e-16,0,NaN,NaN,,NaN,NaN,0,1,OK,,51.1094551
5,NoH_baseline,BPSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,75,78,0.00107136,0.08356608,0.080352,1.15200764676458,38.770892763106,38.7708927630989,8.1186136515213e-16,0,NaN,NaN,,NaN,NaN,0,1,OK,,11.7201317
6,NoH_baseline,BPSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,75,78,0.00102674285714286,0.0800859428571428,0.0770057142857143,1.15552007466407,38.7444501038254,38.7444501038183,7.74485692126898e-16,0,NaN,NaN,,NaN,NaN,0,1,OK,,185.3091746
7,NoH_baseline,QPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,77,79,0.000446,0.035234,0.034342,1.0323927943287,39.7231007062401,39.7231007062313,0.0414837037680682,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.833221
8,NoH_baseline,QPSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,76,78,0.000892,0.069576,0.067792,1.04306505520717,39.6337720819694,39.6337720819607,-0.0189696078035156,0,NaN,NaN,,NaN,NaN,0,1,OK,,25.7038049
9,NoH_baseline,QPSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,76,78,0.000669,0.052182,0.050844,1.00090918772433,39.9921064835666,39.9921064835571,0.0276938395676409,0,NaN,NaN,,NaN,NaN,0,1,OK,,4.3248127
10,NoH_baseline,QPSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,75,77,0.000594666666666667,0.0457893333333333,0.0446,1.02229011214326,39.8085167958939,39.8085167958849,-0.000621948602439651,0,NaN,NaN,,NaN,NaN,0,1,OK,,89.3307262
