CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,GMSKDetectorUsed,Success,Status,ErrorMessage,Runtime_s
1,H_EQ_rawGain_std5_likely_Jakes,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,37,39,0.000446,0.017394,0.016502,3.75569984072567,28.5061824853365,28.5061824853365,NaN,-65.3049095405636,1.92865493310657e-15,0.000536944010835308,error,2,0.017904,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.7131369
2,H_EQ_rawGain_std5_likely_Jakes,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000892,0.033896,0.032112,3.69017376686962,28.659063656679,28.659063656679,NaN,-65.2987096553475,1.92865493310657e-15,0.000536890598665992,error,2,0.035808,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,4.014814
3,H_EQ_rawGain_std5_likely_Jakes,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000669,0.025422,0.024084,3.73064355258729,28.5643248800228,28.5643248800228,NaN,-65.3380667162985,1.92865493310657e-15,0.000534780475781873,error,2,0.026856,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.2362748
4,H_EQ_rawGain_std5_likely_Jakes,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000594666666666667,0.0225973333333333,0.021408,3.72439870816641,28.5788766532351,28.5788766532351,NaN,-65.3822764109202,1.92865493310657e-15,0.000531775524485992,error,2,0.023872,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.9493438
5,H_EQ_rawGain_std5_likely_Jakes,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.00053568,0.02035584,0.01928448,3.75169404373919,28.5154517242694,28.5154517242694,NaN,-65.4978215071008,1.92865493310657e-15,0.00052446432222616,error,2,0.021504,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.8553619
6,H_EQ_rawGain_std5_likely_Jakes,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000513371428571429,0.0195081142857143,0.0184813714285714,3.73741507288188,28.5485733448436,28.5485733448436,NaN,-65.4592010064685,1.92865493310657e-15,0.000526717889681309,error,2,0.020608,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.6920721
7,H_EQ_rawGain_std6_likely_CLoo,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,37,39,0.000446,0.017394,0.016502,3.93311653913557,28.105263703111,28.105263703111,NaN,-70.2061798620673,1.92865493310657e-15,0.000283055294050648,error,2,0.017904,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.2943403
8,H_EQ_rawGain_std6_likely_CLoo,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000892,0.033896,0.032112,3.68755287835754,28.6652348664356,28.6652348664356,NaN,-69.8690942377158,1.92865493310657e-15,0.000284535766256951,error,2,0.035808,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,4.093282
9,H_EQ_rawGain_std6_likely_CLoo,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000669,0.025422,0.024084,4.41015207292767,27.1109286945678,27.1109286945678,NaN,-70.5887614956632,1.92865493310657e-15,0.000270868415215811,error,2,0.026856,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.2172506
10,H_EQ_rawGain_std6_likely_CLoo,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000594666666666667,0.0225973333333333,0.021408,3.8591570593912,28.2701509243538,28.2701509243538,NaN,-70.4785484575432,1.92865493310657e-15,0.000274168646614473,error,2,0.023872,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.0658396
11,H_EQ_rawGain_std6_likely_CLoo,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.00053568,0.02035584,0.01928448,3.9317581504729,28.108264085086,28.108264085086,NaN,-70.2893343334853,1.92865493310657e-15,0.000279567844084623,error,2,0.021504,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.8065407
12,H_EQ_rawGain_std6_likely_CLoo,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000513371428571429,0.0195081142857143,0.0184813714285714,4.08765385085983,27.77051776151,27.77051776151,NaN,-70.1589221435063,1.92865493310657e-15,0.000284458627438616,error,2,0.020608,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.7758323
13,H_EQ_rawGain_std7_likely_Corazza,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,37,39,0.000446,0.017394,0.016502,3.89924576180911,28.1803878244069,28.1803878244069,NaN,-73.2061811043491,1.92865493310657e-15,0.000200387802170769,error,2,0.017904,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.3172191
14,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000892,0.033896,0.032112,3.6923443497556,28.6539560650299,28.6539560650299,NaN,-72.8691023046149,1.92865493310657e-15,0.000201435896228119,error,2,0.035808,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,4.0737778
15,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000669,0.025422,0.024084,4.42194973205314,27.0877239742506,27.0877239742506,NaN,-73.5887617879299,1.92865493310657e-15,0.000191760152674845,error,2,0.026856,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.3406187
16,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000594666666666667,0.0225973333333333,0.021408,3.87248123668315,28.2402135569772,28.2402135569772,NaN,-73.4785508616696,1.92865493310657e-15,0.000194096537581021,error,2,0.023872,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.0592388
17,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.00053568,0.02035584,0.01928448,3.96196450584851,28.0417883900997,28.0417883900997,NaN,-73.2893366394938,1.92865493310657e-15,0.000197918876669071,error,2,0.021504,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.8145876
18,H_EQ_rawGain_std7_likely_Corazza,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000513371428571429,0.0195081142857143,0.0184813714285714,4.05119884698436,27.8483287920742,27.8483287920742,NaN,-73.1589236992167,1.92865493310657e-15,0.000201381286126866,error,2,0.020608,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.7877156
19,H_EQ_rawGain_std8_likely_Lutz,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,37,39,0.000446,0.017394,0.016502,3.76936794157542,28.4746293486649,28.4746293486649,NaN,-62.1436620549498,1.92865493310657e-15,0.00038653318534848,error,2,0.017904,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.6861769
20,H_EQ_rawGain_std8_likely_Lutz,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000892,0.033896,0.032112,3.70468335565385,28.6249781168184,28.6249781168184,NaN,-62.131236624869,1.92865493310657e-15,0.000386787452546303,error,2,0.035808,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,4.7131241
21,H_EQ_rawGain_std8_likely_Lutz,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000669,0.025422,0.024084,3.72833569566446,28.5696998222246,28.5696998222246,NaN,-62.1729938637866,1.92865493310657e-15,0.00038515782778632,error,2,0.026856,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.7135984
22,H_EQ_rawGain_std8_likely_Lutz,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000594666666666667,0.0225973333333333,0.021408,3.71897410695695,28.5915369073828,28.5915369073828,NaN,-62.2180421680273,1.92865493310657e-15,0.000382958133603801,error,2,0.023872,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.360876
23,H_EQ_rawGain_std8_likely_Lutz,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.00053568,0.02035584,0.01928448,3.75135157985989,28.5162446298738,28.5162446298738,NaN,-62.3336581180852,1.92865493310657e-15,0.000377699145183409,error,2,0.021504,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.1124047
24,H_EQ_rawGain_std8_likely_Lutz,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000513371428571429,0.0195081142857143,0.0184813714285714,3.77888793834715,28.452719734981,28.452719734981,NaN,-62.2957787323524,1.92865493310657e-15,0.000379290441029105,error,2,0.020608,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,3.1015566
