Mode,BER,Lock_pct,FER,EVM_pct,RadialEVM_pct,TangentialEVM_pct,MER_dB,Status
off,0,77.7777777777778,0,5.30086498016127,5.21660657068636,0.941374221323311,25.5130651534179,FAIL_METRIC
power-window,5.60538116591928e-05,88.8888888888889,0.166666666666667,7.81037237847003,7.75286402937898,0.946052869732518,22.1465651917,FAIL_METRIC
rde,0,88.8888888888889,0,5.5497318858278,5.46901040109408,0.943106164383734,25.1145599531074,FAIL_METRIC
