StepSize,BER,Lock_pct,FER,EVM_pct,RadialEVM_pct,TangentialEVM_pct,MER_dB,Status
0.005,0,77.7777777777778,0,5.30910095281987,5.22492354816484,0.941661745567561,25.4995803289811,FAIL_METRIC
0.01,0,77.7777777777778,0,5.30941721858492,5.22524159702068,0.941680122850041,25.4990629216578,FAIL_METRIC
0.02,0,77.7777777777778,0,5.30867333608391,5.22448344931538,0.941692772127905,25.5002799542843,FAIL_METRIC
0.04,0,88.8888888888889,0,5.5497318858278,5.46901040109408,0.943106164383734,25.1145599531074,FAIL_METRIC
