CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,42,44,0.00892,0.39248,0.37464,4.3317349546073,27.2667624872546,27.2667624872546,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-100,8000000,-30.9691001300806,20.9691001300806,,1,OK,,3.3596573
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.01784,0.76712,0.73144,4.34717493982105,27.2358576499664,27.2358576499664,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-100,8000000,-30.9691001300806,20.9691001300806,,1,OK,,4.6294486
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.01338,0.57534,0.54858,4.4023938885398,27.126222061794,27.126222061794,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-100,8000000,-30.9691001300806,20.9691001300806,,1,OK,,3.6657489
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.0118933333333333,0.511413333333333,0.487626666666667,4.38263549251564,27.1652929696359,27.1652929696359,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-100,8000000,-30.9691001300806,20.9691001300806,,1,OK,,3.5210165
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.0107136,0.4606848,0.4392576,4.39724278213916,27.136391105925,27.136391105925,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-100,8000000,-30.9691001300806,20.9691001300806,,1,OK,,3.5178956
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.0102674285714286,0.441499428571429,0.420964571428571,4.40363358536286,27.1237764937118,27.1237764937118,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-100,8000000,-30.9691001300806,20.9691001300806,,1,OK,,3.3546826
7,H_EQ_rawGain_H_EQ_rawGain,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.000104099935938501,100,0.0238095238095238,42,44,0.00892,0.39248,0.37464,3.72647030602745,28.5740467009639,28.5740467009639,NaN,17.6015861236536,1.92865493310657e-15,6.67699950574392,wrap,10,0.40284,0,afterChannel,psd,-100,8000000,-30.9691001300806,38.5706862537342,mmse,1,OK,,3.8427603
8,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.0164798206278027,81.3953488372093,0.0303030303030303,33,35,0.01784,0.6244,0.58872,3.97728981305936,28.0082552427562,28.0082552427562,NaN,17.9706368681986,1.92865493310657e-15,6.9742588342156,wrap,10,0.80568,0,afterChannel,psd,-100,8000000,-30.9691001300806,38.9397369982791,mmse,1,OK,,7.0716612
9,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.0270459641255605,69.7674418604651,0.0714285714285714,28,30,0.01338,0.4014,0.37464,3.66818609602868,28.7109727924928,28.7109727924928,NaN,17.7881692647427,1.92865493310657e-15,6.87349534414015,wrap,10,0.60426,0,afterChannel,psd,-100,8000000,-30.9691001300806,38.7572693948232,mmse,1,OK,,5.7609862
10,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.0106444751063585,95.3488372093023,0.0512820512820513,39,41,0.0118933333333333,0.487626666666667,0.46384,3.68341976793931,28.6749757097245,28.6749757097245,NaN,17.6280563639485,1.92865493310657e-15,6.73011387330059,wrap,10,0.53712,0,afterChannel,psd,-100,8000000,-30.9691001300806,38.5971564940291,mmse,1,OK,,5.5609654
11,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.0193772401433692,76.7441860465116,0.032258064516129,31,33,0.0107136,0.3535488,0.3321216,3.69056264892029,28.658148358696,28.658148358696,NaN,17.5332941669112,1.92865493310657e-15,6.64607786456195,wrap,10,0.48384,0,afterChannel,psd,-100,8000000,-30.9691001300806,38.5023942969917,mmse,1,OK,,5.3125699
12,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.00831913740369352,73.5294117647059,0.0434782608695652,23,25,0.0102674285714286,0.256685714285714,0.236150857142857,3.66369833137018,28.7216058661042,28.7216058661042,NaN,17.5483387555638,1.92865493310657e-15,6.63973099928679,wrap,10,0.46368,0,afterChannel,psd,-100,8000000,-30.9691001300806,38.5174388856444,mmse,1,OK,,5.0646693
