CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,37,39,0.00892,0.34788,0.33004,3.72927467929246,28.5675125510216,28.5675125510216,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.1516364
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.01784,0.67792,0.64224,3.75192912257745,28.5149074888245,28.5149074888245,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,4.0870656
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.01338,0.50844,0.48168,3.73566567291683,28.5526399663144,28.5526399663144,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.6241448
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.0118933333333333,0.451946666666667,0.42816,3.74701944486125,28.5262810632693,28.5262810632693,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.3695439
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.0107136,0.4071168,0.3856896,3.73314742449547,28.5584971830937,28.5584971830937,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.3543899
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.0102674285714286,0.390162285714286,0.369627428571429,3.74132885213808,28.5394823375484,28.5394823375484,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.1863314
7,H_EQ_rawGain_default_ChannelData,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.020252485864691,64.1025641025641,0.173913043478261,23,25,0.00892,0.223,0.20516,7.81608278560611,22.1402169869588,22.1402169869588,NaN,13.8751371877961,1.92865493310657e-15,4.14074205008995,wrap,10,0.35808,0,1,OK,,4.1479364
8,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.0663516976297245,60.5263157894737,0.380952380952381,21,23,0.01784,0.41032,0.37464,3.79414844687333,28.4177136250001,28.4177136250001,NaN,14.0925539067431,1.92865493310657e-15,4.25742617423947,wrap,10,0.71616,0,1,OK,,6.4924165
9,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.0975959142999502,52.6315789473684,0.277777777777778,18,20,0.01338,0.2676,0.24084,4.17880481199713,27.5789582773059,27.5789582773059,NaN,13.8120498744668,1.92865493310657e-15,4.11979756372699,wrap,10,0.53712,0,1,OK,,5.3733251
10,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.0774103139013453,64.5161290322581,0.333333333333333,18,20,0.0118933333333333,0.237866666666667,0.21408,3.86272549784311,28.2621230724536,28.2621230724536,NaN,13.7171218457749,1.92865493310657e-15,4.06631669398318,wrap,10,0.47744,0,1,OK,,5.2308895
11,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.0662420576735093,82.7586206896552,0.227272727272727,22,24,0.0107136,0.2571264,0.2356992,3.76844056752362,28.4767665928515,28.4767665928515,NaN,13.825729780062,1.92865493310657e-15,4.11398608775212,wrap,10,0.43008,0,1,OK,,4.9108188
12,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.0360908281389136,71.0526315789474,0.2,25,27,0.0102674285714286,0.277220571428571,0.256685714285714,3.80312949573919,28.397177734064,28.397177734064,NaN,13.7720333805028,1.92865493310657e-15,4.0876403367562,wrap,10,0.41216,0,1,OK,,4.7414969
13,H_EQ_rawGain_std2_TDL,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.161390134529148,30.7692307692308,0.4,10,12,0.00892,0.10704,0.0892,4.20419517143022,27.5263426183008,27.5263426183008,NaN,14.8827435904069,1.92865493310657e-15,4.80766490115341,wrap,10,0.35808,0,1,OK,,3.8549503
14,H_EQ_rawGain_std2_TDL,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.263139013452915,42.1052631578947,0.7,10,16,0.01784,0.28544,0.1784,4.39531359894715,27.1402026646663,27.1402026646663,NaN,14.9519044193499,1.92865493310657e-15,4.83896334982334,wrap,10,0.71616,0,1,OK,,6.3434924
15,H_EQ_rawGain_std2_TDL,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.215625,50,0.625,16,18,0.01338,0.24084,0.21408,3.46993502224142,29.1935731540165,29.1935731540165,NaN,14.6716300078615,1.92865493310657e-15,4.69255862362686,wrap,10,0.53712,0,1,OK,,5.3940064
16,H_EQ_rawGain_std2_TDL,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.077553562531141,56.4102564102564,0.277777777777778,18,22,0.0118933333333333,0.261653333333333,0.21408,3.76030263713335,28.49554401449,28.49554401449,NaN,14.6050838674935,1.92865493310657e-15,4.64700321262717,wrap,10,0.47744,0,1,OK,,5.1279603
17,H_EQ_rawGain_std2_TDL,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.326012137504073,37.1428571428571,0.727272727272727,11,13,0.0107136,0.1392768,0.1178496,3.69907557275814,28.6381359176414,28.6381359176414,NaN,14.7875335439911,1.92865493310657e-15,4.75974992122996,wrap,10,0.43008,0,1,OK,,4.8349942
18,H_EQ_rawGain_std2_TDL,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.0753283615316118,68.4210526315789,0.166666666666667,24,26,0.0102674285714286,0.266953142857143,0.246418285714286,3.80868444939396,28.3845001454357,28.3845001454357,NaN,14.7665379027125,1.92865493310657e-15,4.74203847542376,wrap,10,0.41216,0,1,OK,,4.7364695
19,H_EQ_rawGain_std3_CDL,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,9,0.00892,0.08028,0,23.3171703564823,12.6464830860895,12.6464830860895,NaN,13.0120145250292,1.92865493310657e-15,3.46178143058829,wrap,10,0.35808,0,1,OK,,3.8445941
20,H_EQ_rawGain_std3_CDL,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,9,0.01784,0.16056,0,9.20493290863921,20.7195874512144,20.7195874512144,NaN,13.1803227688997,1.92865493310657e-15,3.52453341722106,wrap,10,0.71616,0,1,OK,,6.4049228
21,H_EQ_rawGain_std3_CDL,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,6,0.01338,0.08028,0,6.19428732913753,24.1601730652652,24.1601730652652,NaN,12.9973293716947,1.92865493310657e-15,3.44777685397617,wrap,10,0.53712,0,1,OK,,5.435059
22,H_EQ_rawGain_std3_CDL,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.351247197309417,47.0588235294118,0.75,8,16,0.0118933333333333,0.190293333333333,0.0951466666666667,4.31193131192336,27.3065633195537,27.3065633195537,NaN,12.9033991263112,1.92865493310657e-15,3.41316804293103,wrap,10,0.47744,0,1,OK,,5.5915217
23,H_EQ_rawGain_std3_CDL,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,11,0.0107136,0.1178496,0,3.48691147897007,29.151181555393,29.151181555393,NaN,13.0116172074348,1.92865493310657e-15,3.45232399000065,wrap,10,0.43008,0,1,OK,,5.2209641
