CaseKey,Scenario,ModType,RequestedCFO_Hz,ConfiguredCaptureRange_Hz,BER,LockRate_pct,FER,EVM_post_pct,MER_dB,ResidualCFO_Hz,AcquisitionFrames,Passed,Status,ErrorIdentifier,ErrorMessage,Runtime_s
NoH|UQPSK|-2000000.000,NoH,UQPSK,-2000000,2000000,0,100,0,1.78825304774536,34.9514205221714,0.281946328885652,3,1,PASS,,,2.9778241
NoH|UQPSK|+0.000,NoH,UQPSK,0,2000000,0,100,0,1.79248620694431,34.9308835502578,-0.492406975912586,3,1,PASS,,,0.6771728
NoH|UQPSK|+2000000.000,NoH,UQPSK,2000000,2000000,0,100,0,1.78986692165593,34.9435851607261,-0.0120730420255547,3,1,PASS,,,0.4907341
NoH|16APSK|-2000000.000,NoH,16APSK,-2000000,2000000,0,95.2380952380952,0,6.99924430997758,23.098976941781,-238.406962876955,6,1,PASS,,,1.3706091
NoH|16APSK|+0.000,NoH,16APSK,0,2000000,0,85.7142857142857,0,4.42763579529486,27.0765622030159,1.83225427903361,6,0,FAIL_METRIC,,,1.0749281
NoH|16APSK|+2000000.000,NoH,16APSK,2000000,2000000,0,95.2380952380952,0,8.75097299514592,21.1588731271424,303.009015469185,6,1,PASS,,,0.863658
NoH|32APSK|-2000000.000,NoH,32APSK,-2000000,2000000,0,95.2380952380952,0,5.36454598795273,25.4093405467295,-1.55249414901861,7,1,PASS,,,1.0017886
NoH|32APSK|+0.000,NoH,32APSK,0,2000000,0,90.4761904761905,0,5.77529469623371,24.7685170021095,-1.01869443699055,5,1,PASS,,,1.0955486
NoH|32APSK|+2000000.000,NoH,32APSK,2000000,2000000,0,80.9523809523809,0,6.15184956115581,24.2198858684197,-3.04396374670682,7,0,FAIL_METRIC,,,0.9658886
