CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,42,44,0.00892,0.39248,0.37464,5.98796914526325,24.454408923014,24.454408923014,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-94,8000000,-24.9691001300806,14.9691001300806,,1,OK,,3.2360508
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.01784,0.76712,0.73144,5.96455439827581,24.4884399236904,24.4884399236904,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-94,8000000,-24.9691001300806,14.9691001300806,,1,OK,,4.1278176
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.01338,0.57534,0.54858,6.09812963201478,24.2960669556925,24.2960669556925,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-94,8000000,-24.9691001300806,14.9691001300806,,1,OK,,3.5082941
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.0118933333333333,0.511413333333333,0.487626666666667,6.01381723401062,24.4169954936717,24.4169954936717,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-94,8000000,-24.9691001300806,14.9691001300806,,1,OK,,3.3995262
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.0107136,0.4606848,0.4392576,6.09761904194782,24.2967942466679,24.2967942466679,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-94,8000000,-24.9691001300806,14.9691001300806,,1,OK,,3.3387218
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.0102674285714286,0.441499428571429,0.420964571428571,6.10117739116522,24.2917269550474,24.2917269550474,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-94,8000000,-24.9691001300806,14.9691001300806,,1,OK,,3.1871693
7,H_EQ_rawGain_H_EQ_rawGain,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.00323451253944528,65.9090909090909,0.0740740740740741,27,29,0.00892,0.25868,0.24084,3.98627819881557,27.9886479110327,27.9886479110327,NaN,17.6015861236536,1.92865493310657e-15,6.67699950574392,wrap,10,0.40284,0,afterChannel,psd,-94,8000000,-24.9691001300806,32.5706862537342,mmse,1,OK,,4.0167274
8,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,6.22820129546587e-05,100,0.0277777777777778,36,38,0.01784,0.67792,0.64224,5.26786793884858,25.5673024196425,25.5673024196425,NaN,17.9706368681986,1.92865493310657e-15,6.9742588342156,wrap,10,0.80568,0,afterChannel,psd,-94,8000000,-24.9691001300806,32.9397369982791,mmse,1,OK,,5.883913
9,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.0118560647489883,100,0.0487804878048781,41,43,0.01338,0.57534,0.54858,3.77190904967969,28.4687757550592,28.4687757550592,NaN,17.7881692647427,1.92865493310657e-15,6.87349534414015,wrap,10,0.60426,0,afterChannel,psd,-94,8000000,-24.9691001300806,32.7572693948232,mmse,1,OK,,5.7729437
10,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.000161325604287433,100,0.0731707317073171,41,43,0.0118933333333333,0.511413333333333,0.487626666666667,3.85498871760036,28.2795377732258,28.2795377732258,NaN,17.6280563639485,1.92865493310657e-15,6.73011387330059,wrap,10,0.53712,0,afterChannel,psd,-94,8000000,-24.9691001300806,32.5971564940291,mmse,1,OK,,4.6304781
11,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.0155762226847034,97.0588235294118,0.0645161290322581,31,33,0.0107136,0.3535488,0.3321216,3.86811858141943,28.2500044122216,28.2500044122216,NaN,17.5332941669112,1.92865493310657e-15,6.64607786456195,wrap,10,0.48384,0,afterChannel,psd,-94,8000000,-24.9691001300806,32.5023942969917,mmse,1,OK,,5.170518
12,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.000111308993766696,100,0.0487804878048781,41,43,0.0102674285714286,0.441499428571429,0.420964571428571,3.75160733996231,28.5156524624241,28.5156524624241,NaN,17.5483387555638,1.92865493310657e-15,6.63973099928679,wrap,10,0.46368,0,afterChannel,psd,-94,8000000,-24.9691001300806,32.5174388856444,mmse,1,OK,,4.2844638
