CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,37,39,0.00892,0.34788,0.33004,3.72927467929246,28.5675125510216,28.5675125510216,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.0644862
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.01784,0.67792,0.64224,3.75192912257745,28.5149074888245,28.5149074888245,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.7483488
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.01338,0.50844,0.48168,3.73566567291683,28.5526399663144,28.5526399663144,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.336603
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.0118933333333333,0.451946666666667,0.42816,3.74701944486125,28.5262810632693,28.5262810632693,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.1820928
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.0107136,0.4071168,0.3856896,3.73314742449547,28.5584971830937,28.5584971830937,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.1503229
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.0102674285714286,0.390162285714286,0.369627428571429,3.74132885213808,28.5394823375484,28.5394823375484,NaN,0,NaN,NaN,,NaN,NaN,0,1,OK,,3.0300424
7,H_EQ_rawGain_default_ChannelData,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,37,39,0.00892,0.34788,0.33004,3.72927483429809,28.5675121899965,28.5675121899965,NaN,13.8751371877961,1.92865493310657e-15,4.14074205008995,wrap,10,0.35808,0,1,OK,,3.3216825
8,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.01784,0.67792,0.64224,3.75192911843461,28.5149074984154,28.5149074984154,NaN,14.0925539067431,1.92865493310657e-15,4.25742617423947,wrap,10,0.71616,0,1,OK,,4.8730785
9,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.01338,0.50844,0.48168,3.73566567237297,28.5526399675789,28.5526399675789,NaN,13.8120498744668,1.92865493310657e-15,4.11979756372699,wrap,10,0.53712,0,1,OK,,4.1244142
10,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.0118933333333333,0.451946666666667,0.42816,3.74701944444297,28.5262810642389,28.5262810642389,NaN,13.7171218457749,1.92865493310657e-15,4.06631669398318,wrap,10,0.47744,0,1,OK,,3.9167225
11,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.0107136,0.4071168,0.3856896,3.73314742208249,28.558497188708,28.558497188708,NaN,13.825729780062,1.92865493310657e-15,4.11398608775212,wrap,10,0.43008,0,1,OK,,3.75152
12,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.0102674285714286,0.390162285714286,0.369627428571429,3.74132885003845,28.539482342423,28.539482342423,NaN,13.7720333805028,1.92865493310657e-15,4.0876403367562,wrap,10,0.41216,0,1,OK,,3.6564256
13,H_EQ_rawGain_std2_TDL,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,37,39,0.00892,0.34788,0.33004,3.72919451732702,28.5676992590355,28.5676992590355,NaN,14.8827435904069,1.92865493310657e-15,4.80766490115341,wrap,10,0.35808,0,1,OK,,3.2867612
14,H_EQ_rawGain_std2_TDL,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.01784,0.67792,0.64224,3.75192915240437,28.5149074197738,28.5149074197738,NaN,14.9519044193499,1.92865493310657e-15,4.83896334982334,wrap,10,0.71616,0,1,OK,,4.7732186
15,H_EQ_rawGain_std2_TDL,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.01338,0.50844,0.48168,3.73566566851488,28.5526399765494,28.5526399765494,NaN,14.6716300078615,1.92865493310657e-15,4.69255862362686,wrap,10,0.53712,0,1,OK,,4.1596417
16,H_EQ_rawGain_std2_TDL,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.0118933333333333,0.451946666666667,0.42816,3.74701944043311,28.5262810735341,28.5262810735341,NaN,14.6050838674935,1.92865493310657e-15,4.64700321262717,wrap,10,0.47744,0,1,OK,,3.8997983
17,H_EQ_rawGain_std2_TDL,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.0107136,0.4071168,0.3856896,3.73314742089172,28.5584971914785,28.5584971914785,NaN,14.7875335439911,1.92865493310657e-15,4.75974992122996,wrap,10,0.43008,0,1,OK,,3.7102938
18,H_EQ_rawGain_std2_TDL,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.0102674285714286,0.390162285714286,0.369627428571429,3.74132884847481,28.5394823460531,28.5394823460531,NaN,14.7665379027125,1.92865493310657e-15,4.74203847542376,wrap,10,0.41216,0,1,OK,,3.6663395
19,H_EQ_rawGain_std3_CDL,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,37,39,0.00892,0.34788,0.33004,3.72926839695152,28.5675271832949,28.5675271832949,NaN,13.0120145250292,1.92865493310657e-15,3.46178143058829,wrap,10,0.35808,0,1,OK,,3.2811087
20,H_EQ_rawGain_std3_CDL,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.01784,0.67792,0.64224,3.75192873586906,28.5149083840724,28.5149083840724,NaN,13.1803227688997,1.92865493310657e-15,3.52453341722106,wrap,10,0.71616,0,1,OK,,4.781695
21,H_EQ_rawGain_std3_CDL,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.01338,0.50844,0.48168,3.73566565244281,28.552640013919,28.552640013919,NaN,12.9973293716947,1.92865493310657e-15,3.44777685397617,wrap,10,0.53712,0,1,OK,,4.1141578
22,H_EQ_rawGain_std3_CDL,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.0118933333333333,0.451946666666667,0.42816,3.74701944687932,28.5262810585912,28.5262810585912,NaN,12.9033991263112,1.92865493310657e-15,3.41316804293103,wrap,10,0.47744,0,1,OK,,3.9255486
23,H_EQ_rawGain_std3_CDL,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.0107136,0.4071168,0.3856896,3.73314740667403,28.5584972245587,28.5584972245587,NaN,13.0116172074348,1.92865493310657e-15,3.45232399000065,wrap,10,0.43008,0,1,OK,,3.7169955
24,H_EQ_rawGain_std3_CDL,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.0102674285714286,0.390162285714286,0.369627428571429,3.741313172636,28.539518739243,28.539518739243,NaN,13.0452979572465,1.92865493310657e-15,3.46406155894678,wrap,10,0.41216,0,1,OK,,3.6383914
25,H_EQ_rawGain_std4_ITU_P681,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,37,39,0.00892,0.34788,0.33004,3.72927467419057,28.5675125629045,28.5675125629045,NaN,14.7313042030494,1.92865493310657e-15,4.6011047509407,wrap,10,0.35808,0,1,OK,,3.2865731
26,H_EQ_rawGain_std4_ITU_P681,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.01784,0.67792,0.64224,3.7519291210042,28.5149074924666,28.5149074924666,NaN,14.5878574714222,1.92865493310657e-15,4.55405490220298,wrap,10,0.71616,0,1,OK,,4.7884231
27,H_EQ_rawGain_std4_ITU_P681,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.01338,0.50844,0.48168,3.73569707054646,28.5525669632076,28.5525669632076,NaN,14.5337865662424,1.92865493310657e-15,4.51286525443159,wrap,10,0.53712,0,1,OK,,4.1151784
28,H_EQ_rawGain_std4_ITU_P681,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.0118933333333333,0.451946666666667,0.42816,3.74701944498043,28.526281062993,28.526281062993,NaN,14.5870895714441,1.92865493310657e-15,4.53491927529671,wrap,10,0.47744,0,1,OK,,3.8877702
29,H_EQ_rawGain_std4_ITU_P681,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.0107136,0.4071168,0.3856896,3.73314742422359,28.5584971837263,28.5584971837263,NaN,14.7315422593698,1.92865493310657e-15,4.6079367445971,wrap,10,0.43008,0,1,OK,,3.7156622
30,H_EQ_rawGain_std4_ITU_P681,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.0102674285714286,0.390162285714286,0.369627428571429,3.74133124155493,28.5394767902669,28.5394767902669,NaN,14.7743515983007,1.92865493310657e-15,4.62640897453223,wrap,10,0.41216,0,1,OK,,3.6307359
31,H_EQ_rawGain_std5_Jakes,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,37,39,0.00892,0.34788,0.33004,5.02134702407006,25.9835952720517,25.9835952720517,NaN,-67.7967586019479,1.92865493310657e-15,0.000393195788912796,wrap,2,0.35808,0,1,OK,,3.2618356
32,H_EQ_rawGain_std5_Jakes,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.01784,0.67792,0.64224,4.18722192575691,27.561480411612,27.561480411612,NaN,-67.6887873014587,1.92865493310657e-15,0.000397746139724734,wrap,2,0.71616,0,1,OK,,4.7656625
33,H_EQ_rawGain_std5_Jakes,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.01338,0.50844,0.48168,6.16108129411063,24.206861214975,24.206861214975,NaN,-67.8007132545341,1.92865493310657e-15,0.000392829870377256,wrap,2,0.53712,0,1,OK,,4.3476972
34,H_EQ_rawGain_std5_Jakes,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.0118933333333333,0.451946666666667,0.42816,5.10782926289359,25.8352725626378,25.8352725626378,NaN,-67.8353195282957,1.92865493310657e-15,0.00039146855433698,wrap,2,0.47744,0,1,OK,,4.2093529
35,H_EQ_rawGain_std5_Jakes,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.0107136,0.4071168,0.3856896,7.63496081882032,22.3438637463851,22.3438637463851,NaN,-67.8295855904547,1.92865493310657e-15,0.000391525308363509,wrap,2,0.43008,0,1,OK,,3.9302488
36,H_EQ_rawGain_std5_Jakes,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.0102674285714286,0.390162285714286,0.369627428571429,5.14702749943632,25.7688702280739,25.7688702280739,NaN,-67.8025494331785,1.92865493310657e-15,0.000392727667747796,wrap,2,0.41216,0,1,OK,,3.8412078
37,H_EQ_rawGain_std6_CLoo,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.116591928251121,69.2307692307692,0.36,25,27,0.00892,0.24084,0.223,37.0610049424022,8.62165617145813,8.62165617145813,NaN,-70.9963095421321,1.92865493310657e-15,0.000246580648121282,wrap,2,0.35808,0,1,OK,,4.1482358
38,H_EQ_rawGain_std6_CLoo,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.168147421524664,57.8947368421053,0.375,16,22,0.01784,0.39248,0.28544,25.6004977935301,11.8350317977619,11.8350317977619,NaN,-70.8298634953911,1.92865493310657e-15,0.000251017407382224,wrap,2,0.71616,0,1,OK,,6.6092467
39,H_EQ_rawGain_std6_CLoo,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.0705797565663037,57.8947368421053,0.5,14,22,0.01338,0.29436,0.18732,22.4666833158073,12.9692207269267,12.9692207269267,NaN,-71.0107626462173,1.92865493310657e-15,0.0002455939219205,wrap,2,0.53712,0,1,OK,,5.6402373
40,H_EQ_rawGain_std6_CLoo,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.0504401262248796,76.3157894736842,0.444444444444444,27,29,0.0118933333333333,0.344906666666667,0.32112,14.094988681399,17.0187053708145,17.0187053708145,NaN,-71.1050656072126,1.92865493310657e-15,0.000243120488484978,wrap,2,0.47744,0,1,OK,,5.5084585
41,H_EQ_rawGain_std6_CLoo,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.0916803023219573,69.4444444444444,0.434782608695652,23,25,0.0107136,0.26784,0.2464128,6.38077991237183,23.9025246984967,23.9025246984967,NaN,-70.9970982557013,1.92865493310657e-15,0.000245902221566378,wrap,2,0.43008,0,1,OK,,5.0792809
42,H_EQ_rawGain_std6_CLoo,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.0815497392189289,60.5263157894737,0.214285714285714,14,23,0.0102674285714286,0.236150857142857,0.143744,28.7404805069854,10.8301195049768,10.8301195049768,NaN,-70.9636279902369,1.92865493310657e-15,0.000246732548814027,wrap,2,0.41216,0,1,OK,,5.1435099
43,H_EQ_rawGain_std7_Corazza,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.0462918247671611,71.7948717948718,0.346153846153846,26,28,0.00892,0.24976,0.23192,44.2187508203499,7.0878706080506,7.0878706080506,NaN,-73.9963095300597,1.92865493310657e-15,0.00017456573034817,wrap,2,0.35808,0,1,OK,,4.0603119
44,H_EQ_rawGain_std7_Corazza,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.161123567513702,52.6315789473684,0.611111111111111,18,20,0.01784,0.3568,0.32112,30.9638798744085,10.1828925214927,10.1828925214927,NaN,-73.8298634837726,1.92865493310657e-15,0.000177706715363281,wrap,2,0.71616,0,1,OK,,6.7488767
45,H_EQ_rawGain_std7_Corazza,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.104863335468717,65.7894736842105,0.476190476190476,21,25,0.01338,0.3345,0.28098,28.1216559102403,11.0191821997112,11.0191821997112,NaN,-74.0107626341047,1.92865493310657e-15,0.000173867181693985,wrap,2,0.53712,0,1,OK,,5.6801831
